FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SS 2018","IndustrialCourage","GuangzhouWenchongShipyardCo.,Ltd (China)","ShanghaiMerchantShipDesign & ResearchInstitute (SDARI)","CSSC (HongKong) ShippingCo.,Ltd / InternationalFleetChartering, LLC","China / USA","April2018","99.99m","","","7,498gtDeadweight","","","WinGD","W6X35-B, TierII","1","Research Vessel"
"SS 2018","IndustrialFame","Hudong-ZhonghuaShipbuilding (Group) Co., Ltd., / GuangzhouWenchongShipyardCo., Ltd","ShanghaiMerchantShipDesign & ResearchInstitute (SDARI)","CSSC (HongKong) ShippingCompanyLimited / Intermarine","China / USA","January, 2018","149.99m","15.3knotsCargocapacity","","16,729gt","","23,477t","MANB&W","7S40ME-B9.5TII","1","Research Vessel"
"SS 2018","Kairos","HyundaiMipoDockyardCo., Ltd","HyundaiMipoDockyardCo., Ltd","B.Schulte / BlueLNG","Germany","16October2018","117.10m","12.5knotsCargocapacity","","8,070gt","","9,026tDeadweight","Fourstroke, singleacting, trunkpiston, constantspeed, non-reversible","9L20DF","3","LNG Carrier"
"SS 2018","MarshalVasilevskiy","HyundaiHeavyIndustries","HyundaiHeavyIndustries","GazpromFlot","RussianFederation","31October2018","294.7m","19.5knotsCargocapacity","","118,423gtDeadweight","","","Fourstroke, singleacting, trunkpiston, turbocharged, intercooled, constantspeed, non-reversible, drysump, trifuelburning","Wärtsilä12V50DF / 6L50DF","12V50DFx2 / 6L50DFx2","Research Vessel"
"SS 2018","MarvelEagle","KawasakiHeavyIndustries, Ltd","KawasakiHeavyIndustries, Ltd","MitsuiO.S.K. Lines, Ltd","Japan","19October2018","299.90m","19.5knotswith21%SM","","128,917gtDeadweight","","","KawasakiHeavyIndustries, Ltd","Inductionmotor","2","Reefer"
"SS 2018","MarvelFalcon","SamsungHeavyIndustriesCo., Ltd","SamsungHeavyIndustriesCo., Ltd","NYK / Mitsui & Co., Ltd","Japan","April2018","293m","19.5knotsCargocapacity","","114,00gtDeadweight","","","WinGD","6X62DF","2","LNG Carrier"
"SS 2018","Morviken","SamsungHeavyIndustriesCo., Ltd","SamsungHeavyIndustriesCo., Ltd","VikenCrudeAS","Norway","April2018","274.3m","14.5knotsCargocapacity","","81,00gtDeadweight","","","Consilium","MAN6G70ME-C9.5","1","Tanker"
"SS 2018","NauticalDeborah","JiangsuHantongShipHeavyIndustryCo.Ltd","ShanghaiMerchantShipDesign & ResearchInstitute (SDARI)","ReedereiNSB","Germany","28July2018","227.98m","","","46,372gt","","91,341.9tDeadweight","MAN","6S60ME-C8.5","1","Research Vessel"
"SS 2018","NewGoldenBridgeVII","HyundaiMipoDockyardCo., Ltd","HyundaiMipoDockyardCo., Ltd","WeidongFerries","Korea & China","10September2018","196.13m","","","30,322gt","","18,480tDeadweight","HiMSEN","12H46/60VP(TierII)","2","Bunkering Tanker"
"SS 2018","NewShidaoPearl","HuanghaiShipbuildingCo., Ltd","ShanghaiMerchantShipDesign & ResearchInstitute (SDARI)","ShidaoInternationalFerryCo., Ltd","China","10February2018","169.90m","20.3knotsBunkers","","19,988gt","","16,728t","Wärtsilä","12V32E","2","Ferry"
"SS 2018","PolaMakaria","OJSCShipyardKrasnoyeSormovo","MarineEngineeringBureau","PolaGroup","RussianFederation","24May2018","140.88m","10knotsCargocapacity","","6,266gt","","10,395t","Dieselengine","6L20","2","Bunkering Tanker"
"SS 2018","SabreTrader","YangzijiangShipbuildingGroup / COSCOShippingHeavyIndustry (Guangdong)","ShanghaiMerchantShipDesign & ResearchInstitute (SDARI)","LomarShipping","UnitedKingdom","September2018","172m","18.5knotsBunkers","","19,035gtDeadweight","","","ChangzhouZhonghaiMarinePropellerCo., Ltd","WinGD6RT-Flex58T-E","1","Research Vessel"
"SS 2018","SaintJohnPaulII","IncatTasmaniaPtyLtd","RevolutionDesign","VirtuWavepiercerLimited","Malta","4January2019","110.6m","37.5knotsBunkers","","9,044t","","2,490t","ZF","MTU20V800 SeriesM71L","4","Bunkering Tanker"
"SS 2018","SaoDiana","HyundaiHeavyIndustries","HyundaiHeavyIndustries","PolarisShipping","RepublicofKorea","2August2018","33m","14.5knotsCargocapacity","","","","","Hyundai","Hyundai-MANB&W7G80ME-C9.5","1","Icebreaker"
"SS 2018","RRSirDavidAttenborough","CammellLaird","RollsRoyceMarineAS","UKRI – UnitedKingdomResearchandInnovation / BAS – BritishAntarcticSurvey","UnitedKingdom","2019RRSIRDAVIDATTENBOROUGH74SIGNIFICANTSHIPSOF2018","128.90m","","","15,984gt","","16,582t","","","","Research Vessel"
"SS 2018","SunflowerSatsuma","JapanMarineUnitedCorporation","JapanMarineUnitedCorporation","FerrySunflowerLtd","Japan","27April2018","192m","23.0knots","","13,659 (Japanese) Deadweight","","","SEMT-Pielstick","12PC2.6B","2","Ferry"
"SS 2018","Titus","TianjinXingangShipbuildingHeavyIndustryCo., Ltd","DeltamarinLtd","WalleniusWilhelmsenOcean","Norway","31May2018","199.9m","","","73,358gt","","","MANB&W","8S60ME-C8.2","1","Bunkering Tanker"
"SS 2018","TropicHope","GuangzhouWenchongShipyardCo., Ltd., China","ShanghaiMerchantShipDesign & ResearchInstitute (SDARI)","TropicalShippingLLC, USA","USA","November2018","159.73m","20.0knotsCargocapacity","","15,215gt","","27,546t","MANB&W","6S60MEC8.5TIERIIwithHPSCR","1","Research Vessel"
"SS 2018","WBYeats","FlensburgerSchiffbau- GesellschaftmbH & Co. KG","FSG / OSKShipTech (Interior) / Minima, Ireland (Colour, Restaurant)","IrishFerriesLimited","Ireland","12December2018","194.80m","22.5Bunkers","","51,388gt","","25,315.97t","Medium-speedieselengine","8M43","4","Ferry"
"SS 2018","YuanHeHai","ShanghaiWaigaoqiaoShipbuildingCo., Ltd","ShanghaiMerchantShipDesign & ResearchInstitute (SDARI)","ChinaOreShipping","China","18January2018","361.90m","14.5knotsCargocapacity","","203,403gt","","453,463.2t","MANB&W","7G80ME-C9.5-TII","1","Research Vessel"
