FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SS 2021","NingMay","ChengxiShipyardCo.,Ltd","ShanghaiMerchantShipDesign & ResearchInstitute,CSSC(SDARI)","Foremost(Shanghai)","China","December2020","229.90m","~14.3knots","","","","~ 99,800t","Daihatsu/6DE-18","MANB & W6S60ME- C","1","Fire Fighting Vessel"
"SS 2021","NordicNuluujaak","GuangzhouShipyard","ShanghaiMerchantShipDesign & ResearchInstitute,CSSC(SDARI)","Nordic","China","May2021","229.50m","14.43knots","","54,066t","","112,008.2t","CSSCMarinePower","6G60ME- C9.5TierII/III(HPSCR)","1","Fire Fighting Vessel"
"SS 2021","ONEXPeace","HyundaiSamhoHeavy","HyundaiSamhoHeavyIndustries","ONEXDMCC","UnitedArabEmirates","31March2021","249.99m","14.50knots(78 % NCRwith15 % SM)","","63,134t","","134,650t","HHI- EMD /HiMSEN6H21/32","Hyundai- ManB & W6G60ME-","1","Tanker"
"SS 2021","PaciﬁcIneosBelstaﬀ","JiangnanShipyard(Group)","JiangnanShipyard(Group)","PaciﬁcGas","China","28December2021","230m","16.75knots","","56,081t","","","Yanmar","6G60ME- C9.5GIE","1","Mooring Launch"
"SS 2021","PrismCourage","HyundaiHeavyIndustry","HyundaiHeavyIndustryCo.,Ltd","SKShipping","RepublicofKorea","17October2021","298.97m","19.65knots","","122,166t","","","HHIEngine /2x8H35DF & 2x6H35DF","5X72DF","2","LNG Carrier"
"SS 2021","RavennaKnutsen","HyundaiMipoDockyard","HyundaiMipoDockyardCo.,Ltd","KnutsenOASShipping","Norway","09February2021","183.03m","15.4knots","","27,000t","","","Renk","Hyundai- WinGD5X52DF","1","Tanker"
"SS 2021","SilverDawn","Fincantieri","Fincantieri","SilverseaCruises","Bermuda","12November2021","212.9m","17knots","","40.855t","","abt.22.085t","VEM","9L38","4","Research Vessel"
"SS 2021","SuisoFrontier","KawasakiHeavyIndustries,Ltd.,KobeShipyard","KawasakiHeavyIndustries,Ltd","HySTRA","Japan","03December2021","116.00m","abt13knotsatnormaloutputwith50 % seamargin","","7,849t","","","","","",""
"SS 2021","Taixing","CSSCChengxiShipyard","CSSCShanghaiMerchantShip","Chinese- PolishJoint","China","November2021","199.90m","14.5knots","","39,433t","","","CSSCMarinePower","6G50ME- C9.6HPSCR","1",""
"SS 2021","TangHong","ChinaMerchantsHeavy","ShanghaiMerchantShipDesignandResearchInstitute(SDARI)","ChinaMerchantsShen","China","March2021","169.10m","16.00knots","","35,425t","","","YanmarCo.,Ltd./6EY22ALW","6S50ME- C8.5,TierII","1","Research Vessel"
"SS 2021","TransgasPower","Hudong- Zhonghua","Hudong- Zhonghua","Dynagas","Greece","15July2021","294.00m","19.5kn @ DPP","","117,573t","","","Renk","2 × 9L51/60DF & 2 × 8L51/60DF","4","LNG Carrier"
"SS 2021","WuTong","CSSCWuchangShipbuilding","CSSCShanghaiMerchantShip","ShanghaiGentco","China","October2021","111.40m","13.0knots","","5,416t","","","CNGpowerGearboxCo.,Ltd","6G32","1","Tanker"
"SS 2021","XiangAnKou","CSSCGuangzhouShipyard","ShanghaiMerchantShipDesign & ResearchInstitute,CSSC(SDARI)","COSCO(HK)Investment & DevelopmentCo.,Ltd","China","May2021","216.70m","14.5knots","","38,935t","","","","","","Research Vessel"
