FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SS 2012","Hamburg Express","Hyundai Heavy Industries","Hyundai Heavy Industries","Hapag-Lloyd","Germany","5 July 2012","366.45m","23.6knots","9461051","142,295gt","2","","2-stroke","11K98ME7","2 x combined windlass/mooring winch, 8 x mooring winch","Reefer"
"SS 2012","Hyundai Together","Hyundai Samho Heavy","Hyundai Samho Heavy","Danaos Shipping Co., Ltd/ Hyundai Merchant Marine Co., Ltd","Greece","16 February 2012","366.53m","24.70knots","9473731","59,000gt","nil","184,000tonnes","B&W","12K98ME-C7","1","Container Ship"
"SS 2012","Innovation","Sungdong Shipbuilding & Marine Engineering Co., Ltd","Sungdong Shipbuilding & Marine Engineering Co., Ltd","Aegean Bulk Co., Inc","Greece","18 June 2012","229m","14.5knot","9622667","44,300tonnes","1","94,900tonnes","Sungdong/HHI","MAN Diesel 6S60ME-C8.2","1 x 25 persons","Bulk Carrier"
"SS 2012","Innovation","Crist S.A, Gdansk","Design Consortium","HGO InfraSeas Solutions","Germany","August 2012","166.00m","max: 12.3knots service: 10knots","9603453","21,900gt","nil","35,537tonnes","Diesel-electric","9M32C/9M20C","6/1",""
"SS 2012","Jaguar","Shipkits B.V","Vuyk Engineering Groningen B.V","Jaguar Shipping","The Netherlands","01 June 2012","107,95m","12knots","9613628","5,198gt","1","8,776tonnes","Scania","DI-16 55M","4 x winches, 2 x windlasses","Barge"
"SS 2012","JS Amazon","Sinopacific Yangzhou Dayang","Greenseas Marine Technology","Greenship Bulk Pte Ltd","Singapore","02 March 2012","199.99m","14.5knots","9573713","35,812gt","11","74,922tonnes","MAN BW","5S60MEC8 TII","1","Bulk Carrier"
"SS 2012","Jules Garnier II","Naikai Zosen Corporation","Naikai Zozen Corporation","Sunny Durban Maritime S.A","Panama","19 September 2012","160.00m","14.5knots","9646417","16,715gt","3","","MAN Diesel & Turbo SE","Hitachi-MAN B&W 6S42MC7.1","1","Mooring Launch"
"SS 2012","K. Hope","Hyundai Samho Heavy","Hyundai Samho Heavy","SK Shipping","Korea","12 September 2012","330.07m","14.95knots","9613783","133,647gt","","285,100tonnes","Hyundai-Wärtsilä","6RT-flex82T","1 x 25 persons","Bulk Carrier"
"SS 2012","LOG-IN Tambaqui","Estalerio Ilha S.A (EISA)","Projemar S.A","LOG-IN Logistica Intermodal","Brazil","December 2012","245.00m","14knots","9555785","48,258gt","nil","","Wärtsilä Switzerland Ltd","6RT-flex 50-B","1","Fishing Vessel"
"SS 2012","Meri","STX Finland Turku Shipyard","STX Finland Turku Shipyard","Oy Gaiamare Ab","Finland","13 June 2012","105.4m","12.5knots","9622502","3,360gt","nil","","Wärtsilä Finland Oy","Wärtsilä 6L20","3","General Cargo"
"SS 2012","MSC Altamira","Hyundai Samho","Hyundai Samho Heavy","Ofer Ships Holding Ltd/ Bernhard Schulte","Israel","28 September 2012","299.18m","22knots","9619426","94,017gt","1","143,761tonnes","HHI-EMD","9S90ME-C8.2","1","Container Ship"
"SS 2012","MSC Athens","Sungdong Shipbuilding & Marine Engineering Co., Ltd","Sungdong Shipbuilding & Marine Engineering Co., Ltd","Costamare Inc","Greece","December 2012","299.95m","22knots","9618305","","nil","","MAN B&W","9S90ME-C 8.2(TierII)","2 x 31persons","Container Ship"
"SS 2012","Neva Leader 1","Nevsky Shipbuilding-","Marine Engineering Bureau","North-Western Shipping","Ukraine","26 November 2012","139.95m","11.5knots","9598816","","1","","Wärtsilä","6L20","2","Mooring Launch"
"SS 2012","Nikolay Zuyev","Daewoo Shipbuilding and","Daewoo Shipbuilding and","Sovcomflot","Russian Federation","31 May","249.9m","14.6knots","9610781","66,818gt","1","","MAN Diesel & Turbo","MAN B&W 6S60MC-C8.2","2 x windlass combined with mooring winch, 6 x mooring winch","Mooring Launch"
"SS 2012","Nord Stability","STX Offshore & Shipbuilding Co., Ltd","STX Offshore & Shipbuilding Co., Ltd","Norden","Denmark","10 December 2012","183.00m","14.5knots","9629495","","nil","61,345tonnes","Haey Ang","STX MAN 6S50ME-C8.2","2 x windlass combined with 4 x mooring winches","Tanker"
"SS 2012","Pacific Orca","Samsung Heavy Industries Co., Ltd. Geoje Shipyard, South Korea","Knud E. Hansen A/S","Swire Pacific Offshore","Denmark","27 July 2012","","","9601326","14,000gt","","","","","","Tug"
"SS 2012","Prime Rose","SPP Shipbuilding Co., Ltd","SPP Shipbuilding Co., Ltd","Active Shipping","Turkey","20 February 2012","229.00m","15.06knots","9590747","44,485gt","nil","94,867tonnes","Hyundai-MAN B&W","6S60MC-C8.1","1","Bulk Carrier"
"SS 2012","PTSC Bien Dong 01","Sungdong Shipbuilding & Marine Engineering Co., Ltd","Sungdong Shipbuilding & Marine Engineering Co., Ltd","Petro Vietnam","Vietnam","December 2012","171.5m","","9633496","31,349gt","nil","66,000tonnes","","","","LNG Carrier"
"SS 2012","River Discovery II","De Hoop Lobith","De Hoop Lobith","Vantage Delux Travel","USA","01 February 2012","135m","","","","nil","","Caterpillar","Caterpillar C32 Ditta Acert","2","Mooring Launch"
"SS 2012","S.A. Agulhas II","STX Finland Rauma Shipyard","STX Finland Oy","Department of","South Africa","04 April 2012","134.0m","14knots","9577135","12,897gt","nil","","Converteam B128P8","6L32","4","Reefer"
"SS 2012","Severine","Kyokuyo Shipyard Corporation, Japan","Kyokuyo Shipyard Corporation","Shiplux VIII S.A","Luxembourg","25 January 2012","152.02m","17knots","9539078","16,342gt","1","","Wärtsilä","16V32","1","Ro-Ro"
"SS 2012","Silver Princess","Mitsubishi Heavy Industries Ltd","Mitsubishi Heavy Industries Ltd","Kawasaki Kinkai Kisen Kaisya Ltd","Japan","5 April 2012","150.00m","20.5knots","9597616","10,536gt","nil","","S.E.M.T – Pielstick","12PC2-6B","2","Ro-Ro"
"SS 2012","Stena Supreme","Samsung Heavy","Samsung Heavy","Stena Bulk","Sweden","30 June 2012","274.23m","14.58knots","9585895","81,187gt","4","182,914tonnes","MAN Diesel & Turbo","6S70ME-C","1 x 32 persons","Tanker"
"SS 2012","STI Amber","Hyundai Mipo Dockyard Co., Ltd","Hyundai Mipo Dockyard Co., Ltd","Scorpio Tankers","Monaco","20 July 2012","183.31m","15.4knots","9629926","29,708gt","4","50,048tonnes","Hyundai Heavy Industry Co., Ltd","6S50ME-B9.2","1","Tanker"
"SS 2012","Stolt Rhine","Mercurius Shipbuilding (Mercurius Shipping group)","4,00m","Stolt Nielsen Inland","The Netherlands","6 February 2012","109.99m","10.63knots","","3,409.795gt","1","3,409.795tonnes","ABC","6 DZC-1000-166-A","1","Tanker"
"SS 2012","STX Arborella","STX Offshore &","STX Offshore & Shipbuilding Co., Ltd","POS Maritime CA S.A/ STX PanOcean Co., Ltd","Korea","9 November 2012","199.9m","13.9knots","9613288","39,009gt","","70,605tonnes","STX/SILLA Metal","MAN 6S50MC-C8.1","1","Bulk Carrier"
"SS 2012","Tanit","Daewoo Shipbuilding & Marine Engineering, Ltd","Daewoo Shipbuilding & Marine Engineering, Ltd","Compagnie Tunisienne","Tunisia","31 May 2012","210.0m","27.5knots","9598579","52,645gt","","","MAN B&W","12V48/60CR","4","Ro-Ro"
"SS 2012","Tzini","SPP Shipbuilding Co., Ltd","SPP Shipbuilding Co., Ltd","Eastern Mediterranean","Greece","14 January 2013","170.00m","19knots, 90%MCR with 15% sea margin","9625906","Abt. 20,600gt","nil","32,665tonnes","MAN Diesel & Turbo","6S60ME-C8.2","2 x Windlass 3 x winches","Container Ship"
"SS 2012","Ulusoy-14","Flensburger Schiffbau-","Flensburger Schiffbau-","Ulusoy Sealines","Turkey","06 December 2012","208.30m","20.6knots","9506253","31,700gt","nil","1,025tonnes/m3","Renk","MAN 8L 48/60-CR","2","General Cargo"
"SS 2012","VF Tanker 1","Kranoye Sormovo (OJSC), Nizhny Novgorod","Marine Engineering Bureau","VF Tanker Ltd","Russian Federation","05 May 2012","140.85m","11knots","9640499","5,075gt","14","9,483tonnes","Schottel","6L20","2 x winches, 1 x capstan","Tanker"
"SS 2012","Wan Hai 511","CSBC Corporation, Taiwan, Kaohsiung shipyard","CSBC Corporation, Taiwan","Wan Hai Lines Ltd","Singapore","May 2012","259.00m","","9455296","46,904gt","2","","MAN B&W","8K90MC-C6","1","Bunkering Tanker"
"SS 2012","Zealand Juliana","Sefine Shipyard","Delta Marine","Sefine Denizcilik","Turkey","September 2012","152.50m","13knots","9655951","11,627gt","1","21,655tonnes","MAN","6S35MC","1 x 25persons","General Cargo"
