FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SS 2013","Clipper Quito","Hyundai Heavy Industries","Hyundai Heavy Industries","Solvang ASA","Korea","26 June 2013","225.00m","16.8knots","9630755","48,920gt","nil","","Hyundai","Hyundai-MAN B&W 6S60MC-C8.1","1","Mooring Launch"
"SS 2013","Deep Orient","Metal Ships & Docks","Sawicon","Technip","France","March 2013","135.65m","14knots","9644330","12,113gt","nil","16,828tonnes","Diesel electric generators","9L32","4","Mooring Launch"
"SS 2013","Dragon Sky","Sanoyas Shipbuilding Corporation","Sanoyas","Alba Navigation S.A","Panama","26 February 2013","209.99m","14.6knots","9539250","49,718gt","nil","","Mitsui Engineering & Shipbuilding Co., Ltd","MAN B&W 6S50MC-C Mark 7","1","Mooring Launch"
"SS 2013","Eagle Vancouver","Daewoo Shipbuilding & Marine Engineering Co., Ltd","Daewoo Shipbuilding & Marine","American","Singapore","16 July 2013","333.00m","15.8knots","9597240","161,974gt","2","","MAN B&W","7S80MC-C8.2","1","Tanker"
"SS 2013","Elandra Lynx","SPP Shipbuilding Co., Ltd","SPP Shipbuilding Co., Ltd","Elandra Lynx Pte/ V Ships","Singapore","October 2013","183.00m","","9635808","29,000gt","nil","60,958tonnes","STX MAN B&W","6S50ME-B9.2","1","Mooring Launch"
"SS 2013","Europa 2","STX France","Partner Ship Design (PSD) & STX France","Hapag-Lloyd","Germany","26 April 2013","","21.6knots","9616230","42,830gt","nil","23,000tonnes","Mermaid/ Rolls-Royce","M43C 6 cylinder","4","Passenger Ship"
"SS 2013","Fa Xian 6","Shanghai Shipyard Co., Ltd","Rolls-Royce Marine","Shanghai Offshore","China","October 2013","100.10m","15.00knots","9620114","10,882gt","1","","Rolls-Royce Bergen","B32:40L8P","2","Research Vessel"
"SS 2013","Front Arrow","STX Offshore &","STX Offshore &","Seatankers Management","Norway","9 September 2013","183.00m","14.60knots","9654555","29,993gt","nil","60,562tonnes","MAN B&W","MAN B&W 6S50ME-B9.2","1","Tanker"
"SS 2013","Galloway Express","COSCO, Guangdong, China","Groot Ship Design","Livestock Express","Singapore","23 September 2013","134.80m","16.75knots","9621194","9,900gt","","","Wärtsilä","X 35","1","Livestock Carrier"
"SS 2013","Greenstream","Peters Shipyards","Peters Shipyards","Shell/ Interstream Barging","The Netherlands","April 2013","110.00m","","9664990","2,500gt","1","","Sandfirden Technics","S61-16-CGM","4","LNG Carrier"
"SS 2013","Hanjin California","Sungdong Shipbuilding & Marine Engineering Co., Ltd","Sungdong Shipbuilding & Marine Engineering Co., Ltd","Zodiac Maritime Agencies","UK","September 2013","228.00m","21knots","9631101","36,600gt","4","67,400tonnes","MAN B&W","6K80ME-C9.2","1","Mooring Launch"
"SS 2013","Happy Sky","Larsen & Toubro","Big Lift","BigLift Shipping","The Netherlands","1 March 2013","154.68m","16.7knots","9457220","15,989gt","nil","28,250tonnes","Renk","W46","1","Barge"
"SS 2013","Ibuki","Kyokuyo Shipyard Corporation","Kyokuyo Shipyard Corporation","Star Navigation","Republic of Vanuatu","17 January 2013","134.15m","15.4knots","9666481","6,558gt","2","","MAN B&W","7L35MC6.1","1","Reefer"
"SS 2013","Kaimon Maru","Japan Marine United Corporation","Japan Marine United Corporation","JX Tanker Company Limited","Japan","11 January 2013","246.80m","14.5knots","9648776","66,071gt","1","","Wärtsilä","6RTA58T-D","1","Tanker"
"SS 2013","Karvounis","Sumitomo Heavy Industries","Sumitomo Heavy Industries","Pagonda Shipping S.A","Liberia","22 March 2013","274.00m","15.4knots","9612052","80,500gt","nil","","MAN B&W","6S70MC-C8.1","1","Tanker"
"SS 2013","King Fisher","Damen Shipyards","Damen Shipyards","James Fisher Everard","The Netherlands","17 June 2013","","12.3knots","","4,631gt","1","","Scana Volda","8 M 25C","1","Fishing Vessel"
"SS 2013","Maersk Mc-Kinney MØller","Daewoo Shipbuilding & Marine","Daewoo Shipbuilding & Marine","A.P MØller-Maersk","Denmark","2 July 2013","399.00m","23knots","9619921","194,849gt","nil","","MAN B&W","8S80ME-C9.2","2","Container Ship"
"SS 2013","Messina","Nuovi Cantieri Apuania","Nuovi Cantieri Apuania","Rete Ferroviaria Italiana (RFI)","Italy","26 July 2013","147.00m","18knots","89533","5,700gt","nil","7,182tonnes","Schottel","6L26","3","Ro-Ro"
"SS 2013","Norwegian Breakaway","Meyer Werft","Meyer Werft","Norwegian Cruise Line (NCL)","USA","25 April 2013","325.33m","21.5knots","9606924","146,600gt","nil","73,050tonnes","ABB","2 x MAN 12V 48/60 CR, 2 x MAN 14V 48/60 CR","4","Passenger Ship"
"SS 2013","NYK Helios","Samsung Heavy Industries","Samsung Heavy Industries","OOCL/NYK Line","Hong Kong","22 January 2013","366.00m","23.5knots","9622588","141,000gt","7","","MAN Diesel & Turbo","12S90ME – C9.2","1","Container Ship"
"SS 2013","Oceanex Connaigra","Flensburger Schiffbau","Flensburger Schiffbau","Oceanex Inc","Canada","May 2013","210.00m","20knots","9649718","26,786gt","nil","","4-stroke, medium speed","MAN 7L 48160 CR","2","Mooring Launch"
"SS 2013","Ramform Titan","Mitsubishi Heavy Industries","Mitsubishi Heavy Industries","PGS Titans","Norway","10 May 2013","104.21m","16.5knots","9629885","20,637gt","nil","","","","","Mooring Launch"
"SS 2013","RIO 2016","Sungdong Shipbuilding & Marine Engineering Co., Ltd","Sungdong Shipbuilding & Marine Engineering Co., Ltd","Tsakos Energy","Greece/ Brazil","March 2013","278.50m","14.8knots","9623867","83,087gt","2","183,400tonnes","MAN B&W","6S70ME-C8.2","1","Tanker"
"SS 2013","Royal Princess","Fincantieri","Fincantieri","Princess Cruises","UK","1 May 2013","330.00m","22knots","9584712","142,714gt","nil","68,155tonnes","","","","Passenger Ship"
"SS 2013","RTM Dias","Namura Shipbuilding Co., Ltd","Namura Shipbuilding Co., Ltd","Rio Tinto Shipping Limited","UK","11 January 2013","234.87m","14.30knots","9629720","51,057gt","1","","Nakashima Propeller","Mitsubishi 6UEC60LS II-ECO","1","Bulk Carrier"
"SS 2013","Samba Spirit","Samsung Heavy Industries","Samsung Heavy Industries","Teekay Shipping","Norway","10 May 2013","282.14m","14.62knots","9637686","83,882gt","2","","MAN Diesel & Turbo","6S70ME-C8.2","1","Mooring Launch"
"SS 2013","Sao Domingos Savio","3. Maj Brodogradiliste, Rijeka, Croatia","3. Maj Brodogradiliste","DBT Shipping I LLC/ Wisby Tankers AB","Sweden","1 March 2013","133.28m","13.62knots","9492311","10,830gt","3","21,282tonnes","Berg","Wärtsilä 6X35","1","Tanker"
"SS 2013","Seasmile","Hyundai Samho Heavy industries","Hyundai Samho Heavy industries","Thenamaris","Greece","7 August 2013","255.49m","21.50knots","9632820","52,467gt","nil","81,976tonnes","HHI-EMD","6G80ME-C9.2","1","Research Vessel"
"SS 2013","Seven Viking","Ulstein","Ulstein","Eidesvik Seven","Norway","23 January 2013","106.50m","17knots","9619373","11,266gt","nil","","Steerprop","9M32/ 6M25C","2 + 2","Mooring Launch"
"SS 2013","Shoyoh","Japan Marine United Corporation","Japan Marine United Corporation","TDC/Dsiichi Chuo Marine","Panama","25 July 2013","239.90m","14.2knots","9641376","60,876gt","nil","","Wärtsilä","6RT-flex58T-D","1","Mooring Launch"
"SS 2013","Sibur Voronezh","Hyundai Mipo Dockyard Co., Ltd","OAO Sovcomflot","OAO Novoship","Russia","29 July 2013","159.97m","16knots","9655509","18,425gt","nil","","MAN Diesel & Turbo","6S46MC-C8.1","1","LPG Carrier"
"SS 2013","Silver Eight","Naikai Zozen Corporation","Naikai Zosen Corporation","Japan Railway Construction, Transport and Technology Agency/ Tsuarukaikyo Ferry Co., Ltd/ Kawasaki Kinkai Kisen Kaisha","Japan","25 June 2013","142.59m","20.5knots","9667265","17,231gt","nil","","MAN Diesel & Turbo","Hitachi-MAN B&W 7L42MC6.1","2","Ferry"
"SS 2013","Stavangerfjord","Bergen Group Fosen","Bergen Group Fosen","Fjord Line","Norway","4 July 2013","170.00m","21.5knots","9586605","31,678gt","nil","15,712tonnes","MAN Diesel & Turbo","B35: 4 OV 12 PG","4","LNG Carrier"
"SS 2013","Svet","Bohai Shipbuilding","21.00m","Caldy Maritime Limited/SCF","Liberia/Russia","18 November 2013","331.76m","16knots","9625956","167,578gt","3","36,943tonnes","Wärtsilä","7RT-flex84T-D","1","Tanker"
"SS 2013","SVL Liberty","JSC, Kherson, Ukraine","Marine Engineering Bureau","SVL Marine Transit Service","Malta","22 March 2013","140.85m","10.5knots","9645982","5,075gt","2","9,483tonnes","Schottel","6L20","2","Mooring Launch"
"SS 2013","Viking Grace","STX Finland, Turku","STX Turku","Viking Line","Finland","10 January 2013","218.50m","22knots","9606900","57,565gt","nil","","ABB","8L50DF","4","LNG Carrier"
"SS 2013","Woodside Rogers","Daewoo Shipbuilding & Marine","Daewoo Shipbuilding & Marine","Maran Gas","Greece","1 July 2013","294.20m","19.9knots","9627485","103,670gt","nil","","Wärstilä","9L50DF","4","Tanker"
"SS 2013","Wuchang","Chengxi Shipyard","Deltamarin","China Navigation","Singapore","18 October 2013","179.99m","14knots","9657844","24,785gt","nil","49,219tonnes","Wärtsilä","5RT Flex 50-B","1","Bulk Carrier"
"SS 2013","Zealand Amalia","Sefine Shipyard","Delta Marine","Zealand Shipping","The Netherlands","2013","173.75m","14knots","9674921","18,036gt","nil","33,005tonnes","MAN","G45 ME-B9","1","General Cargo"
