FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SS 2003","Lobo Marinho","Estaleiros Navais de Viana do Castelo, , Portugal ( (hull from Baltiysky Zavod, , Russia) )","Estaleiros Navais de Viana do Castelo, , Portugal/ /Deltamarin, , Finland Modeltestestablishmentused: ...SVA Potsdam, , Germany","Porto Santo Line- - Transportes Marítimos, , Madeira, , Portugal","Madeira","30May2003","112.00m","21.00knots","","8077gt","","5827tonnes","CaterpillarMaK","MaK16M32C","2","Tug"
"SS 2003","Manukai","Kvaerner Philadelphia Shipyard Inc, , ( (KPSI) ), , USA","KPSI","Matson Navigation Co Inc, , USA","USA","8September2003","","22.50knots","","32,600gt","","","MANB&W","8K80MC-C","1","Naval Vessel"
"SS 2003","Mastera","Sumitomo Heavy Industries Marine & & Engineering Co Ltd, , ( (SHI- -ME) ), , Japan","Sumitomo Heavy Industries Marine & & Engineering Co Ltd, , Japan, , also Kvaerner Masa- -Yards and ABB, , Finland","Fortum Oil and Gas Oy, , Finland","Finland","8January2003","252.00m","15.10knots","","64,259gt","","","Wärtsilä","2x6L38B: 1x6L26A","5","Tanker"
"SS 2003","Midnight Sun","National Steel and Shipbuilding Co ( (NASSCO) ), , United States of America","NASSCO/ /TOTE","Totem Ocean Trailer Express Inc ( (TOTE) ), , United States of America","United States of America","1April2003","839.00ft (255.72m)","24knots","","65,314gt","","51,256tonnes","MANB&W","9L58/64","4",""
"SS 2003","Miltiadis M","STX Shipbuilding Co Ltd, , Korea","STX Shipbuilding Co Ltd, , Korea","Liquimar Tanker Management Inc, , Greece","Marshall Islands","28August2003","228.00m","","","41,787gt","","","MANB&W","6S60MC-Mk6","1","Tanker"
"SS 2003","MOL Encore","IHI Marine United Inc, , Japan","IHI Marine United Inc, , Japan","Lunar River Line SA, , Panama/ /Mitsui OSKLines, , Ltd ( (MOL) ), , Japan","Japan","25March2003","294.13m","24.50knots","","approx53,100gt","","","Sulzer","9RTA96C","1","Bulk Carrier"
"SS 2003","MSC Linzie","Hanjin Heavy Industries & & Construction Co Ltd, , Korea","Hanjin Heavy Industries & & Construction Co Ltd, , Korea","Mediterranean Shipping Co SA, , Italy","Panama","2003","294.05m","23.06knots","","54,881gt","","","HyundaiHeavyIndustries","9K90MC-C","1","Research Vessel"
"SS 2003","MSC Viviana","Hyundai Heavy Industries Co Ltd, , Korea","Hyundai Heavy Industries Co Ltd, , Korea","Mediterranean Shipping Co SA, , Switzerland","Panama","12June2003","304.00m","24.80knots","","","","","MANB&W","10K98MC-C","1","Container Ship"
"SS 2003","Nevskiy Prospect","Daewoo Shipbuilding & & Marine Engineering Co Ltd, , Korea","Daewoo Shipbuilding & & Marine Engineering Co Ltd, , Korea","Sovcomflot Akp, , Russia/ /Unicom Management Services ( (Cyprus) ) Ltd, , Cyprus","Liberia","29August2003","249.90m","15.10knots","","62,586gt","","133,280tonnes","MANB&W","5S70MC-C","1","Research Vessel"
"SS 2003","Nordic Stavanger","Samsung Heavy Industries Co Ltd, , Korea","Samsung Heavy Industries Co Ltd, , Korea","Ugland Nordic Shipping ASA, , ( (UNS) ), , Norway","Bahamas","23July2003NORDIC","277.40m","","","80,691gt","","","MANB&W","6S70MC","1","Tanker"
"SS 2003","Norröna","Flensburger Schiffbau- -Gesellschaft ( (FSG) )/ /Flender Werft AG ( (FW) ), , Germany","Flensburger Schiffbau- -Gesellschaft, , Germany Modeltestestablishmentused:. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .HSVA, , Germany","Smyril Line, , Faroe Islands","Faroe Islands Totalnumberofsistershipsalreadycompleted:. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .Nil Totalnumberofsistershipstillonorder: . .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .Nil ORIGINALLYorderedfromFlensburgerin199, commercialproblemsatSmyrilresultedinthecontractforNorrönabeingcancelledayearlater. Thecontractwasre-instatedwithFlenderin2001, butunderaseperatecontract, Flensburgercarriedoutalmostallthengineeringwork. DespiteFlenderWerft’slaterterminalfinancialdifficulties, theferrywasdeliveredtoherowner's 'North-EastAtlanticferryservice' in2003. Inwinter, thiserviceoperatesmainlyasafreightlinkbetweentheFaroesandDenmark, butinsummeritakesonatourismrolewithextensionstotheShetlandIslands, IcelandandNorway","7April2003","165.74m","20.80knots","","35,966gt","","18,732tonnes","MaK","6M43","4","Ferry"
"SS 2003","OOCL Shenzhen","Samsung Heavy Industries Co Ltd, , Korea","Samsung Heavy Industries Co Ltd, , Korea","Orient Overseas Container Line Ltd, , Hong Kong","Hong Kong","30April2003","323.00m","25knots","","89,00gt","","","MANB&W","12K98MC-C","1","Container Ship"
"SS 2003","Oosterdam","Fincantieri SpA ( (Marghera yard) ), , Italy","Fincantieri SpA, , Italy","HAL Antillen NV, , Netherlands Antilles","Bahamas","11July2003","290.00m","22.00knots","","approx82,00gt","","","Wärtsilä","3x16ZAV40S; 2x12ZAV40S","3x11,060kW/514rev/min2x8300kW/514rev/minGasturbine","Passenger Ship"
"SS 2003","Pascal Paoli","Van der Giessen- -de Noord BV, , The Netherlands","Van der Giessen- -de Noord BV, , The Netherlands","Société Nationale Maritime Corse Méditerranée ( (SNCM) ), , France","France","16May2003","175.00m","","","35,760gt","","","Wärtsilä","9L46C","4","Ferry"
"SS 2003","Queen Mary 2","ALSTOM Chantiers de l' 'Atlantique, , France","Carnival Corporate Shipbuilding, , UK","Cunard Line, , USA","UK","……………….December2003","345.00m","","","approx150,00gt","","79,461tonnes","","","","Research Vessel"
"SS 2003","Resolve","STX Shipbuilding Co Ltd, , Korea","STX Shipbuilding Co Ltd, , Korea","TransPetrol Services NV, , Belgium","Singapore","-","183.03m","15.17knots","","29,998gt","","","MANB&W","6S50MC-CMk7","…………1","Research Vessel"
"SS 2003","Searose","Samsung Heavy Industries Co Ltd, , Korea","Samsung Heavy Industries Co Ltd, , Korea","Husky Oil Operation Ltd, , Canada","Canada","End-2003","271.76m","","","93,984gt","","187,100tonnes","Wärtsilä","8L46B","2","Tanker"
"SS 2003","Seven Seas Voyager","T Mariotti SpA, , Italy","Petter Yran & & Bjørn Storbraaten, , Norway","Sea Dance Leasing, , / /Radisson Seven Seas Cruises Inc, , United States of America","Bahamas","27February2003","204.10m","20knots","","41,500gt","","","Wärtsilä","9L38","4","Passenger Ship"
"SS 2003","Shinju Maru No 1","Kawasaki Shipbuilding Corp/ /Higaki Shipbuilding Co Ltd, , Japan","Kawasaki Shipbuilding Corp/ /Higaki Shipbuilding Co Ltd, , Japan","Corporation for Advanced Transport and Technology/ /Shinwa Chemical Tanker Co Ltd, , Japan","Japan","30July2003","86.29m","12.70knotsCargocapacity","","2936gt","","","Hanshin","LH36LA","1","Chemical Tanker"
"SS 2003","Star Oshimana","Oshima Shipbuilding Co Ltd, , Japan","Oshima Shipbuilding Co Ltd, , Japan","Masterbulk Private Ltd, , Singapore","Singapore","29July2003","","16.10knots","","36,324gt","","","MANB&W","…………………..6S60MC","1","Bulk Carrier"
"SS 2003","Ta- -Ho","China Ship Building Corp ( (CSBC) ), , Taiwan","China Ship Building Corp, , Taiwan","Ta- -Ho Maritime Co, , Taiwan","","31January2004","130.00m","12.50knots","","900gt","","17,937tonnes","","","",""
"SS 2003","Tai Progress","China Shipbuilding Corp ( (CSBC) ), , Taiwan","China Shipbuilding Corp, , Taiwan","Tai Shing Maritime Co SA, , Taiwan","Panama","2ndJanuary2004","225.00m","","","41,400gt","","88,366tonnes","MANB&W","5S60MC-C","1","Bulk Carrier"
"SS 2003","Thomas Mann","Jurong Shipyard Pte Ltd, , Singapore","Jurong Shipyard Pte Ltd, , Singapore","Reederei Karl Schluter GmbH & & Co Kg, , Germany","Cyprus","24November2003","213.00m","","","28,270gt","","","MANB&W","7K80MC-C","1","Container Ship"
"SS 2003","Tor Magnolia","Flensburger Schiffbau- -Gesellschaft ( (FSG) ), , Germany","Flensburger Schiffbau- -Gesellschaft, , Germany","DFDS A/ /S, , Denmark","Denmark","10October2003","199.80m","22.80knots","","32,289gt","","","MANB&W","9L60MC-C","1","Ro-Ro"
"SS 2003","Troitsky Bridge","Admiralty Shipyards, , Russia","Admiralty Shipyards, , Russia","Ramvik Shipping Co, , Liberia/ /Unicom Management Services Ltd, , Cyprus","Liberia","November2003","182.40m","15.00knots","","27,725gt","","","MANB&W","6S50MC-C","1","Naval Vessel"
"SS 2003","Wappen von Hamburg","Damen Shipyards Galatz, , Romania","Lindenau GmbH, , Germany","Wappen Reederei GmbH & & Co, , KG, , Germany","UK","29November2002","116.90m","15.00knots","","5145gt","","","MANB&WAlpha","6L27/38","2","Tanker"
"SS 2003","Willy","Sedef Shipbuilding Inc, , Turkey","Shipping Research Services, , Norway","Carl F Peters ( (GmbH & & Co) ), , Germany","Gibraltar","August2003","106.13m","","","","","","MaK","6M32C","1","Research Vessel"
"SS 2003","Yue Hae Tie 1 Hao","Jiangnan Shipyard ( (Group) ) Co Ltd, , People' 's Republic of China","Marine Design & & Research Institute of China, , ( (MARIC) ), , People' 's Republic of China","Yue Hai Railway Co Ltd, , People' 's Republic of China","People' 's Republic of China","5December2002","165.40m","disengaged...........................................................15knots","","14,381gt","","12,400tonnes","Wärtsilä","6L32","2","Research Vessel"
