FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SS 2014","CSCL Globe","Hyundai Heavy Industries","Hyundai Heavy Industries","China Shipping Container Line","China","20 November 2014","400.00m","23knots","9695121","187,541gt","nil","","Hyundai","Hyundai-MAN B&W 12S90ME-C9.2","1","Container Ship"
"SS 2014","Deepwater Asgard","Daewoo Shipbuilding & Marine","Daewoo Shipbuilding & Marine","Transocean Cyprus Capital","Cyprus","21 February 2014","238.00m","12.6knots","9620580","68,000gt","1","103,300tonnes","Rolls-Royce","14H32/40V","6","Supply Vessel"
"SS 2014","Emerald Sky","De Hoop Shipyard","De Hoop Lobith","Scenic","Australia","March 2014","135.00m","22km/h (12knots)","","3,047gt","1","","Marine Diesel engine","C32","2","Passenger Ship"
"SS 2014","Excelerate Experience","Daewoo Shipbuilding & Marine","Daewoo Shipbuilding & Marine","Excelerate Energy","USA","2 April 2014","294.50m","18knots at designed draught 11.50m","9638525","116,000gt","nil","132,900tonnes","Renk","12V50DF & 6L50DF","2","Mooring Launch"
"SS 2014","F.A. Gauthier","Fincantieri","5.57m","Société des traversiers du Québec","Canada","31 December 2014","133.20m","20knots","9669861","16,200gt","nil","10,080tonnes","Wärtsilä 12V34DF","Asynchronous 3,150V, 3 phase, 46.6Hz","2","LNG Carrier"
"SS 2014","Framura","SPP Shipbuilding","SPP Shipbuilding","Premuda","Italy","January 2014","223.00m","15.01knots","9691395","42,495gt","1","89,871tonnes","SPP Shipbuilding/ Silla Metal","5S60ME-C (MK8.2)","1","Bulk Carrier"
"SS 2014","Gas Star","Hyundai Heavy Industries","Hyundai Heavy Industries","KSS Line","Korea","6 January 2014","225.16m","16.8knots","9670004","47,454gt","1","","Hyundai","Hyundai-MAN B&W 6S60MC-C8.2","1","LPG Carrier"
"SS 2014","Golar Eskimo","Samsung Heavy Industries","Samsung Heavy Industries","Golar LNG","Norway","17 December 2013","280.5m","19.9knots","9624940","103,446gt","nil","","Wärtsilä","12V50DF, 6L50DF","3 + 1","LNG Carrier"
"SS 2014","Jolly Titanio","STX Offshore & Shipbuilding","STX Offshore & Shipbuilding","Messina","Italy/Genova","13 November 2014","240.00m","21.50knots","9547219","51,060gt","nil","","MAN Diesel & Turbo","7L70ME-C 8.2","1","Ro-Ro"
"SS 2014","KYO-EI","Japan Marine","Japan Marine","Kyoei Tanker Co., Ltd","Japan","13 February 2014","","15.8knots","9663843","162,858gt","N/A","","MAN B&W","7G80ME-C","1","Tanker"
"SS 2014","Lewek Constellation","Saigon Offshore Fabrication & Engineering Limited","Navnautik","ERZA Marine Services","Singapore","2014","178.27m","12.50knots","9629756","48,786gt","Nil","68,890tonnes","","","","Pipe Layer"
"SS 2014","Linda Oldendorff","Hyundai Heavy Industries","Hyundai Heavy Industries","Oldendorff","Germany","30 September 2014","300m","14knots","9691929","109,000gt","nil","","Two stroke, crosshead, turbocharged marine diesel engine","Hyundai-MAN B&W 6G70ME-C9.2","1","Mooring Launch"
"SS 2014","Loch Seaforth","Flensburger","Flensburger Schiffbau-","Caledonian Maritime Assets (CMAL/ Caledonian MacBrayne)","Scotland","September 2014","117.90m","19.20knots","9665437","8,680gt","Nil","","Wärtsilä","8L 32","2","Mooring Launch"
"SS 2014","Mein Schiff 3","STX Finland Oy","8.05m","TUI Cruises","Germany","22 May 2014","293.30m","21.3knots","9641730","99,526gt","Nil","","Medium speed","12V46F, 8L46F","2+2","Passenger Ship"
"SS 2014","MOL Bravo","Jiangsu Yangzi","Marine Design and Research","Seaspan","Hong Kong","13 July 2014","337m","23.8knots","9685322","112,083gt","3","153,111.7tonnes","MAN B&W","10S90MEC9.2","1","Research Vessel"
"SS 2014","Orange Phoenix","Imabari Shipbuilding","Imabari Shipbuilding","EL SOL Maritime S.A","Japan","23 October 2014","299.94m","14.6knots","9700835","107,229gt","9","","2 stroke cycle, single acting, direct reversible, crosshead type diesel engine with turbocharger","6S70ME-C8.2","1","Bulk Carrier"
"SS 2014","Pegasus Tera","Hyundai Mipo Dockyard","Hyundai Mipo Dockyard","Dongyoung Shipping","Korea","4 March 2014","145.76m","18knots","9685061","9,988gt","1","","Hyundai B&W","6S46ME-B8.2 (Tier II)","1","Tanker"
"SS 2014","Pegasus Voyager","Samsung Heavy Industries","Samsung Heavy Industries","Chevron","USA","5 August 2014","275.60m","15knots","9665736","85,147gt","1","","MAN B&W","6G70ME-C9.2","1","Mooring Launch"
"SS 2014","Pierre de Fermat","Vard","Vard","Orange Marine","France","Mid-2014","100.1m","12knots","9694505","","nil","","CAT","","4 +1","Tug"
"SS 2014","Pieter Schelte","Daewoo Shipbuilding & Marine Engineering","Allseas","Societe D’ Exploitation Du","Belgium","October 2014","382.00m","12knots at 11.5m draught","9593505","","nil","683,200tonnes (summer load 19.85m) 968,700tonnes (at scantling draught)","Four stroke diesel engines compliant with IMO Tier II","8 x 20V32/44CR, 1 x 9L32/44CR","9","Pipe Layer"
"SS 2014","Pirgos","Anrun Ship","Norden Ship Design House","Elefteros Shipping","Bulgaria","30 May 2014","136.57m","12.5knots","","6,600gt","nil","12,360tonnes","Norden Ship Design","6UEC33LS","1",""
"SS 2014","Q Anastasia","Sungdong Shipbuilding &","Sungdong Shipbuilding &","Quintana Shipping","Greece","5 November 2014","292.00m","15.2knots","9696046","","nil","","Hyundai Heavy","MAN B&W 6G70ME-C9.2 Tier II","1","Bulk Carrier"
"SS 2014","San Sha 1 Hao","Bohai Shipbuilding","Knud E. Hansen & CS Marine","Sansha local government","China","December 2014","122.30m","18knots at 90%MCR","","12,580gt","nil","7,800tonnes","medium speed four-stroke, turbocharged, charge-air cooled","MAN 9L32/40 IMO Tier II","2","Ferry"
"SS 2014","Seishu Maru","Mitsubishi Heavy Industries","Mitsubishi Heavy Industries","Trans Pacific Shipping 1","Bahamas","30 September 2014","","19.45knots @ 93.6% MCR","9666558","136,740gt","nil","","MHI Marine Machinery & Engine","Frame A-49M","1","LNG Carrier"
"SS 2014","SITC Shandong","CSBC Corporation, Taiwan Keelung shipyard","CSBC Corporation","SITC Shipping","China","October 2014","171.99m","","9691113","17,119gt","3","","MAN","6S60ME-C8.2","1","Container Ship"
"SS 2014","Tachibana-Maru","Mitsubishi Heavy Industries, Shimonoseki, Japan","5.40m","Tokai Kisen","Japan","4 June 2014","118.00m","19knots","","5,681gt","nil","","UE Engine","6UEC35LSE-Eco-B2","1","Mooring Launch"
"SS 2014","Thermopylae","Hyundai Samho Heavy Industries","Hyundai Samho Heavy Industries","Wilh. Wilhelmsen Lines","Norway","13 November 2014","199.79m","abt. 19.8 knots","9702443","74,500gt (preliminary)","nil","47,272mt","Hyundai-Man B&W","8S60ME-C8.2","1","Ro-Ro"
"SS 2014","Tokitae","Vigor Industrial","Guido Perla & Associates","Washington State Ferries","USA","5 June 2014","110.41m","17knots","","","nil","4,363.77 LTSW","Falk","12-710","2","Ro-Ro"
"SS 2014","UASC Tabuk","Hyundai Samho","Hyundai Samho","IME","Greece","3 June 2014","299.92m","22knots (NCR with 15% SM, 90% MCR)","9695016","94,930gr","3","142,855tonnes","Wärtsilä","W9X82","1","Container Ship"
"SS 2014","Velikiy Novgorod","STX Offshore & Shipbuilding","STX Offshore & Shipbuilding","SCF Sovcomflot/ Unicorn Management Services","Russia/Cyprus","29 January 2014","299.90m","19.5knots","","113,876gt","nil","131,246tonnes","Diesel-electric propulsion system","2 x 11,700kW electric propulsion motors ABB","5","Reefer"
"SS 2014","Waasmunster","Hyundai Mipo Dockyard","Hyundai Mipo Dockyard","Exmar Shipping","Belgium","1 April 2014","174.06m","16knots","9659103","25,143gt","3","","Hyundai-B&W","6S50ME-B9.2","1","LPG Carrier"
"SS 2014","Wedellsborg","Cantieri Navali Visentini","NAOS Ship & Boat Design","Nordana","Denmark","May 2014","178.80m","19knots","9687306","11,630gt","nil","","65%","9L32/44CR","2","Naval Vessel"
