FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SS 2014","Andalucian Zephyr","Namura Shipbuilding","","Three Kingsss Shipping","Panama","12 March 2014","179.96m","14.7knots","9667526","21,514gt","nil","","Nakashima","Mitsubishi 6UEC45LSE-B2","1","LNG Carrier"
"SS 2014","Asia Vision","Samsung Heavy Industries","Samsung Heavy Industries","Chevron Transport","USA","28 September 2014","285.00m","19.5knots","9606948","101,427gt","1","","Wärtsilä","12V50DF, 6L50DF","3+1","LNG Carrier"
"SS 2014","Atlantic Gas","STX Offshore & Shipbuilding","STX Offshore & Shipbuilding Co","Ultranav","Chile","17 October 2014","159.83m","","9662019","20,151gt","nil","","MAN Diesel & Turbo","6S50ME-C8.2 (Tier II)","1 set","Tanker"
"SS 2014","Balt Flot 1","JSC Okskaya Sudoverf","Marine Engineering Bureau","BF Tanker","Russian Federation","22 October 2014","140.95m","11knots","9751872","3,928gt","nil","7,881tonnes","Rudder-propeller/ Schottel SRP1012FP","6L20","2","Tanker"
"SS 2014","Berkarar","Uljanik","Uljanik Shipyard JSC","The State Service of","Turkmenistan","5 December 2014","155.80m","17.6knots at 90% MCR","9684330","9,791gt","nil","","Wärtsilä","9L26","2","Ro-Ro"
"SS 2014","Burgan","Hyundai Mipo Dockyards","Hyundai Mipo Dockyard","Kuwait Oil","Kuwait","6 March 2014","185.99m","15.20knots","9656022","31,445gt","3","","Hyundai-Wärtsilä, two-stroke, direct reversible, crosshead type diesel engine with constant pressure turbocharging","Hyundai-Wärtsilä 7RT-flex50-D (Tier II)","1","Chemical Tanker"
"SS 2014","Cascade","Jiangmen Nanyang","Shanghai Bestway Marine","CV1 CVF II Lux Master","Luxembourg","03 June 2014","179.90m","14.08knots","9670418","","nil","48,978tonnes","MAN B&W","5S50ME-B9.2","1","Bulk Carrier"
"SS 2014","CCNI Iquique","HHIC-Phil","Hanjin Heavy industry & Construction","Paxi Maritime Corporation","Greek","30 October 2014","270.90m","21.31knots","9679555","70,262gt","nil","103,160tonnes","Wärtsilä","7RT-flex82T-B","1","Container Ship"
"SS 2014","Ceona Amazon","Lloyd Werft","Huisman, The Netherlands","Ceona Services (UK) Limited","UK","November 2014","199.40m","12knots/ 2knots during pipe lay (astern)","9698094","33,000gt","nil","","MAN","9L32/44 CR 8L32/44CR","2 + 4","Mooring Launch"
"SS 2014","Charlotte Schulte","HHIC-Phil","Hanjin Heavy Industry & Construction","Bernhard Schulte","Germany","17 January 2014","255.00m","21.73knots","9665657","51,870gt","3","84,200tonnes","MAN Turbo Diesel","6G80ME-C9.2","1","Container Ship"
"SS 2014","Copiapo","Samsung Heavy Industries","Samsung Heavy Industries","Compania Sud","Chile","26 November 2014","299.9m","22knots 90% D2MCR output:........................20.5knots","9687526","93,300gt","1","","MAN B&W","S90ME-C9.2","1","Container Ship"
"SS 2014","Corcovado LNG","Daewoo Shipbuilding & Marine","Daewoo Shipbuilding & Marine","Ocenanus LNG Alpha LLC/ TMS Cardiff Gas Ltd","Greece","3 April 2014","294.20m","19.95knots at design draught 11.5m","9636711","103,900gt","2","122,890tonnes","Wärtsilä","Wärtsilä 9L50DF","4","LNG Carrier"
"SS 2014","Costa Diadema","Fincantieri","Fincantieri","Costa Crociere","Italy","29 October 2014","305.50m","21.7knots","9636888","133,000tonnes","3","65,626tonnes","MMG","GR3021G090 30kW Platinum, GR3060A001 25kW Platinum","2","Research Vessel"
"SS 2014","Crystal Star","Sanoyas Shipbuilding Corporation","","-","Panama","","229.00m","14.5knots","9675262","43,432gt","nil","","MAN B&W","","1","Bulk Carrier"
