FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SS 2015","ENSCO DS-8","Samsung Heavy Industries","Samsung Heavy Industries","ENSCO","Korea","July 2015","229.4m","12.5knots","9659531","57,300gt","2","78,400tonnes","","","","Drill Ship"
"SS 2015","Far Sleipner","Vard Langsten","Vard Design","Farstad Construction AS","Norway","26 March 2015","142.6m","approximately 15knots","9687356","15,008gt","829","19,061tonnes / 8m","Rolls-Royce Marine AS","","1 center (+ 2 azipull, see stern thruster)","Mooring Launch"
"SS 2015","Gas Taurus","Jiangnan Shipyard (Group) Co.Ltd","Jiangnan Shipyard (Group) Co.Ltd","Southwest Maritime Limited","Hong Kong","","226m","17.25knots (90%SMCR)","9710385","46,789gt","None","73,415","MAN B&W","6S60ME-C8.2","One, 30 Persons","Fire Fighting Vessel"
"SS 2015","Hidaka","Mitsubishi Heavy Industries Ltd (design), Kanda Shipbuilding","Mitsubishi Heavy Industries Ltd","Kinkai Yusen Kaisha","Japan","28 January, 2015","179.9m","23knots","9726138","11,185gt","2","","MAN B&W","9S50ME-C8.2","1","Ro-Ro"
"SS 2015","Isaac Newton","Uljanik Brodogradilište, Croatia","6.5m","Sofidra","Luxembourg","27 November 2015","138m","12knots","9707297","16,255gt","","21,850tonnes","Schottel","9L 37-38","4","Dredger"
"SS 2015","Isla Bella","General Dynamics NASSCO, San Diego California","DSEC","TOTE Shipholdings/Operator: .......TOTE","USA","16 October 2015","233m","22knots 21,412kW","9680841","36,751gt","","48,530.7mt","-","MAN D&T 8L70ME-C8.2GI","3","Container Ship"
"SS 2015","Jolly Cobalto","STX Offshore & Shipbuilding Co. Ltd","STX Offshore & Shipbuilding Co. Ltd","Messina","Italy / Genova","17 February 2015","240m","21.50 knots","9668960","51,060gt","","","MAN Diesel & Turbo","7L70ME-C 8.2","1","Container Ship"
"SS 2015","JS Ineos Insight","Sinopacific Offshore & Engineering","Owner / GreenSeas Marine / SOE","SNC Multigas S1015 / Evergas Management A/S","France / Denmark","July 2015","180.3m","16knots (60% MCR with both engine in operation; ........................95% MCR with one engine in operation)","9685425","22,887gt","2","32,087.9tonnes","Wärtsilä","6L50 Duel Fuel","1","Research Vessel"
"SS 2015","K. Younghung","Sungdong Shipbuilding & Marine Engineering Co., Ltd","Sungdong Shipbuilding & Marine Engineering Co., Ltd","KSF 33 International","Panama","August 2015","273m","14knots at 85.5% of MCR","9708590","79,000gt","0","","MAN B&W","5G70ME-C9.2 Tier II","1 set","Bulk Carrier"
"SS 2015","LNG Bonny II","Hyundai Heavy Industries","Hyundai Heavy Industries","Bonny Gas","Bermuda","","About 299.5m","19.75 knots at maximum propulsion power","9692002","115,995gt","None","","Four stroke, single acting, trunk piston, turbocharged, intercooled, constant speed, non-reversible, dual fuel burning","Wärtsilä 8L50DF","5","LNG Carrier"
"SS 2015","Finima II","Samsung","Samsung Heavy","Bonny Gas Transport Ltd","-","30 November 2015","approx. 293m","19.75 knots","9690145","116,600gt","Nil","","Wärtsilä","8L50DF","5","LNG Carrier"
"SS 2015","Maersk Tacoma","Sungdong Shipbuilding & Marine","Sungdong Shipbuilding & Marine Engineering Co., Ltd","Maersk Tankers A/S","Denmark","April 2015","183m","15 knots at 85% of MCR","9708617","29,445gt","1","","MAN B&W","6G50ME-B9.3 Tier II","1 set","Tanker"
"SS 2015","Maran Gas Achilles","Hyundai Samho","Hyundai Samho Heavy Industries","Maran Gas","Greece","14 December 2015","290m","19.50knots (MPP with 20% SM)","9682588","113680gt","","128,190gt (at scantling draught)","Wärtsilä","8L50DF, 12V50DF","8L50DF X 2 sets, 12V50DF X 2 sets","Tanker"
"SS 2015","MSC Oscar","Daewoo Shipbuilding & Marine","Daewoo Shipbuilding & Marine Engineering Co. Ltd","Mediterranean","Switzerland","January 10 2015","395.4m","22.8knots","9703291","192,237gt","5","","MAN B&W","MAN B&W 11S90ME-C9.2","1","Container Ship"
"SS 2015","Natori","Kyokuyo Shipyard Corporation, Japan","Kyokuyo Shipyard Corporation","Imoto Lines","Japan","11 December 2015","136.25m","16 knots @ 90% MCR with 15% sea margin","9729788","7,390gt","0","","MAN B&W","7S35MC7","15 persons x 2, 6 persons x 1","Container Ship"
"SS 2015","NAVIG8 Excel","STX Offshore & Shipbuilding Co. Ltd","STX Offshore & Shipbuilding Co. Ltd","NAVIG8 Product","Singapore","3 November 2015","219m","14knots","","42,500gt","","","MAN Diesel & Turbo","6S60ME-C 8.2","1","Tanker"
"SS 2015","Navig8 Serenity","Sungdong Shipbuilding & Marine Engineering Co., Ltd","Sungdong Shipbuilding & Marine","Navig8 Ship Management","Singapore","June 2015","249.9m","14.5knots at 85% of MCR","9708552","63,915gt","2","","MAN B&W","6G60ME-C9.2 Tier II","1 set","Tanker"
"SS 2015","Nissos Therassia","Hyundai Heavy Industries","HHI","Kyklades Maritime, Athens","Greece","5 January 2015","252m","14.7knots at 90% MCR","9694646","","3","","Two stroke, single acting, crosshead, direct reversible, marine diesel","Hyundai- Wärtsilä 6X62","1","Tanker"
"SS 2015","Ohio","Philly Shipyard Inc","Design Office / Ship Design","Crowley Maritime","United States","30 September 2015","183.31m","14.5knots / 75%MCR","9704776","29,801gt","1","design: ................ 49,971tonnes/ scantling: 60,379tonnes","Two stroke","6S50ME-B9.3 (TIER II)","1","Tanker"
"SS 2015","Othoni","Hyundai Mipo","Hyundai Mipo Dockyard Co., Ltd","Eletson Gas","Greece","24 July 2015","abt. 147m","16knots","9711494","13,700gt","1","","Hyundai Heavy Industry – B&W","6S46ME-B8.3 (Tier II)","1","LPG Carrier"
"SS 2015","Sea Bird","Hyundai Heavy Industries","Hyundai Heavy Industries","Petredec/Shell","Singapore","18 November 2015","225m","16.8 knots @ 90% MCR output","9726061 otal number of sister ships already completed (excluding ship presented):............................ 1","47,347gt","","70,920gt /73,740gt","Two stroke, single acting, crosshead, turbocharged, reversible","Hyundai-B&W 6G60ME-C9.2","1","Tanker"
"SS 2015","Shandong Zheng Tong","Qingdao Beihai Shipbuilding","Shanghai Merchant Ship Design &","Shandong Dacheng","China","February 2015","325m","15knots","9702649","133,524gt","1","","Wärtsilä","6RT-flex82T-B TII (Delta Tuning)","2","Bulk Carrier"
"SS 2015","Skandi Africa","Vard Søviknes, Norway","Vard Design AS","DOF Subsea Rederi AS","Norway","October 6 2015","160.9m","17.2 @ 100% (prior to mounting of topside)","9687459","","0","","Siemens","","6","Pipe Layer"
"SS 2015","Songa Fortune","Hrvatska Brodogradnja Trogir, Croatia (Brodotrogir Group)","","Songa Shipmanagement","Marshall Islands","14 September 2015","184,00m","14.5 knots / 67 %MCR","9693812","28,326gt","None","","Two Stroke","6S50ME-B9.3","20 (18+2)","Tanker"
"SS 2015","Stena Impression","Guangzhou Shipyard","GSI and Stena Teknik","Northern Marine Management Ltd","United Kingdom","22 Jan 2015","183.20m","14.5 knots","9667461","29,666gt","3","","","MAN-B&W 6S50ME-B9.3","2 Auxiliary Boilers and 1 Composite Boiler","Tanker"
"SS 2015","True Love","Chengxi Shipyard, CSSC","Shanghai Merchant Ship Design &","CSSC Leasing/ AQUAVITA International","China/Ukraine","12 May 2015","179.95m","13.85knots, at design draught, 75%CMCR, with 15% sea margin","9697143","25,515gt","2","48,900tonnes","Wärtsilä","5RT-flex50-D, Tier II","1","Bulk Carrier"
"SS 2015","UASC Al Khor","Hanjin Heavy Industry & Construction Co., Ltd","Hanjin Heavy Industry & Construction Co. Ltd","Technomar Shipping Inc","Greece","12 June 2015","299.9m","22knots","9710220","94,416gt","2","142,793tonnes","74%","8G95ME C9.5","2 x 30","Container Ship"
"SS 2015","Venture Goal","CSC Qingshan Shipyard, China","Design Office / Ship Design Department Deltamarin Ltd","HBC Hamburg Bulk Carriers","Germany","January 2015","189.99m","14.0knots / 77.5 %MCR","9670731","24,000gt","6","","Two stroke","5S50ME-B9.3 (Tier II)","1","Bulk Carrier"
"SS 2015","Viking Star","Fincantieri S.p.A","SMC Design of London, (Rottet","Viking Cruises","Norway","30 March 2015","228.2m","17 knots","9650418","47.842gt","0","25,509.5tonnes","Rolls Royce","2x12V32/44, 2x9L32/44 (560kW/cyl)","2 windlass/mooring winches , 1 electrically driven mooring winch","Passenger Ship"
