FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SS 2015","Al Murabba","Hyundai Samho","","UASC","Kuwait","1 March 2015","368.52m","21knots (Beaufort 3)","9708837","15,3148gt","4","194,967gt (at scantling draught)","HYUNDAI-MAN B&W","9S90ME-C10.2","5","Container Ship"
"SS 2015","Aranui 5","Huanghai Shipbuilding","Shanghai Merchant Ship Design &","Companie Polynesienne de","France","October 2015","126.08m","15knots (80%MCR, with SG 600kW x 2, 10%SM)","9677492","11,468gtonnes","","10,488gtonnes","Caterpillar","8M32C","4x90 persons","Passenger Ship"
"SS 2015","Asphalt Splendor","Avic-Dingheng","Shanghai Merchant Ship Design &","Sargeant Marine Inc","US","15 December 2015","179.90m","14.15kn at design draught, 81%MCR, with 15% sea margin","9763332","26,119gt","0","48,385tonnes (scantling)","Wärtsilä","5RT-flex50D, Tier II","1-25P","Tanker"
"SS 2015","Atlantic Star","Hudong-Zhonghua Shipbuilding (Group) Co. Ltd, China","Knud E. Hansen (Based on patent by Mr. Jens M. Nielsen)","Atlantic Container Line AB","Sweden","27 October 2015","296m","18 knots 90% SMCR","9670573","100,430","0","","Wärtsilä","2-stroke 8RT-flex68-D","4","Container Ship"
"SS 2015","Barzan","Hyundai Samho","Hyundai Samho Heavy","UASC","Kuwait","8 May 2015","400m","21knots (Beaufort 3)","9708851","19, 5636gt","3","257,947gt (at scantling draught)","HYUNDAI-MAN B&W","10S90ME-C10.2","ONE(1)","Container Ship"
"SS 2015","Cielo d’Italia","Sanoyas Shipbuilding","Sanoyas Shipbuilding Corporation","d’Amico Dry Limited","Ireland","3 February 2015","245m","14.5knots with 15% sea margin","9539274","63,087gt","0","","Mitsui Engineering & Shipbuilding Co.Ltd","MAN B&W 6G60ME-C9.2","1 set","Mooring Launch"
"SS 2015","CMA CGM Arkansas","Samsung Heavy Industries","Samsung Heavy Industries","BCLC / CMA CGM","China / France","July 30 2015","Approx. 299m","22knots at Ts","9722651","94,000gt","2","","Man Diesel & Turbo","8S90ME-C9.2","1","Container Ship"
"SS 2015","CMA CGM Kerguelen","Samsung Heavy Industries","Samsung Heavy Industries","CMA CGM","France","March 31 2015","Approx. 398m","23.5knots at Td","9702132","175,000gt","2","","MAN Diesel & Turbo","11S90ME-C9.2","2, 40 persons","Research Vessel"
"SS 2015","D&K Abdul Razzak","STX Offshore & Shipbuilding Co.Ltd","STX Offshore & Shipbuilding Co.Ltd","D&K Holdings LLC","Republic of Korea","22 September 2015","Appx. 182.9m","14.5knots","9700213","29, 554gt","Nil","","Silla Metal","STX-MAN B&W 6G50ME-B9.3","12 cargo tanks & two slop tanks","Tanker"
"SS 2015","Dole Pacific","Hyundai Mipo Dockyard Ltd","Hyundai Mipo Dockyard Ltd","Dole Food Company Inc","USA","10 November 2015","189.98m","19.5knots","9703057","","0","","Hyundai-MAN B&W","8L70ME-C8.2 (Tier II)","1","Reefer"
"SS 2015","Eagle Barents","Samsung Heavy","Samsung Heavy","AET Sea Shuttle","Singapore","9 March 2015","Approx. 273m","14.5 knots","9676125","88,000gt","1","","2 stroke, diesel engine","6G50ME-B9.3","2","Tanker"
