FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SS 2007","Histria Giada","Santierul Naval Constanta SA ( (SNC) ), , Romania","Icepronav SA/ /Santierul Naval Constanta SA, , Romania Modeltestestablishmentused: ...Icepronav SA, , Romania","Lara Marine Co Ltd, , Malta/ /Histria Shipmanagement SRL, , Romania","","July2007","179.96m","15knotsCargocapacity (includingsloptanks), 100% ..48,776m³","","25,804gt","","50,118tonnes","MANB&W","6S50MC-C","1","Naval Vessel"
"SS 2007","Höegh Delhi","Uljanik Shipyard, , Croatia","Uljanik Shipyard, , Croatia","Viking Car Carriers I Ltd / /Höegh Autoliners, , Norway","Norwegian International Register","25January2007","199.90m","","","55,775gt","","32,400tonnes","MANB&W","9S50MC-C","1","Ro-Ro"
"SS 2007","Iran Anzali","Volgograd Shipyard, , Russia","Marine Engineering Bureau, , Ukraine","Irinvestship Ltd/ /Khazar Shipping Co ( (Islamic Republic of Iran Shipping Lines) ), , Iran","Iran","15February2007","139.95m","10.50knots","","5676gt","","7249tonnescantling..........................................................9657tonnes","Wärtsilä","6L20","2","Research Vessel"
"SS 2007","Ital Mattina","Hyundai Mipo Dockyard Co Ltd ( (HMD) ), , Korea","Hyundai Mipo Dockyard Co Ltd, , Korea","E R Schiffahrt GmbH & & Co, , Germany","Liberia","28June2007","264.21m","23.90knots","","42,020gt","","70,950tonnes","………………MANB&W","8K90MC-C","1","Container Ship"
"SS 2007","Lamentin","Tersan Shipyard, , Turkey","Navtek, , Turkey","Petromarine SA, , France","France","June2007","119.54m","14knots","","7292gt","","15,320tonnes","MaK","8M25","2","Tanker"
"SS 2007","Libertas","STX Shipbuilding Co Ltd ( (Jinhae yard) ), , Korea","STX Shipbuilding Co Ltd, , Korea","Atlantska Plovidba dd, , Croatia","Croatia","20August2007","225.00m","14.50knots","","40,914gt","","87,370tonnes","MANB&W","7S50MC-C (Mk7)","1","Research Vessel"
"SS 2007","Maersk Semarang","Daewoo Shipbuilding and Marine Engineering Co Ltd ( (DSME) ), , Korea","DSME, , Korea","Santa Livia Offen Reederei/ /CP Öffen, , Germany/ /AP Möller- -Maersk Group, , Denmark","Liberia","16May2007Weregrethathedescriptionandtechnicalparticularspresentedforthisvesselarenotascompleteasusual","332.00m","25.40knots","","94,300gt","","140,300tonnes","MANB&W","…………………12K98MC-C6","1","Container Ship"
"SS 2007","Mirzaga Khalilov","Krasnoye Sormovo Shipyard, , Russia","Marine Engineering Bureau ( (MEB) ), , Ukraine","Paltrading- -1 Co Ltd, , Malta/ /Palmali Shipping Services, , Turkey","Malta","11November2006","121.70m","","","4922gt","","","Wärtsilä","6R32LN","1",""
"SS 2007","MOL Creation","Mitsubishi Heavy Industries Ltd ( (MHI) ), , Nagasaki yard, , Japan","Mitsubishi Heavy Industries Ltd, , Japan Modeltestestablishmentused: ...MHI Nagasaki R& &D Centre, , Japan","MOL Euro- -Orient Shipping SA / /Mitsui OSK Lines Ltd ( (MOL) ), , Japan","Bahamas","29June2007","316.00m","25.25knots","","86,700gt","","","Sulzer","11RT-flex96C","……………………………1","Container Ship"
"SS 2007","Natchan Rera","Incat Tasmania Pty Ltd, , Australia","Revolution Design Pty Ltd, , Australia","apremiumquality, conformable, opaqueproductwithclaimedlongtermadhesionandexcellentprintperformance","Japan","August2007","112.60m","","","10,841gt","","","MAN","20V28/33D","4","Ferry"
"SS 2007","Nordspring","STX Shipbuilding Co Ltd ( (Jinhae yard) ), , Korea","STX Shipbuilding Co Ltd, , Korea","Reederei ' 'Nord' ' Klaus E Oldendorff Ltd, , Cyprus","Cyprus","6July2007","246.80m","23.40knots","","","","","……………………MANB&W","9K80MC-CMk6","1","Research Vessel"
"SS 2007","OPDR Andalucia","Fujian Mawei Shipbuilding Ltd, , China","SDC Ship Design & & Consult GmbH ( (SDC) ), , Germany","OPDR Canarias SA, , Spain","Spain","15May2007","145.00m","16.40knots","","11,250gt","","","MaK","12M32C","1","Ferry"
"SS 2007","Orange Trident","Sanoyas Hishino Meisho Corp, , Japan","Sanoyas Hishino Meisho Corp, , Japan","Victoria Steamship Inc, , Panama/ /Naishin Senpaku KK, , Japan","Panama","8June2007","225.00m","14.50knots","","14,662gt","","","MANB&W","7S50MC-C (de-rated)","1","Bulk Carrier"
"SS 2007","Overseas Houston","Aker Philadelphia Shipyard Inc ( (APSI) ), , USA","Hyundai Mipo Dockyard Co Ltd, , ( (HMD) ), , Korea","American Shipping Corp ( (ASC) )/ / Overseas Shipholding Group Inc, , ( (OSG) ), , USA","USA","9February2007","183.20m","14.60knots","","29,240gt","","50,020tonnes","MANB&W","6S50MC","1","Research Vessel"
"SS 2007","Queen Victoria","Fincantieri Cantieri Navali Italiani ( (Marghera yard) ), , Italy","Fincantieri Cantieri Navali Italiani","Carnival Group USA/ / Cunard Line Ltd, , UK","Bahamas","November2007","294.00m","21.70knots","","90,049gt","","47,250tonnes","Sulzer","4x16ZAV40S2x12ZAV40S","6","Naval Vessel"
"SS 2007","Ruiloba","Astillero Hijos de J Barreras SA, , Spain","Astillero Hijos de J Barreras SA, , Spain","Compañía Trasatlantica Española SA, , Spain","Spain","20July2007","159.80m","18.7knots","","13,996gt","","24,378tonnes","Wärtsilä","9L46D","1","Ferry"
"SS 2007","Sapura 3000","Sembawang Shipyard, , Singapore ( (hull fabricated in China) )","Sea of Solutions, , The Netherlands","Acergy SA, , UK, , and SapuraCrest Petroleum Bhd, , Malaysia ( (joint owners and operators) )","Bahamas","late2007","151.20m","8knots-10knots","","-","","","-","-","6","Pipe Layer"
"SS 2007","Saracena","Çelik Tekne Shipyard, , Turkey","Marine Engineering Services SrL, , Italy","Mediterranea di Navigazione SpA, , Italy","Italy","November2007","156.20m","15knots","","14,650gt","","","MaK","6M32C","2","Tanker"
"SS 2007","Seven Oceans","Merwede Shipyard ( (IHC Merwede Group) ), , The Netherlands","Merwede Shipyard, , The Netherlands","Subsea 7, , UK/ /Subsea 7 Vessel Management, , Norway","Isle of Man ( (UK) )","21July2007","157.30m","","","18,201gt","","","Wärtsilä","7L32","6","Pipe Layer"
"SS 2007","Sigas Margrethe","Sasaki Shipbuilding Co Ltd, , Japan","6.06mscantling ....................................................................................6.10m","Asuka Kisen Co Ltd, , Japan/ /Eitzen Gas A/ /S, , Denmark","Panama","18August2006","99.98m","14knots","","4253gt","","7657tonnes","MANB&W","6L35MCMk6","1","LPG Carrier"
"SS 2007","Siteam Explorer","Shipyard Brodotrogir dd, , Croatia","Shipyard Brodotrogir dd, , Croatia","Eitzen Chemical ( (Singapore) ) Pte, , Singapore","Singapore","18July2007","182.90m","","","26,751gt","","57,213tonnes","MANB&W","6S50MC","1","Tanker"
"SS 2007","Star","Aker Yards Oy ( (Helsinki yard) ), , Finland","Aker Yards Oy, , Finland","Tallink Group, , Estonia","Estonia","10April2007","186.00m","27knots","","36,250gt","","","MaK","12M43C","4","Ferry"
"SS 2007","Stena Drillmax","Samsung Heavy Industries Co Ltd, , Korea","Samsung Heavy Industries Co Ltd, , Korea/ /Grenland Group Technology AS, , Norway","Stena Drilling, , Sweden/ /Repsol, , Spain","Bermuda","December2007","approx229m","13.50knots","","-","","97,400tonnes","","","","Drill Ship"
"SS 2007","Stena Poseidon","Brodosplit Shipyard, , Croatia","Brodosplit Shipyard, , Croatia","Concordia Maritime AB, , Sweden and Neste Shipping Oy, , Finland/ /Stena Group, , Sweden","Finland","16January2007","228.60m","15.50knots","","42,800gt","","","MANB&W","6S60MC-C","1","Tanker"
"SS 2007","Sun Arrows","Kawasaki Shipbuilding Corp, , Japan","Kawasaki Shipbuilding Corp, , Japan","Maple LNG Transport Inc, , Bahamas","Bahamas","9November2007","151.00m","18.10knots","","20,620gt","","","Steamturbine","KawasakiHeavyIndustries /UA-120","1","LNG Carrier"
"SS 2007","Tembek","Samsung Heavy Industries Co Ltd, , ( (SHI) ), , Korea","Samsung Heavy Industries Co Ltd, , Korea","Overseas Shipholding Group ( (OSG) ), , USA","Marshall Islands","October2007","315.00m","19.50knots","","","","","MANB&W","6S70ME-C","2","LNG Carrier"
"SS 2007","Vasily Dinkov","Samsung Heavy Industries Co Ltd ( (SHI) ), , Korea","Samsung Heavy Industries Co Ltd, , Korea/ /Aker Arctic Technology, , Finland","OAO Sovcomflot, , Russia","Cyprus","31December2007","258.00m","16knots","","approx50,00gt","","","","","","Tanker"
"SS 2007","Wan Hai 601","China Shipbuilding Corp ( (CSBC) ), , Taiwan","China Shipbuilding Corp, , Taiwan","Wan Hai Lines Ltd, , Taiwan","","July2007","276.20m","","","66,190gt","","","Wärtsilä","10RTA96C-B","1","Container Ship"
"SS 2007","Yacht Express","Yantai Raffles Shipyard, , People' 's Republic of China","","Dockwise Transport NV, , The Netherlands/ /Dockwise Yacht Transport, , USA","The Netherlands Antilles","","","","","","","","","","","Yacht"
