FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SS 2020","Eagle Blane","Samsung Heavy Industries","Samsung Heavy Industries","AET Inc. Ltd","Singapore","February 2020","277m","14.5knots","9833101","85,700gt","2","","WinGD","7X52DF","2","Tanker"
"SS 2020","Eagle Petrolina","Samsung Heavy Industries","Samsung Heavy Industries Co., Ltd","AET Inc. Ltd","Singapore","May 2020","277m","14.5knots (75.2% DMCR)","9858553","83,700gt","4","","WinGD","5X72","1","Tanker"
"SS 2020","Eco Valencia","China Merchants Jinling","Knud E. Hansen A/S","Grimaldi Lines","Italy","16 October 2020","238.00m","","9859533","67,311gt","Nil","","Rolls-Royce","","2","Ro-Ro"
"SS 2020","Esperanza","Guangdong Bonnyfair Heavy","NaviForm Consulting &","Navimag Ferries SA","Chile","10 September 2020","150.0m","13.5knots","9850783","18,604gt","Nil","10,618.5t","Wärtsilä","9L20","2","Ferry"
"SS 2020","Flex Aurora","Hyundai Samho Heavy","Hyundai Samho Heavy Industries (HSHI)","Flex LNG","Norway","29 July 2020","297.09m","19.5 knots (design draught, NCR with 20% S.M.)","9857365","116,430gt","1","128,206t (scant. draught)","WinGD","W5X72DF","2 sets","LNG Carrier"
"SS 2020","FueLNG Bellina","Keppel Nantong Shipyard Co. Ltd","Keppel Offshore & Marine","FueLNG Pte Ltd","Singapore","January 2021","119.50m","11knots","9859636","8,319 gt","Nil","10,544t","Hyundai CMXD","W8L20DF, W6L20DF","1 x W8L20DF, 2 x W6L20DF","LNG Carrier"
"SS 2020","Fujisan Maru","Namura Shipbuilding Co., Ltd","Namura Shipbuilding Co., Ltd","Iino Kaiun Kaisha, Ltd","Japan","23 March 2020","338.92m","","9827360","160,106gt","1","","MAN","B&W 7G80ME-C9.5 high load tuning","1 set",""
"SS 2020","Future Diamond","Hyundai Heavy Industries","Hyundai Heavy Industries Co., Ltd","JX Ocean","Japan","31 January 2020","229.94m","16.5knots","9853864","46,863gt","Nil","","Hyundai-MAN B&W","Hyundai-MAN B&W 6G60ME-C9.5-HPSCR","1","Tanker"
"SS 2020","Galicia","China Merchants Jinling","Deltamarin","Stena / Brittany Ferries","Sweden / France","3 September 2020","214.5m","22knots","9856189","41,671gt","3","24,850t","Four-stroke medium-speed turbocharged and intercooled V-type","12VM43C","2","Ferry"
"SS 2020","Gas Agility","Hudong-Zhonghua Ship Building (Group) Co., Ltd","Hudong-Zhonghua Ship Building (Group) Co., Ltd","","Malta","30 April 2020","135.90m","12knots","9850680","17,645gt","Nil","17,186.7t","","","","LNG Carrier"
"SS 2020","Global Energy","Daewoo Shipbuilding & Marine","Daewoo Shipbuilding & Marine","Maran Gas Maritime Inc","Greece","5 May 2020","294.9m","19.5knots","9845013","113,800gt","3","131,000t","Two-stroke, dual-fuel","MAN B&W 5G70ME-C9.5-GI","2","Reefer"
"SS 2020","HMM Algeciras","Daewoo Shipbuilding & Marine","Daewoo Shipbuilding & Marine","HMM Co., Ltd","Republic of Korea","24 April 2020","Approx. 399.9m","22.4knots","9863297","228,300gt","6","","MAN Energy Solutions","MAN B&W 11G95ME-C10.5","1","Mooring Launch"
"SS 2020","HMM Oslo","Samsung Heavy Industries","Samsung Heavy Industries","HMM","Republic of Korea","May 2020","Approx. 399.9m","22.25knots (90% DMCR)","9868326","Approx. 232,300gt","4","","MAN ES","11G95ME-C10.5","1","Container Ship"
"SS 2020","Jawa Satu","Samsung Heavy Industries","Samsung Heavy Industries","PT Jawa Satu Regas","Indonesia","January 2021","292.5m","12.4knots","9854935","107,000gt","Nil","118,374 (@ design draught)","INDAR (a part of ABB propulsion package) ACP-710-X/6","NDSH-3200","2 sets","LNG Carrier"
"SS 2020","KMTC Seoul","Hyundai Mipo Dockyard Co., Ltd","Hyundai Mipo Dockyard Co., Ltd","Korea Marine Transport","Republic of Korea","27 August 2020","Approx. 196m","","9882205","27,99gt","1","","Hyundai-MAN B&W","7S60ME-C10.5 (Tier II)","1","Container Ship"
"SS 2020","La Seine","Hyundai Heavy Industries","Hyundai Heavy Industries Co., Ltd","TMS Cardiff Gas Ltd","Greece","28 February 2020","299.06m","19.5knots","9845764","115,139gt","3","","Hyundai-WinGD","5X72DF","2","LNG Carrier"
"SS 2020","La Seine","Hyundai Heavy Industries","Hyundai Heavy Industries Co., Ltd","TMS Cardiff Gas Ltd","Greece","28 February 2020","299.06m","19.5knots","9845764","115,139gt","3","","Hyundai-WinGD","5X72DF","2","LNG Carrier"
"SS 2020","Marine Vicky","OJSC Shipyard Krasnoye","SeaTech Solutions International (S) Pte. Ltd","Vodohod Russian River","Singapore","13 January 2020","102.84m","11.50knots","9879351","5,310gt","1","10,900t","Dual-fuel","6EY26DF","2","Bunkering Tanker"
"SS 2020","National Geographic","Ulstein","Partnership Design","LEX Endurance LLC/ Lindblad Expeditions","United States","3 August 2020","141.15m","12.15knots","9842554","8,966gt","Nil","5,862t (draught 3.00m)","Schottel","6L20","2",""
"SS 2020","Queen Jenuvia","Hyundai Mipo Dockyard Co., Ltd","Hyundai Mipo Dockyard Co., Ltd","Seaworld Express Ferry","Republic of Korea","16 March 2020","124.4m","","9867475","12,786gt","Nil","","ABB","KRISO","2","Ferry"
"SS 2020","Sakizaya Star","","Japan Marine United Corporation","Mount Wisdom S.A","Taiwan","7 September 2020","Approx. 170.0m","","9861316","27,391gt","2","","Renk","HiMSEN 8H46/60P (Tier II)","2","Passenger Ship"
"SS 2020","Sara","Hyundai-Vietnam Shipbuilding","Hyundai Mipo Dockyard Co., Ltd","Bahri Dry Bulk Company","Saudi Arabia","27 March 2020","Max. 229.0m","14.5knots","9837119","44,314gt","2","","Yanmar","6S60ME-C8.5-EGRBP","1","Mooring Launch"
"SS 2020","Scarlet Lady","Fincantieri","MacGregor","VC Ship One Limited","Bermuda","29 April 2020","Approx. 229m","","9804801","43,735gt","Nil","","HHI - Engine & Machinery","6S60ME-C.10.5-HPSCR","1","Bulk Carrier"
"SS 2020","SCF La Perouse","Hyundai Samho Heavy","Hyundai Samho Heavy Industries","SCF","Russia","14 February 2020","277.20m","20.0knots at 73% of POD power","9849887","Approx. 110,000gt","2","Approx. 61,000t","ABB","8L46F, 12V46F","4","Passenger Ship"
"SS 2020","Settsu","Mitsubishi Shipbuilding","Hyundai Heavy","Hankyu Ferry Co., Ltd","Japan","10 February 2020","297.09m","19.48knots (design draught, NCR with 20% S.M.)","9860831","116,779gt","1","127,760t (scantling draught)","Hyundai HiMSEN / 7H35DF, 6H35DF","5X72DF","2","LNG Carrier"
"SS 2020","Sider Buffalo","Zhejiang Xinle Shipbuilding","Wärtsilä","Westport Shipping Limited/ Technical Core Management SRL","Malta/Italy","27 February 2020","195.00m","23.5knots","9861512","36,206gt","1","","Wärtsilä","14V31","2","Tug"
"SS 2020","Siem Confucius","XSI Xiamen Shipbuilding","SDARI Shanghai Merchant Ship","LS-LBR Co, Ltd","Liberia","30 March 2020","109.9m","Ballast 12.7knots, 85% loaded 12knots","9841017","4,764gt","1","9,801.5t","Reintjes GmbH Eugen-Reintjes-Str. 7, D-31785 Hamein","8DK-28e","1",""
"SS 2020","Silver Origin","De Hoop","De Hoop","Silversea Cruises","Ecuador","12 March 2020","199.90m","19.0knots","9837937","72,900gt","Nil","39,640.4t","1 x MAN /7L28/32DF, 2 x MAN/ 9L28/32DF","7S60ME-C10.5GI Tier III","1","LNG Carrier"
"SS 2020","Singan","The Hakodate Dock Co., Ltd","The Hakodate Dock Co., Ltd","Swire Bulk","Singapore","June 2020","110.01m","","9873735","6,365gt","1","5,090t","Caterpillar C32","C32","4",""
"SS 2020","Solar Sharna","Hyundai Mipo Dockyard Co., Ltd","Hyundai Mipo Dockyard Co., Ltd","Tristar Transport LLC","UAE","28 April 2020","179.97m","","9877614","21,526gt","3","","Yanmar / 6EY18ALW","6S46ME","1257",""
"SS 2020","Tove Knutsen","Hyundai Heavy Industries","Hyundai Heavy Industries","Knutsen NYK Offshore","Norway","15 June 2020","Approx. 169m","","9868376","17,915gt","1","","HHI Engine & Machinery","6S46ME-B8.5-HPSCR","1","Chemical Tanker"
"SS 2020","YM Celebrity","CSBC Corporation, Taiwan","CSBC Corporation","Yang Ming Marine","Taiwan","28 September 2020","278.95m","NCR 14.5knots","9864502","84,666gt","5","","HHI-HiMSEN 9H32/40 x 2s ets, / 7H32/40 x 3 sets","B&W 6G70ME-C10.5","1","Tanker"
"SS 2020","Yuan Da Fan Rong","CSSC, Wuchang Shipbuilding","Shanghai merchant ship design and research institute (SDARI)","Qingdao Grand Ocean","China","27 May 2020","209.75m","21knots","","32,720gt","2","","STX Engine/ L27/38","7S70ME-C10.5","1","Reefer"
"SS 2020","Zhong Hua Fu Qiang","Shandong Huanghai","Shanghai Merchant Ship Design &","Weihai Haida Passenger","China","July 2020","118.00m","12.90knots","9899404","8,057gt","1","","Chongqing Gearbox","6G32, Tier II","1","Container Ship"
