FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SS 2006","CMA CGM Sambhar","China Shipbuilding Corp ( (CSBC) ), , Taiwan","China Shipbuilding Corp, , Taiwan Modeltestestablishmentused:...Hamburg Ship Model Basin ( (HSVA) ), , Germany","Peter Döhle Schiffsbeteiligungs- -KG ( (GmbH) ) & & Co, , Germany/ /CMA CGM SA, , France","Liberia","3July2006","268.80m","25.55knots","","42,382gt","","","Sulzer","7RTflex-96C","4","Container Ship"
"SS 2006","Cosco Guangzhou","Hyundai Heavy Industries, , Korea","Hyundai Heavy Industries, , Korea","Costamare Shipping Co SA, , Greece/ /Cosco, , China","Greece","23February2006","350.57m","25.40knots","","109,150gt","","144,400tonnes","MANB&W","12K98MC (Mk7)","1","Research Vessel"
"SS 2006","Côte d' 'Albâtre","Astillero H J Barreras ( (Hijos de J Barreras SA) ), , Spain","Astillero H J Barreras, , Spain","Transmanche Ferries, , France","France","12February2006","142.45m","22.00knots","","18,425gt","","","Wärtsilä","9L46C","2","Ferry"
"SS 2006","Crystal Diamond","INP Heavy Industries Co Ltd, , Korea","Korea Maritime Services Co Ltd, , Korea","Crystal Pool Ltd, , Finland","Luxembourg","April2006","126.20m","14.17knots","","7903gt","","15,639tonnes","MaK","6M43","1","Tanker"
"SS 2006","Diana J ( (charter name: : Katherine Borchard) )","Detlef Hegemann Rolandwerft GmbH & & Co KG, , Germany","Detlef Hegemann Rolandwerft GmbH & & Co KG, , Germany Modeltestestablishmentused: ...SVA Potsdam, , Germany","JMS Jüngerhans Maritime Services, , Germany","Antigua and Barbuda","24March2006","139.60m","18.40knots","","8246gt","","","…………………………MaK","9M43","1","Passenger Ship"
"SS 2006","Emma Maersk","Odense Steel Shipyard, , ( (AP Möller- -Maersk Group) ). . Denmark","AP Möller- -Maersk Group, , Denmark","Maersk Line ( (AP Möller- -Maersk Group) ), , Denmark","Denmark","","","25.00knots","","","","","WärtsiläSulzer","14RT-flex96C","1","Container Ship"
"SS 2006","Eships Cobia","Hyundai Mipo Dockyard Co Ltd, , Korea","Hyundai Mipo Dockyard Co Ltd, , Korea","Eships Tankers Ltd, , United Arab Emirates","Marshall Islands","24November2006","127.00m","13.50knots","","8473gt","","","MaK","9M32C","1","Tanker"
"SS 2006","Eton","Daewoo Shipbilding & & Marine Engineering Co Ltd ( (DSME) ), , Korea","DSME, , Korea","Sovcomflot Akp, , Russia","Liberia","April2006","280.50m","15.50knots","","87,146gt","","188,140tonnes","MANB&W","………………….7S70ME-C","1","Tanker"
"SS 2006","Eylul K","Torgem Shipyard, , Turkey","Delta Marine, , Turkey Modeltestestablishmentused:...Bulgarian Ship Hydrodynamics Centre, , Bulgaria","Ileri Denizcilik AS, , ( (Kaptanoglu Group) ), , Turkey","Turkey","January2007","157.90m","14knots","","14,00gt","","","MANB&W","8S35MC","1",""
"SS 2006","Finnstar","Fincantieri SpA ( (Ancona yard) ), , Italy","Fincantieri SpA, , Italy","Finnlines Plc, , Finland","Finland","July2006","218.80m","25.00knots","","approx45,00gt","","","Wärtsilä","9L46D","4",""
"SS 2006","Freedom of the Seas","Aker Yards Oy ( (formerly Aker Finnyards) ), , Finland","Aker Yards Oy, , Finland","Royal Caribbean Cruises Ltd, , USA","Bahamas","24April2006","338.80m","21.60knots","","154,00gt","","","Wärtsilä","12V46C","6","Passenger Ship"
"SS 2006","FS Charlotte","Yardimci Shipyard, , Turkey","Delta Marine Co, , Turkey","Fouquet Sacop Maritime, , France","France","2006","129.00m","","","9416gt","","","MaK","6M43","1","Tanker"
"SS 2006","Gaschem Shinano","Severnav SA, , Romania","H B Hunte Engineering GmbH, , Germany Modeltestestablishmentused:...Hamburg Ship Model Basin ( (HSVA) ), , Germany","Hartmann Schiffahrts GmbH & & Co KG, , Germany","Liberia","2006","114.89m","17knots 'ethylene' draught .................................................16knots","","5945gt","","","MaK","9M32C","1","Tanker"
"SS 2006","Glory Atlantic","Labroy Shipbuilding & & Engineering Pte Ltd, , Indonesia","Shiptech Pte Ltd, , Singapore Modeltestestablishmentused:...Shanghai Ship & & Shipping Research Institute ( (SSSRI) ), , People' 's Republic of China","Belden Shipholding, , Norway/ /Belden Shipholding Pte Ltd, , Singapore","Singapore","31May2006","145.00m","13.50knots","","11,979gt","","25,369tonnes","Wärtsilä","8L26A","2","Research Vessel"
"SS 2006","Gotlandia II","Fincantieri SpA, , Italy","Fincantieri SpA, , Italy","Rederi AB Gotland/ / Destination Gotland AB, , Sweden","Sweden","29April2006","122.00m","35.00knots","","6400gt","","2300tonnes","MAN","RK280","4","Ferry"
"SS 2006","Graiglas","Nam Trieu Shipbuilding Industry Co, , Vietnam","Carl Bro A/ /S, , Denmark Modeltestestablishmentused: ..SSPA, , Sweden","Graig Shipping plc, , United Kingdom","Isle of Man","December2006","190.00m","14knots","","32,474gt","","","MANB&W","6S50MC-C","1","General Cargo"
"SS 2006","Industrial Diamond","Estaleiros Navais de Viana do Castelo SA, , Portugal","Estaleiros Navais de Viana do Castelo, , SA, , Portugal Modeltestestablishmentused: ...SVA Potsdam, , Germany","Jungerhans Maritime Services GmbH & & Co KGMS, , Germany","Antigua and Barbuda","28July2006","119.80m","16.00knots","","7223gt","","12,372tonnes","……………………..…MaK","6M43C","1","Tug"
"SS 2006","Ital Festosa","Hyundai Mipo Dockyard Co Ltd, , Korea","Hyundai Mipo Dockyard Co Ltd, , Korea","Rickmers Reederei GmbH & & Co KG, , Germany","Marshall Islands","13April2006","238.00m","23.50knots","","36,483gt","","","MANB&W","7K90MC-C","1","Research Vessel"
"SS 2006","Kronviken","Samsung Heavy Industries Co Ltd, , Korea","Samsung Heavy Industries Co Ltd, , Korea","Viken Shipping, , Norway","Norwegian International Shipping ( (NIS) )","14September2006","249.00m","14.60knots","","61,653gt","","-","MANB&W","7S60MC","1","Tanker"
"SS 2006","Maersk Kowloon","Hanjin Heavy Industries & & Construction Co Ltd, , Korea","Hanjin Heavy Industries & & Construction Co Ltd, , Korea","A P Möller- -Maersk Group, , Denmark","Denmark","-","299.47m","25.10knots","","74,00gt","","110,500tonnes","Sulzer","10RTflex96C","1","Container Ship"
"SS 2006","Maersk Qatar","Samsung Heavy Industries Co Ltd, , Korea","Samsung Heavy Industries Co Ltd, , Korea Modeltestestablishmentused:...Samsung Ship Model Basin, , Korea","AP Möller- -Maersk Group, , Denmark","Danish International Shipping Register","15April2006","approx283.00m","20.60knots","","96,508gt","","102,00tonnes","directreversiblesteamturbine","UA-400","1","Container Ship"
"SS 2006","Mare di Ravenna","SLS Shipbuilding Co Ltd, , Korea","SLS Shipbuilding Co Ltd, , Korea","Gestioni Armatoriali SpA, , Italy","","29June2006","183.00m","15knots","","29,900gt","","approx61,600tonnes","MANB&W","7S50MC-C","1",""
"SS 2006","Marida Boreas","Aker Yards Braila, , Romania","Aker Brevik Engineering AS, , Norway","Ortinia Shipping Co Ltd, , / /H& &P Tanker GmbH & & Co/ / Marlow Navigation, , Cyprus","Cyprus","October2006","149.60m","15.50knots","","10,350gt","","20,050tonnes","MAN","8L40/54","………………………1","Tanker"
"SS 2006","Meltemi","Hyundai Samho Heavy Industries Co Ltd, , Korea","Hyundai Samho Heavy Industries Co Ltd, , Korea","Marmaras Navigation Ltd, , Greece","Greece","13February2006","274.20m","15.30knots","","","","","MANB&W","6S70MC-C","1","Research Vessel"
"SS 2006","Merope Star","Madenci Shipyard, , Turkey","Marine Engineering Services SrL ( (MES) ), , Italy","G & & H Shipping/ /Pianura Armatori, , Italy","Italy","June2006","82.50m","14knots","","3395gt","","6100tonnes","MANB&W","6L27/38","1","Tanker"
"SS 2006","Morgenstond I","Damen Shipyards Cargo Vessels, , The Netherlands","Damen Shipyards Cargo Vessels, , The Netherlands","C T Drent Beheer BV, , The Netherlands","The Netherlands","31July2006","142.95m","16knots","","899gt","","","MaK","6M43","1","Container Ship"
"SS 2006","Mykola Bobrovnykov","Damen Shipyards Okean, , Ukraine","Chernomorsudoproject, , Ukraine","The Ukrainian Shipping Co ( (Ukrrichflot) ), , Ukraine","Ukraine","18November2005","127.30m","11.70knots","","5166gt","","","MANB&W","9L21/31","1","Container Ship"
"SS 2006","Naftocement XI","Selah Makine VE Gemicilik Endustri Tic AS, , Turkey","Cosnav Engineering SRL, , Italy","Naftotrade Shipping and Commercial SA, , Greece","Malta","-","134.00m","14.50knots","","-","","","Wärtsilä","8L38 (B-output)","1",""
"SS 2006","Nganhurra","Samsung Heavy Industries Co Ltd, , Korea","Samsung Heavy Industries Co Ltd, , Korea","Woodside Energy Pty Ltd, , Australia","Australia","………………………2006","285.78m","12.00knots","","88,584gt","","183,310tonnes","MANB&W","6S60MC","……………………………1","FPSO"
"SS 2006","Norilskiy Nickel","Aker Finnyards, , Finland","Aker Finnyards, , Finland","MTBN Norilsk Nickel, , Russian Federation","Russian Federation","11April2006","169.04m","","","16,994gt","","","","","","Tanker"
"SS 2006","Otello","Daewoo Shipbuilding & & Marine Engineering Co Ltd ( (DSME) ), , Korea","DSME, , Korea Modeltestestablishmentused: ..SSPA, , Sweden","Wallenius Marine AB, , Sweden","Sweden","25August2006","199.00m","20.60knots","","60,942gt","","43,250tonnes","MANB&W","7S60MC-C","1",""
"SS 2006","Pauline","Flensburger Schiffbau- -GmbH & & Co KG, , Germany","Flensburger Schiffbau- -GmbH & & Co KG, , Germany","Cobelfret NV, , Belgium","Luxembourg","24November2006","203.00m","21.70knots","","49,200gt","","","MaK","12M43","2","Ro-Ro"
"SS 2006","Promitheas","Hyundai Heavy Industries Co Ltd, , Korea","Hyundai Heavy Industries Co Ltd, , Korea","Tsakos Energy Navigation Ltd ( (TEN) ), , Greece","Bahamas","7August2006","250.00m","15.10knots","","66,910gt","","137,100tonnes","MANB&W","7S60MC-C","1","Tanker"
"SS 2006","Seatrout","Lindenau GmbH, , Germany","10.00mscantling ................................................................11.00m","German Tanker Shipping GmbH & & Co KG, , Germany","Germany","3June2006","188.33m","","","26,548gt","","","MANB&W","8L58/64","1","Tanker"
"SS 2006","Sinorail Bohai 1 ( (Zhong Tie Bo Hai 1 Hao) )","Tianjin Xingang Shipyard, , People' 's Republic of China","Shanghai Merchant Ship Design & & Research Institute ( (SDARI) ), , People' 's Republic of China","Sinorail Bohai Train Ferry Co Ltd, , People' 's Republic of China","People' 's Republic of China","12October2006","182.60m","18.0knots","","24,975gt","","","","","","Ferry"
"SS 2006","Speciality","Qingshan Shipyard, , People’ ’s Republic of China","Skipskonsulent A/ /S, , Norway","F T Everard & & Sons Ltd, , UK","United Kingdom","8May2006","95.14m","11.50knots","","3859gt","","668tonnes","","","","Tanker"
"SS 2006","STX Ace I","STX Shipbuilding Co Ltd, , Korea","STX Shipbuilding Co Ltd, , Korea","STX Pan Ocean Shipping Co Ltd, , Korea","Panama","24February2006","183.00m","14.70knots","","30,027gt","","56,214tonnes","MANB&W","…………………6S50MC-C","1","Research Vessel"
"SS 2006","………………………………Timca","Stocznia Szczecinska Nowa, , Poland","Stocznia Szczecinska Nowa, , Poland","Spliethoff' 's Befrachtingskantoor BV, , The Netherlands/ /Transfennica, , Finland","The Netherlands","11July2006","205.20m","22.70knots","","28,301gt","","25,170tonnescantlingdraught.........................................30,650tonnes","Wärtsilä","12V46C","2",""
"SS 2006","Transpaper","Aker Yards ( (Rauma Shipyard) ), , Finland","Aker Yards, , Finland, , and NAOS, , Italy","Rederi AB Transatlantic, , Sweden","Sweden","18August2006","190.50m","15.10knotstwoengines......................................................19.40knots","","23,128gt","","25,500tonnes","MANB&W","9L48/60B","2","Container Ship"
"SS 2006","Whitonia","Dubai Drydocks, , Dubai, , United Arab Emirates ( (UAE) )","Dubai Drydocks, , United Arab Emirates","John H Whitaker ( (Tankers) ) Ltd, , United Kingdom","Isle of Man","November2006","101.10m","8.00knots","","4292gt","","","Yanmar","6RY17P-GV","……………………….2","Tanker"
"SS 2006","YM Intelligent","China Shipbuilding Corp ( (CSBC) ), , Taiwan","China Shipbuilding Corp ( (CSBC) ), , Taiwan Modeltestestablishmentused:...Hamburg Ship Model Basin ( (HSVA) ), , Germany","Yang Ming Marine Transport Corp, , Taiwan","Liberia","11January2006","172.10m","20.20knots","","16,488gt","","","MANB&W","7S60MC-C","1","Container Ship"
