FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SS 2016","KONINGSDAM","Fincantieri","YSA DESIGN AS /Tihany Design","Holland America Line","USA","31 March 2016","299.65m","18knots","9692557","99,836gt","Nil","","Diesel","12V43C","4","Passenger Ship"
"SS 2016","La Mancha Knutsen","Hyundai Heavy Industries","Hyundai Heavy Industries","Knutsen OAS Shipping","Spain","21 September 2016","289.9m","19.5knots at 60% of MCR","9721724","116,246gt","None","","Two stroke, single acting, crosshead, turbocharged, reversible, electronically controlled, gas injection","Hyundai – MAN B&W 7G70ME-C9.2-GI","Two","LNG Carrier"
"SS 2016","Lindanger","Hyundai Mipo Dockyard Co., Ltd","Hyundai Mipo Dockyard Co., Ltd","Westfal-Larsen","Norway","18 April 2016","abt. 186m","14.5knots","9725299","30,945tonnes","3","","HMD / HHI-EMD","6G50ME-B9.3-LGI(TII)","1","Tanker"
"SS 2016","LNG FUKUROKUJU","Kawasaki Heavy Industries","Kawasaki Heavy Industries","LNG FUKUROKUJU","Bahamas","17 June 2016","293m","abt.19.5knots","9666986","127,242gt","-","","Kawasaki Heavy Industries","Kawasaki URA-400 reheating-type steam-turbine propulsion plant","Windlass x2, Mooring winch × 8","LNG Carrier"
"SS 2016","Manchac Sun","Minaminippon","Minaminippon","FGP Shipbuilding","Panama","28 September 2016","186m","14.5knots","9724013","","2","","MITSUI-MAN B&W","7S50ME-B9.3-LGI","1",""
"SS 2016","MILOS","Sungdong Shipbuilding & Marine Engineering","Sungdong Shipbuilding & Marine Engineering","Kyklades Maritime","Greece","October 2016","277.27m","14.2knots (71.7% of MCR)","9746619","81,000tonnes","0","","WinGD","Wärtsilä 6X72","1","Tanker"
"SS 2016","NAVIG8 TURQUOISE","STX Offshore & Shipbuilding","STX Offshore & Shipbuilding","Navig8","Majuro","12 April 2016","appx. 182.9m","14knots","9753674","29,492gt","2","","MAN Diesel & Turbo","6G50ME-B9.3","One","Tanker"
"SS 2016","Nord Isabella","Guangzhou Wenchong Shipyard","Shanghai Merchant Ship Design &","Reederei Nord","Germany","January 2016","195m","19knots","9697014","28,316gt","4","","MAN Diesel & Turbo","6G60ME-C9.2-TII","1","Container Ship"
"SS 2016","NYK BLUE JAY","Japan Marine","Japan Marine United Corporation","Operator: ........... Rindou Ship","Panama / Japan","22 February 2016","364.15m","22.5knots","9741372","144,285gt","3","","Japan","Wärtsilä W9X82","1","Mooring Launch"
"SS 2016","Palanca Maputo","Hyundai Mipo Dockyard Co Ltd","Hyundai Mipo Dockyard Co., Ltd","Wisby Tankers","Sweden","October 2016","abt. 183m","13.5knots","9755725","","","","Hyundai","6S50Me-9.5(Tier II)","2","Tanker"
"SS 2016","RB JORDANA","Sungdong Shipbuilding & Marine Engineering","Sungdong Shipbuilding & Marine Engineering","Reuben Brothers","United Kingdom","May 2016","229m","14knots","9730816","43,600tonnes","1","","MAN B&W","5G60ME-C9.2","1","Bulk Carrier"
"SS 2016","SALISH ORCA","Remontowa Shipbuilding","Remontowa Marine","British Ferry Services","Canada","22 November 2016","107.2m","15.5knots (85%MCR)","9750270","8,261gt","0","4,225tonnes @ 4.65m","8 cylinder in-line medium speed","W8L20DF","3","Ferry"
"SS 2016","SC AQUARIUS","Jiangsu Hantong","Shanghai Merchant Ship Design &","Goldwin Shipping Limited","China","June 2016","182.80m","14.5knots (71% SMCR)","9753791","26,364gt","3","52, 046.7tonnes","Man B&W","6S50ME-B9.5","1","Tanker"
"SS 2016","Seabourn Encore","Fincantieri","Fincantieri","Seabourn Cruise Line","USA","30 November 2016","210.5m","15knots","9731171","41,865gt","0","","Wärtsilä","12V32-type D","4","Passenger Ship"
"SS 2016","Seaspan Swift","Sedef Shipyard","VARD","Seaspan Ferries","Canada","In service from 22 January 2016","148.9m","14.5knots @ 85%, 1 engine","9764233","4,810gt","0","6,902tonnes","Wärtsilä","9L34DF","2","Reefer"
"SS 2016","SEATRADE ORANGE","Yangfan Group","Shanghai Merchant Ship Design & Research Institute (SDARI), CSSC","Seatrade Groningen","Netherlands","August 2016","185m","19 knots","9690092","24,900gt","2","","MAN Diesel & Turbo","6G60ME-C9.2-TII","1 Composite Marine Boiler + 2","Research Vessel"
"SS 2016","SERI CAMELLIA","Hyundai Heavy Industries","Hyundai Heavy Industries","MISC","Malaysia","30 September 2016","290.2m","19.44knots at 90% of MCR","9714276","133,612gt","None","","Mitsubishi","MR36-II","One","Mooring Launch"
"SS 2016","Seven Seas Explorer","Fincantieri","Fincantieri","Regent Seven Seas Cruises","US","30 June 2016","224.02m","20.7knots","9703150","55,254gt","Nil","31,115tonnes (D=7.20)","Van Voorden","GR3021G090 – G3020G150","4 x 8,000kW MaK 8M43C . Type of fuel (eg, HFO or MDO)","Passenger Ship"
"SS 2016","SHI JIANG","Xiamen Shipbuilding","Shanghai Merchant Ship Design &","Shanghai Kingfour","China","August 2016","141.2m","16knots","9757620","19,781gt","2","12,855tonnes","MAN B&W","6S40ME B9.5-Tier II","1","Ro-Ro"
"SS 2016","SHTURMAN ALBANOV","Samsung Heavy","Samsung Heavy","Sovcomflot","Russia","16 August 2016","249m","14knots","9752084","45,000tonnes","Nil","","Azipod Propulsion Motor","AMZ","Two","Tanker"
"SS 2016","SILKEBORG","Tai Zhou Sanfu Ship","Shanghai Merchant Ship","Nordana","Denmark","January 2016","138m","15.4knots","9685085","9,719gt","1","17,764tonnes","MAN Diesel & Turbo","6S40ME-B9.3","1","General Cargo"
"SS 2016","SUNRAY","Sungdong Shipbuilding & Marine Engineering","Sungdong Shipbuilding & Marine Engineering","Tsakos Energy Navigation","Greece","August 2016","219m","14.5 knots","9761944","42,290tonnes","1","","MAN B&W","6G60ME-C9.5","1","LNG Carrier"
"SS 2016","Tian Zhen","Guangzhou Huangpu","Shanghai Merchant Ship Design &","COSCO Shipping Co. Ltd","China","May 2016","189.99m","13.77knots","9722728","26,700gt","8","","Wärtsilä","6RT-flex50-B","1 Composite marine boiler","Research Vessel"
"SS 2016","TORDIS KNUTSEN","Hyundai Heavy Industries","Hyundai Heavy Industries","Knutsen NYK Offshore","Norway","28 November 2016","Abt. 284.3m","14.5knots","9757711","90,031gt","1","","Two stroke, crosshead, turbocharged, non-reversible, marine diesel","6X72","One","Tanker"
"SS 2016","TRINITY","Hyundai Samho Heavy","Hyundai Samho Heavy","Diamond/Anglo Eastern Ship","USA","29 March 2016","274.17m","14.2knots at scantling at NCR with 15%S.M","9730361","81,360gt","One","183,887tonnes (at scantling)","Hyundai-MAN B&W","5G70ME-C9.2","One","Tanker"
"SS 2016","VALPARAISO EXPRESS","Hyundai Samho","Hyundai Samho Heavy","Hapag-Lloyd","Germany","2 November 2016","333.18m","21knots at scantling at NCR with 15% SM","9777589","118,945gt","One","160,648tonnes (at scantling)","HYUNDAI-MAN B&W","7S90ME-C10.5","One","Container Ship"
"SS 2016","Yara Kara","Hyundai Mipo Dockyard Co., Ltd","Hyundai Mipo Dockyard Co., Ltd","YARA LPG Shipping","Norway","22 June 2016","abt. 159m","15.75knots","9734836","18,446tonnes","1","","Hyundai Heavy Industry – B&W","6S50ME-C8.2 (Tier II)","1","LPG Carrier"
"SS 2016","YM Window","CSBC Corporation, Taiwan","CSBC Corporation, Taiwan","GC Intermodal XIII, LTD","Marshall Islands","6 May 2016","368m","23.3knots","9708435","145,136tonnes","2","","MAN B&W","11S90ME-C10.2","1","Reefer"
"SS 2016","YU PENG","COSCO (Dalian) Shipyard Co. Ltd","Shanghai Merchant Ship Design &","Dalian Marine University","China","28 September 2016","199.8m","17.97knots","9723473","27,143gt","0","","Wärtsilä","6RT-FLEX58T-D Tier II","23","Bunkering Tanker"
