FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SSS 2012","Ocean Wave","Bollinger Shipyards","1.3m","Crowley Maritime Corp","US","September 2012","30.7m","36","","","2","","","",""
"SSS 2012","Oceanic","Shipkits / Hartman","6.4m","Global Seatrade / Amasus Shipping","Netherlands","July 2012","41.39m","1","","1,600tonnes","2","2,387tonnes","","",""
"SSS 2012","Owaijah II","Alnmaritec Ltd","5m","SMIT","Qatar","February 2012","84.99m","300","","2,979tonnes","0","4,755tonnes","","",""
"SSS 2012","Polaris","Barkmeijer Stroobos","0.73m","Nederlands Loodswezen","Netherlands","October 2012","13.2m","42","","","2","12tonnes","","",""
"SSS 2012","Preventer","Lochin Marine International","5.1m","Hampshire Police Authority","UK","September 2012","74.8m","16.5","","2,501tonnes","0","2,778tonnes","","",""
"SSS 2012","Sajo Columbia","Sungdong Shipbuilding &","1.25m","","Busan, Korea","August 2012","11.1m","27","","approx. 14tonnes","0","13tonnes","","",""
"SSS 2012","Sanaborg","Royal Niestern Sander","Royal Niestern Sander","Wagenborg Offshore","Netherlands","August 2012","70m","362","","1,014tonnes","0","","","",""
"SSS 2012","Ice Breaker, Ice Class 1A Super, AUT-UMS, Unrestricted Navigation, ALM, InWaterSurvey, Strength Bottom, Cleanship 7","Trinity Offshore","2.5m (minimum) / 3.15m (maximum)","Signet Maritime","US","February 2012","64.89m","250","","1,520tonnes","0","2,320tonnes","","",""
"SSS 2012","Simon Stevin","Damen Shipyards","5.5m","D.A.B Vloot","Belgium","May 2012","29.9m","13.5","","479tonnes","0","800tonnes","","",""
"SSS 2012","Suffolk Spirit","Kocurek","3.1m (Summer)","Shire Maritime","UK","July 2012","31.55m","12","602012","“Many of the existing foreign designs in the marketplace were originally designed for operation in inland waters… [so] it was considered that a new, purpose-designed range of vessels could offer superior sea-keeping qualities, improved performance and more economical operating costs.”","0","","","",""
"SSS 2012","Vitus Bering","Arctech Helsinki Shipyard","Arctech Helsinki Shipyard","Sovcomflot","Cyprus","providing supplies to the gas production platform firefighting responsibilities oil spill response protecting this structure from ice and providing general rescue services for the workers on the platform","22m","10.5","","","1","440tonnes","","",""
"SSS 2012","Vroon 01","DELTA Power Group","7.6m","Vroon Offshore Services","UK","December 2012","93.9m","15","","","4","","","",""
"SSS 2012","WARNEMÜNDE (NB 575)","N Sundin, Dockstavarvet","0.71m","Wasser- und","Germany","December 2012","8m","34","","","0","5.95tonnes (lightship) 7.86tonnes (fully laden)","","",""
"SSS 2012","Wildcat 3","Blyth Workcats","1.5m","Wildcat Marine","UK","May 2012","18.5m","25","","56tonnes","0","32tonnes","","",""
"SSS 2012","Wind Servant","Mobimar Ltd","1.5m max","Auramare Ltd","Finland","August 2012","17.5m","26","","18.38tonnes","0","25tonnes","","",""
