FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SSS 2014","Ampere","Fjellstrand / Aluship","Fjellstrand","Norled","Norway","January 2015","80.8m","","","","0","","","",""
"SSS 2014","AS14","Aurora Ltd","Albatross Marine Design","Emergency Medical","Russian Federation","September 2014","78.6m","14","","","Unconfirmed","","","",""
"SSS 2014","Atco Noura","Tor Marine","0.8m","ATCO","Bahrain","October 2014","12.5m","45","","","0","19tonnes","","",""
"SSS 2014","Baltika","Shipyard Yantar JSC (blocks) / Arctech Helsinki Shipyard (hull assembly, outfitting, painting and commissioning)","2.40m","Russian Federal","Russian Federation","December 2014","40.75m","32","","371tonnes","0","372.2tonnes","","",""
"SSS 2014","Bhagwan Dryden","Keppel Singmarine","6.3m","Bhagwan Marine","Australian Maritime Safety Authority / Unrestricted service","June 2014","72.1m","323","","3,800","0","","","",""
"SSS 2014","Bugsier 7","Fassmer","2.5m","Bugsier-Reederei- und","German","June 2014","55.8m","13","","1,500tonnes","0","1,430tonnes","","",""
"SSS 2014","Burrard Otter II","Damen Shipyards (Singapore)","6.2m","Coast Mountain","Canada","October 2014","30.2m","253","","440tonnes","0","725tonnes","","",""
"SSS 2014","Chowgule 7","Shipbuilding Division, Chowgule and Company Private Limited","1.78m","Chowgule and Company","India","September 2014","33.54m","99","","438tonnes (approx)","2","232tonnes","","",""
"SSS 2014","CWind Sword","CTruk","3.2m","CWind and Ventus Workboats","UK","December 2014","66.18m","8","","1,335tonnes (net tonnage 421tonnes )","0","","","",""
"SSS 2014","Eddy1","Holland Shipyards","1.37m","URAG","Dutch","June 2014","20.8m","1","","34.6tonnes","0","44tonnes","","",""
"SSS 2014","Elida","Hyundai Mipo Dockyard","4.75m","BP Shipping","Cayman Islands","January 2014","28.95m","300","","399tonnes","3","500tonnes","","",""
"SSS 2014","HB Hydra","Uzmar Shipbuilding","6.2m","Hidrovias do Brasil","Paraguay","Q2 2014","80.9m","14.5","","5,160tonnes","2","","","",""
"SSS 2014","Horizon 9","Penguin Shipyard International","2.1m (dry season) . 2.6m (wet season)","Horizon Ferries","Singapore","September 2014","45.1m","280","","1,250tonnes","2","1,500tonnes (wet season)","","",""
"SSS 2014","Investigator","Teekay Holdings Australia / Sembawang Shipyard Pte","1.4m","Commonwealth Scientific and","Australia","July 2014","35m","86","","428tonnes","0","150tonnes","","",""
"SSS 2014","Jeddah 53","Tor Marine","Macduff Ship Design","Saudi Port Authority","Kingdom of Saudi Arabia","January 2014","85.6m","15","","5,637tonnes","0","5,880tonnes (at loadline draught)","","",""
"SSS 2014","Karina","Shipyard De Hoop","2.87m","In negotiations","","July 2014","41.6m","10.5","","496tonnes","0","1,112tonnes (max summer displacement)","","",""
"SSS 2014","Metal Shark 45'","Metal Shark Boats","3.1m","Canaveral Pilots Association","US","December 2014","49.81m","800","","493","0","","","",""
"SSS 2014","Mikotahi","Q-West Boat Builders","1.47m","Port Taranaki Ltd","New Zealand (MNZ)","May 2014","13.7m","1","","","0","","","",""
"SSS 2014","Munin S1200","Norsafe","1m","N/A (prototype)","N/A","N/A prototype launched September 2014","15.8m","30","","","1","30tonnes","","",""
"SSS 2014","Muslim Magomayev","Incat Tasmania","Incat Crowther","Caspian Marine Services","Azerbaijan","September 2014","12m","60","","","0","","","",""
"SSS 2014","NH 1816","Damen Shipyard (Gorinchem)","2m","ship system signals and alarms, including those related to the engines and fuel tanks; navigation readings, courtesy of GEMRAD radars, Furuno","The Netherlands","February 2014","66.5m","36","","","9","683tonnes","","",""
"SSS 2014","Pacific Leader","Japan Marine United","1.1m","Swire Pacific","Norway","April 2014","18.26m","31","","","7","","","",""
"SSS 2014","Seacat Intrepid","South Boats Isle of Wight Ltd","6.4m","Seacat Services Ltd","UK","October 2014","86.55m","240","","5,179tonnes","2","","","",""
"SSS 2014","SMV 1","Mustang Marine","30tonnes","James Fisher Marine Services","UK","March 2014","26.77m","1","","108tonnes","0","(operational) circa 80tonnes (Lightship) 70tonnes","","",""
"SSS 2014","Spirit of the Sound","Robert E Derecktor Inc","1.54m","The Maritime Aquarium","US","September 2014","19m","35","","85.22tonnes","0","115tonnes max","","",""
"SSS 2014","Susie S","Damen","1.5m","Windwave Workboats","UK","June 2014","18.68m","12","","","0","45tonnes","","",""
"SSS 2014","Thaiyak","Strategic Marine","1.7m","Australian Customs & Border Protection","Australia","June 2014","19.7m","26","","39.42tonnes","0","","","",""
"SSS 2014","The Next Episode","Wim Van der Valk","2.45m at full displacement","Confidential","British Virgin Islands","May 2014","37.7m","13","","589tonnes","1","621tonnes (full load)","","",""
"SSS 2014","Thea","Alnmaritec Ltd","1.65m","Fugro","N/A","April 2014","27.2m","25","","","0","65tonnes","","",""
"SSS 2014","Zeeaster","Baltic Workboats","0.6m","DAB Vloot","Belgium","August 2014","7.95m","15","","","0","5.5tonnes","","",""
