FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SSS 2005","941","Dockstavarvet AB","10UpperBelgraveStreetLondonSW1X8BQ, UK","Royal Swedish Navy","Swedish Navy","2004/ /2005 TheMarineAmbulance941 builtbyDockstavarvetfortheRoyalSwedishNavy encompassespeed patientcomfort andsecurity. Thenewvesselhasthesamefacilitiesasthemostmodernroadambulance andtheboatisfittedwitharmourprotectionwithstanding7.62NatoBallandcollectiveNBC- protection","14.9m","","","","0","","","",""
"SSS 2005","Borcus Firdaus 1","Strategic Marine Pty Ltd","Southerly Designs/ /Strategic Marine","Syarikat Borcos Shipping Sdn Bhd","Malaysian","28 August 2005 StrategicMarinelaunchedthefirstofour40mcrewboatsinAugust2005 withthreemoretofollow","13.0m","35","","","1","20tonnes","","",""
"SSS 2005","Bute","Remontowa SA","Remontowa SA","Caladonian MacBrayne Ltd","UK","22 June 2005 InMarch2004theGdanskyardRemontowasignedthecontractforthedeliveryofonero-ropassengerferryUKownerCaledonianMacBrayneLtd. Thevessel thefirstbuiltbytheyardforaScottishowner hasbeendesignedtocarry450passengers 15crew and60PBUorsixtrucks. ButewasbuiltosailbetweentheportsofRothsayandWemyssBay inScotland. ButewasfullydesignedbytheRemontowaDesignOfficeandtanktestandlaketestswereconductedbyCTOGdansk","40.00m","28.0","","TBA","1","50litresGearbox","WestmarV2 - 20","Cummins6BT","13"
"SSS 2005","Capt Rudy","Bollinger Shipyards, , Inc","3.00m","Seahorse Marine Inc","USA","19 Nov 2004 CaptRudywasdeliveredtoSeahorseMarineInc ofLouisiana USA athendof2004. BuiltbyBollingerShipyardsInc CaptRudyisthefirstofanewvesselconcepthatwasmodelledfromanotheroriginalBollinger44.1minisupplyvesseldesign. Thenewdesignprovidesgreatercapacity hasbettersea-keepingcharacteristics andseveralotherdesignimprovements","67.75m","15.5","","2612gt","2","1682.50tonnes","","",""
"SSS 2005","Douro Queen","Estaleiros Navais de Viana do Castelo, , SA","2.9m","Douro Azul","Portugal Totalnumberofsistershipsalreadycompleted...1","May 2005 InthelastweekofMay ENVCdeliveredtheNB235 DouroQueen. ThispassengersvesselisthefirstofaseriesoftwoforoperationinthecoastalareaC thatistheAlgarveSea andRioDouro inPortugal","45.42m","","","498gtitc, 92gt","0","","","",""
"SSS 2005","……………….........Fesco Sakhalin","……………………………....Aker Finnyards Inc ( (Helsinki yard) ), , Finland","15.15m","………Far Eastern Shipping Co Plc, , ( (FESCO) ), , Russia","Russia Flag………………Cyprus ( (temporary) ); ; Russian ( (permanent) ) Totalnumberofsistershipsalreadycompleted…0 Totalnumberofsistershipstillonorder…..…0","16 June 2005 FescoSakhalinhasbeendesignedtoperformadualroleasicebreakerandsupplyvessel. ShewillsupportheExxon/MobilOrlanplatform workingintheSakhalinsectoroftheRussianFarEastoilfields whereicerubblebuild-upagainstheplatformbaseisacontinuinghazardinwinter","73m","12","","1.587gt","","998.95tonnes","","",""
"SSS 2005","Fairmount Sherpa","Niigata Shipbuilding & & Repair, , Inc","AzipodV16","MPC Scheepsfounds Fairmount Sherpa BV, , Fairmount Marine BV","Panama","27 May 2005 The75mtowing/salvagetugFairmountSherpahasbeenbuiltforMPCScheepsfoundsFairmountSherpaBVandFairmountMarineBVforworldwidelongdistancedeep-seaoceantowing. BuiltbyNiigataShipbuilding  Repair inJapan thevesselcanalsoperateasananchorhandlingtugwithighmanoeuvrabilityservingoffshorerigsandFPSOs. Thefirstjobforthistugwasthetowingofasemi- submersiblebarge OceanOrc fromJapantoElSalvador","93.50mBreadth, moulded…………………………………….…21.20m","3","","6882gtDisplacement……………………………………10,00tonnesDeadweight,design……………………………………3950dwtBlockcoefficient, 7.50mdraught…………………………0.66","3","","","",""
"SSS 2005","Grampian Commander","Balenciaga SA Shipyard","6.00m","North Star Shipping Ltd","UK","30 August 2005 GrampianCommanderisthefirstofaseriesofsevenstandbyemergencyresponseandrescuevesselstobebuiltbySpanishshipyardBalenciagaforownerNorthStarShippingLtd basedinAberdeen Scotland","66.60m","155","","3239gt","6","","","",""
"SSS 2005","KV Harstad","Aker Brattvåg, , Søviknes","4.25m","Remøy Shipping/ /Norwegian Coastguard","Norway","February 2005 AnewNorwegianCoastguardmulti-rolevesselHarstad builtbyAkersSviknesyard inwesternNorway basedonsteelworkfromAkerTulceainRomaniawasdesignedbyRolls-Royce. ThevesselisownedbyRemyShipping whoperateitonlongtermchartertoKystvakten","41.50m","650","","1125gt","0","","","",""
"SSS 2005","Highspeed 5","Austal","1500tonnes","Hellenic Seaways","Greece","May 2005 Highspeed5hasrecentlybeendeliveredtoHellenicSeaways - Greeceslargestdomesticferryoperator transportingapproximatelysixmillionpassengers 20000 trucksand80000 carseveryear. Highspeed5bringsthetotalnumberofvesselsintheHellenicSeawaysfleeto34","70.9m","1800","","approx3120tonnes","0","","","",""
"SSS 2005","HMAS Armidale","Austal","Austal","Royal Australian Navy","Australia Totalnumberofsistershipsalreadycompleted ...2","May 2005 ThefirstoftheArmidaleClasspatrolboatsarrivedinDarwin Australia inMaywhereitcompletedthefinalstageofitsmissiontrial. DuringtrialsitbecamevidenthatHMASArmidalesperformancewasgreaterthanthatspecifiedinthecontractandthevesselwasabletodeliveraspeedmarginof2knotsabovetheoriginalspecification","76.4m","40","","","9","","","",""
"SSS 2005","HORC","VT Halmatic Ltd","VT Halmatic Ltd","VT Halmatic Ltd","UK Totalnumberofsistershipsalreadycompleted...0","June 2005 Thenewoffshoreraiding/replenishment/rescue/ recoverycraftbuiltbyHalmatichasbeendesignedasamulti-rolefastraidingcraftwithro-rocapability. Itisafast agile mission-focussedsmallcraftcapableofoperationsinbothbluewaterandgreenriverenvironments","52.1m","25","","","0","","","",""
"SSS 2005","Kanoo 30","Damen","Damen","Kanoo Shipping Agencies","United Arab Emirates; ; Dubai","April 2005 ThefirstofthreenewcrewboatsweredeliveredtoKanooMarine adivisionofKanooShippingAgencies aftersuccessfulseatrialsatDamens shipyardinGorinchem. Thefirst-of-classvessel namedKanoo30 thensailedtotheGulfinAprilandshortlyafterbeganservice. Thesecondvesseleftheshipyardthesamemonth andthethirdunderwentrialsinJune","9.9m","38","","A1, HSCrewsupply, Coastalwaters, ArabianGulfandGulfofOman, AMS (withoutCross)","0","5.6tonnes","","",""
"SSS 2005","Liang Yu","Wang Tak Engineering & & Shipbuilding Co Ltd","CMCS, , Australia","Shanghai Sui Ming","China","December 2005 ThelatestdeliveryfromoneofHongKongsoldestestablishedshipbuildingandrepairyards WangTakEngineering  ShipbuildingCoLtd isthepassengerferryLiangYu hullnumberY2401. ThisvesselwasuccessfullydeliveredtownerShanghaiSuiMing ofChina athendofDecember2005 aftera14-monthbuildtime. ThevesselwasdesignedbyCommercialMarineConsultingServices CMCS ofAustralia","19.15m","18","","","- -","","","",""
"SSS 2005","Lora D' 'Abundo","Rodriquez Cantieri Navali","1.0m","Medmar","Italy Totalnumberofsistershipsalreadycompleted ...0","5 March 2005 Thenew82mro-paxvesselLoraDAbundo builtbyRodriquezCantieriNavalifortheshippingcompanyMedmar wasdeliveredtothePortofNapleseathebeginningofMarch. Thishiphasbeendesignedtoincreasethe seahighwaydevelopment withanewlinkbetweenNaplesandIschiaIsland withthreesailingsperdayineachdirection","33.00m","30","","323tonnes","3","","","",""
"SSS 2005","Maria Dolores","Austal","Austal","Virtu Ferries","Malta Totalnumberofsistershipsalreadycompleted ..0","December 2005 TheAustal-built67mhighspeedvehicle- passengercatamaran MariaDolores forVirtuFerries ofMalta hasthecapacitytocarry600passengersand65cars or95lanemetresoftrucksplus35cars","82.00m","19","","","0","","","",""
"SSS 2005","Morgan Foss","Foss Rainier Shipyard","Robert Allan Ltd","Foss Maritime","USA Totalnumberofsistershipsalreadycompleted...1","August 2005 InOctober FossMaritimetookdeliveryofthepowerfulnewharbourtugMorganFossforserviceinPacificCoastports. Thishigh-powered compact tugistheresultofauniquecollaborationbetweentheowner designer andbuilder","58.8m","90","","","7","","","",""
"SSS 2005","Murray","AF Theriault & & Son Ltd","4.5m","Royal Canadian Mounted Police","Canada","February 2005 AFTheriault  SonLtdofMeteghanRiver NovaScotia thisyeardeliveredthe20mRAven200 class aluminiumpatrolcatamaranMurraytotheRoyalCanadianMountedPolice RCMP MarineDivision forserviceintheharshcoastalwatersofCanadasAtlanticCoastinFebruary","23.8m","13","","under200tonnes (USmeasurement)","0","300tonnes","","",""
"SSS 2005","Romulo and Remo","Astilleros Balenciaga","0.77m","Remolcadores de Puerto y Altura SA, , REPASA","Spanish","February 2005  Romulo  SpanishtowagecompanyRemolcadoresdePuertoyAlturaSA REPASA tookdeliveryofRomuloandRemoapairofoceangoingASDtugsbuiltatAstillerosBalenciaga NorthernSpain. Itisclaimedthathese83tonnesbollardpulltugswillbethetwomostpowerfulvesselsofthistypeyetinSpain","17.75m","1150","","","0","","","",""
"SSS 2005","SAR 413","Song Cam Shipyard, , Hai Phong","4.40m","Vinamarine, , Vietnam","Vietnamese Totalnumberofsistershipsalreadycompleted ...5","July 2005 Thesteelandaluminiumconstructedvessel SAR413 madeforsearchandrescueoperations isthelastofsixofaseriesforVinamarine theVietnamNationalMaritimeBureau. This42mcraftwasbuiltunderlicensefromaprefabricatedshipbuildingkitsuppliedbyDamenTechnicalCooperationbySongCamShipyard HaiPhong Vietnam. ThisinvolvedshippingcomponentsfromTheNetherlandsandusingthelocalabourforceforconstruction","28.65m","13.2","","","- -","","","",""
"SSS 2005","Sea Fighter","Nichols Brothers Boatbuilders","BMT Nigel Gee and Associates Ltd","US Navy","USA Totalnumberofsistershipsalreadycompleted ..N/ /A","1 July 2005 The79.9mSeaFighterwaschristenedonthe5February2005andlaunchedonthe12February","43.80m","80","","","N/ /A","","","",""
"SSS 2005","Sea Helper","Coastal Marine Boatbuilders, , Eyemouth","3.0m","Aberdeenshire Council","UK","4 February 2005 The8.85mharbourtugSeaHelperwasthefirstvesselofitsclasstobedesignedbyMacduffShipDesign","73.0m","55","","3234gt","1","","","",""
"SSS 2005","Sha Tin","Cheoy Lee Shipyards Ltd/ /Hin Lee ( (Zhuhai) ) Shipyard Co Ltd","1.49maft","Hong Kong United Dockyards Ltd/ /Hong Kong Salvage & & Towage","Hong Kong Totalnumberofsistershipsalreadycompleted...2","February 2005  Ting Kau and Yuen Kok delivered March 2005  HongKongSalvageandTowagesthreelatestvessels Shatin TingKau andYuenKok whichweredeliveredinFebruaryandMarch2005 arethefirstofthecompanysfleetohavebeenbuiltbyCheoyLeeLtd/HinLee Zhuhai ShipyardCoLtd basedinHongKongandChina. Thesetugswillincreasethefleetsizeto25 ofwhich13tugsarebasedinHongKong","7.85m","629","","9.16gt","0","17.4tonnes","","",""
"SSS 2005","Sirocco","South Boats Ltd, , Special Projects Division","3.50m","Danbrit Ship Management Ltd","British Totalnumberofsistershipsalreadycompleted ...0","8 July 2005 SiroccoisafirstofclassnewbuildSouthCatamaran42/13mAlloyWFSV windfarmservicevessel forDanbritShipManagementLtd ofGrimsby. ThevesseliscurrentlyworkingontheKentishFlatsWindFarm operatingfromWhitstable NorthKent","23.50m","100","","297gt","2","584.35tonnes","","",""
"SSS 2005","Spirit of Portsmouth","VT Halmatic Ltd","0.9m","Gosport Ferries Ltd","UK","May 2005 CompletedinMay2005byHalmaticforGosportFerriesLtd SpiritofPortsmouthcancarryamaximumof300passengersonaroutebetweenPortsmouthandGosport and250passengerswhilstsailinginTheSolent","13.1m","1500","","","0","17,500kg","","",""
"SSS 2005","Stevns Arctic","Irving Shipbuilding Inc","Robert Allan","Partrederiet Stevns/ /Nordane Shipping","Danish","September 2005 IrvingShipbuildingInc ofCanada thisSeptembercompletedaRobertAllan-designedASD33/55iceclassedtug StevnsArctic forPartrederietStevns ofDenmark. The33.5mtugwasdesignedforbothshipassistandoceantowingduties","30.2m","24","","","- -","216tonnes","","",""
"SSS 2005","Tees Navigator","Safehaven Marine","5.20m","P D Teesport","UK Totalnumberofsistershipsalreadycompleted ...47","1 August 2005 TeesNavigatorisaWildcat12mcatamaranbuiltbySafehavenMarineforPDTeesport basedinMiddlesborough UK. Theportdecidedtobuildacatamaraninsteadofamonohullcraftduetotheuseofanewmultibeamsonarhead onacatamaranthesonarheadisdeployedthroughamoonpoolinthebridgedeck whichismuchsafer","33.5m","13.5","","","2","","","",""
"SSS 2005","Velox","Astilleros Gondan","Robert Allan Ltd","Østensjø Rederi AS","Norwegian","February 2005 InlateFebruarythehighperformanceAVTescortugVeloxwasdeliveredfromAstillerosGondan ofSpain tostensjRederiASofHaugesund Norway","12m","23","","19tonnes","1","11.2","","",""
