FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SSS 2018","Jiang Men","Wang Tak Engineering &","1m","Jiang Men Hong Kong","China","July 2018","17m","120","","","0","38,000kg","","",""
"SSS 2018","Mary Anning","Blyth Catamarans","1.2m","Swansea University","UK","December 2018","40m","80","","386tonnes","0","","","",""
"SSS 2018","Med XXIV","Med Marine (Eregli Shipyard)","1.3m","Med Marine","Turkey","June 2018","17.2m","28.4","","","0","32tonnes","","",""
"SSS 2018","Munin S1200 Open","Norsafe","3.15m","Norsafe","Norway","N/A","23m","205","","289tonnes","2","","","",""
"SSS 2018","OPH/969/D","Ophardt Maritim","3.37m","German Government Agency","Germany","March 2018 first vessel","12.03m","65","","“Various proven and unique high-speed hull features which do not compromise seakeeping were successfully implemented, and are achieving better than expected results.” The designer’s aim was to develop an aluminium-fashioned hull capable of the same tolerances as – or superior tolerances to – a fibre-reinforced plastic (FRP) hull","9","","","",""
"SSS 2018","Pacifico Voyager","Composite Shipbuilding","0.55m","Private client","Russia","September 2018","8.5m","60","","","1","3.4tonnes","","",""
"SSS 2018","Raju","Baltic Workboats","1.24m","Estonian Police and","Estonia","August 2018 2018 saw battery power adopted by a wide range of vessel types from fishing boats and fast ferries to offshore support vessels. Joining this user base was the Estonian Police and Border Guard","19.9m","2.51","","","0","34tonnes/ 45tonnes","","",""
"SSS 2018","Red Jet 7","Wight Shipyard Co","1.67m","Red Funnel","UK","free WiFi tinted windows to reduce glare automatically controlled cabin air temperature and humidity and six LED HD","44.6m","27","","445tonnes","“An advanced hull design and computer-controlled interceptors also help keep the wash to an absolute minimum, which is good news for leisure craft in the area.” Her propulsive set-up sees four","260tonnes","","",""
"SSS 2018","RPA 8","Scheepswerf Gebr. Kooiman","1.30m","Port of Rotterdam NV","Netherlands","January 2018","37.94m","38","","","0","101.5tonnes lightship","","",""
"SSS 2018","R/V Virginia","Meridien Maritime","1.26m","Virginia Institute of","US","September 2018","24.60m","64.5","","","0","58tonnes","","",""
"SSS 2018","Scotia","Macduff Ship Yard","2.9m","ABP","UK","January 2018","28.35m","99","","253tonnes","0","234.70tonnes (lightship) 289.57tonnes (full load)","","",""
"SSS 2018","Sea Puffin 1","Esbjerg Shipyard A/S","1.2m","WindPartner AS","Norway","July 2018","12.00m","“A computer-based control system actively controls the air cushion pressure. This is done by operating louvers [or slats] that can ventilate air out from the air cushion or shut off air supply from the lift fan. By manipulating the air pressure, the control system reduces the vertical motions of the entire vessel.”","","","0","40tonnes (approx.)","","",""
"SSS 2018","Seastreak Commodore","Gulf Craft LLC","1.4m","Seastreak LLC","US","March 2018","13m","25","","27tonnes","1","16tonnes (max)","","",""
"SSS 2018","Sigrid Dunlap","Hansen Boat Company","1.8m","Dunlap Towing Company","US","June 2018","41.9m","195","","86.6tonnes","Not specified","","","",""
"SSS 2018","Spirit of the Wild","Richardson Devine Marine","4.81m","Gordon River Cruises","Australia","June 2018","35.32m","1","","559tonnes (193tonnes, US Regulatory)","0","1,163tonnes","","",""
"SSS 2018","Strait Sentinel","ASL Marine Ltd","1.6m (prop) 1.2m (hull)","Western Canada Marine","Canada","September 2018","33.3m","25","","","2","","","",""
"SSS 2018","Unithai Chumporn","Unithai Shipyard and Engineering Ltd","2.75m","Unithai Offshore Ltd","Thailand","August 2018","23.8m","460","","278tonnes","1","365tonnes","","",""
"SSS 2018","Victoria of Wight","Cemre Marine Industries","5m","Wightlink","UK","July 2018","42.35m","242","","1,340tonnes","0","2,410tonnes","","",""
