FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SS 2014","Crystal Star","Sanoyas Shipbuilding Corporation","8.35m","-","Panama","29 October 2014","268.90m","4","9675262","133,000tonnes","8","65,626tonnes","MMG","GR3021G090 30kW Platinum, GR3060A001 25kW Platinum","12"
"SS 2014","CSCL Globe","Hyundai Heavy Industries","Hyundai Heavy Industries","China Shipping Container Line","Hong Kong","","229.00m","14.5","9695121","43,432gt","4","","","",""
"SS 2014","Deepwater Asgard","Daewoo Shipbuilding & Marine","14.50m","Transocean Cyprus Capital","Marshall Islands","20 November 2014","383.00m","4","9620580","187,541gt","nil","","Hyundai","Hyundai-MAN B&W 12S90ME-C9.2",""
"SS 2014","Emerald Sky","De Hoop Shipyard","12.00m","Scenic","Malta","21 February 2014","230.00m","6","","68,000gt","1","103,300tonnes","","",""
"SS 2014","Excelerate Experience","Daewoo Shipbuilding & Marine","1.45m","Excelerate Energy","Marshall Islands","March 2014","135.00m","1","9638525","3,047gt","nil","","","",""
"SS 2014","F.A. Gauthier","Fincantieri","11.50m","Société des traversiers du Québec","Canada","2 April 2014","283.50m","14112.5","9669861","116,000gt","nil","132,900tonnes","Renk","12V50DF & 6L50DF","Applied"
"SS 2014","Framura","SPP Shipbuilding","5.57m","Premuda","Cayman Island","31 December 2014","119.923m","5","9691395","Minimax/ water spray","nil","10,080tonnes","Wärtsilä 12V34DF","Asynchronous 3,150V, 3 phase, 46.6Hz",""
"SS 2014","Gas Star","Hyundai Heavy Industries","12.20m","KSS Line","Panama","January 2014","217.00m","600","9670004","42,495gt","nil","89,871tonnes","SPP Shipbuilding/ Silla Metal","5S60ME-C (MK8.2)",""
"SS 2014","Golar Eskimo","Samsung Heavy Industries","12.00m","Golar LNG","Marshall Islands","6 January 2014","220.00m","1","9624940","47,454gt","nil","","Hyundai","Hyundai-MAN B&W 6S60MC-C8.2",""
"SS 2014","Jolly Titanio","STX Offshore & Shipbuilding","11.728m","Messina","Italy","17 December 2013","269.0m","12","9547219","103,446gt","3","","Wärtsilä","12V50DF, 6L50DF",""
"SS 2014","KYO-EI","Japan Marine","10.50m","Kyoei Tanker Co., Ltd","Panama","13 November 2014","20,357m3","1","9663843","51,060gt","N/A","","Kangrim Heavy Industries","","Yes"
"SS 2014","Lewek Constellation","Saigon Offshore Fabrication & Engineering Limited","MAN B&W","ERZA Marine Services","Panama","13 February 2014","335.00m","15.8","9629756","162,858gt","Nil","","","",""
"SS 2014","18%","Hyundai Heavy Industries","8.75m (sailing) 		10.50m (crane operation). 10.50m (crane operation)","Oldendorff","Liberia","2014","165.09m","6","9691929","48,786gt","5","68,890tonnes","","",""
"SS 2014","Loch Seaforth","Flensburger","16.00m","Caledonian Maritime Assets (CMAL/ Caledonian MacBrayne)","UK","30 September 2014","291.50m","880","9665437","109,000gt","Nil","","Two stroke, crosshead, turbocharged marine diesel engine","Hyundai-MAN B&W 6G70ME-C9.2",""
"SS 2014","Mein Schiff 3","STX Finland Oy","4.80m","TUI Cruises","Malta","September 2014","376 lane meters","1","9641730","8,680gt","1","","Wärtsilä","8L 32",""
"SS 2014","MOL Bravo","Jiangsu Yangzi","8.05m","Seaspan","Hong Kong","22 May 2014","272.76m","2","9685322","99,526gt","6","","Aalborg","Platinum","Yes"
"SS 2014","Orange Phoenix","Imabari Shipbuilding","13m","EL SOL Maritime S.A","Panama","13 July 2014","20ft, 40ft, 45ft","3690","9700835","machinability and weldability) of conventional steels, which substantially improves the ship’s collision safety. NSSMC developed NSafe-Hull through designing chemical composition and microstructural control in crystalline scale","6","153,111.7tonnes","MAN B&W","10S90MEC9.2",""
"SS 2014","Pegasus Tera","Hyundai Mipo Dockyard","2 stroke cycle, single acting, direct reversible, crosshead type diesel engine with turbocharger","Dongyoung Shipping","Marshall Islands","23 October 2014","291.40m","680","9685061","107,229gt","nil","","Mitsubishi Heavy","6S70ME-C8.2",""
"SS 2014","Pegasus Voyager","Samsung Heavy Industries","7.40m","Chevron","Bahama’s","4 March 2014","6,058mm","18","9665736","9,988gt","nil","","Hyundai B&W","6S46ME-B8.2 (Tier II)",""
"SS 2014","Pierre de Fermat","Vard","MAN B&W","Orange Marine","French","5 August 2014","265.60m","1","9694505","85,147gt","nil","","","",""
"SS 2014","Pieter Schelte","Daewoo Shipbuilding & Marine Engineering","Allseas","Societe D’ Exploitation Du","Panama","Mid-2014","86.8m","15","9593505","","nil","","","",""
"SS 2014","Pirgos","Anrun Ship","19.85m","Elefteros Shipping","Liberia","October 2014","370.00m","8","","","2","683,200tonnes (summer load 19.85m) 968,700tonnes (at scantling draught)","Four stroke diesel engines compliant with IMO Tier II","8 x 20V32/44CR, 1 x 9L32/44CR","8"
"SS 2014","Q Anastasia","Sungdong Shipbuilding &","6.193m","Quintana Shipping","Marshall Islands, Majuro","30 May 2014","134.56m","418","9696046","6,600gt","1","12,360tonnes","Norden Ship Design","6UEC33LS",""
"SS 2014","San Sha 1 Hao","Bohai Shipbuilding","16.5m","Sansha local government","China","5 November 2014","283.50m","820","","","nil","","Hyundai Heavy","MAN B&W 6G70ME-C9.2 Tier II",""
"SS 2014","Seishu Maru","Mitsubishi Heavy Industries","5.20m","Trans Pacific Shipping 1","Bahamas","December 2014","350m","18","9666558","12,580gt","7","7,800tonnes","medium speed four-stroke, turbocharged, charge-air cooled","MAN 9L32/40 IMO Tier II",""
"SS 2014","SITC Shandong","CSBC Corporation, Taiwan Keelung shipyard","11.55m","SITC Shipping","Hong Kong","30 September 2014","275.00m","2","9691113","136,740gt","nil","","MHI Marine Machinery & Engine","Frame A-49M",""
"SS 2014","Tachibana-Maru","Mitsubishi Heavy Industries, Shimonoseki, Japan","8.50m","Tokai Kisen","Japan","October 2014","20ft/40ft","1","","17,119gt","nil","","MAN","6S60ME-C8.2",""
"SS 2014","Thermopylae","Hyundai Samho Heavy Industries","5.40m","Wilh. Wilhelmsen Lines","Malta","4 June 2014","109.20m","19","9702443","5,681gt","3","","","",""
"SS 2014","Tokitae","Vigor Industrial","9.00m","Washington State Ferries","US","13 November 2014","190.85m","7","","74,500gt (preliminary)","2","47,272mt","Hyundai-Man B&W","8S60ME-C8.2","Yes"
"SS 2014","UASC Tabuk","Hyundai Samho","4.87m","IME","Liberia","5 June 2014","102.18m","300","9695016","","nil","4,363.77 LTSW","","",""
"SS 2014","Velikiy Novgorod","STX Offshore & Shipbuilding","12.50m","SCF Sovcomflot/ Unicorn Management Services","Liberia","3 June 2014","6,058mm","8","9630004","94,930gr","3","142,855tonnes","Wärtsilä","W9X82",""
"SS 2014","Waasmunster","Hyundai Mipo Dockyard","11.5m","Exmar Shipping","Belgium","29 January 2014","288.00m","2","9659103","113,876gt","nil","131,246tonnes","Diesel-electric propulsion system","2 x 11,700kW electric propulsion motors ABB",""
"SS 2014","Wedellsborg","Cantieri Navali Visentini","10.00m","Nordana","Italy","1 April 2014","165.00m","1","9687306","25,143gt","2","","Hyundai-B&W","6S50ME-B9.2",""
