FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SS 2015","Al Murabba","Hyundai Samho","Hyundai Samho Heavy","UASC","Marshall Islands","","368.52m","","9708837","First in series of ore carriers 76","10","","","",""
"SS 2015","Aranui 5","Huanghai Shipbuilding","14.50m (moulded)","Companie Polynesienne de","French","1 March 2015","ISO standard container","4","9677492","15,3148gt","","194,967gt (at scantling draught)","HYUNDAI-MAN B&W","9S90ME-C10.2",""
"SS 2015","Asphalt Splendor","Avic-Dingheng","5.20m","Sargeant Marine Inc","Marshall Islands","October 2015","6,058mm","1","9763332","11,468gtonnes","1","Teamtec","","",""
"SS 2015","Atlantic Star","Hudong-Zhonghua Shipbuilding (Group) Co. Ltd, China","9.50m","Atlantic Container Line AB","Liverpool, UK","15 December 2015","176.90m","900","9670573","26,119gt","4","48,385tonnes (scantling)","Wärtsilä","5RT-flex50D, Tier II",""
"SS 2015","Barzan","Hyundai Samho","11.50m","UASC","Malta","27 October 2015","287m","720","9708851","100,430","5","","Wärtsilä","2-stroke 8RT-flex68-D","Yes"
"SS 2015","Cielo d’Italia","Sanoyas Shipbuilding","14.50m (Moulded)","d’Amico Dry Limited","Panama","8 May 2015","ISO standard container","4","9539274","19, 5636gt","2","257,947gt (at scantling draught)","HYUNDAI-MAN B&W","10S90ME-C10.2",""
"SS 2015","CMA CGM Arkansas","Samsung Heavy Industries","Mitsui Engineering & Shipbuilding Co.Ltd","BCLC / CMA CGM","Liberian","3 February 2015","245m","700","9722651","63,087gt","4","","","",""
"SS 2015","CMA CGM Kerguelen","Samsung Heavy Industries","12.5m","CMA CGM","Bahamas","July 30 2015","6,058mm","4","9702132","94,000gt","0","","Man Diesel & Turbo","8S90ME-C9.2",""
"SS 2015","D&K Abdul Razzak","STX Offshore & Shipbuilding Co.Ltd","14.5m","D&K Holdings LLC","Marshall Islands","March 31 2015","6,058mm","3","9700213","175,000gt","1","","MAN Diesel & Turbo","11S90ME-C9.2",""
"SS 2015","Dole Pacific","Hyundai Mipo Dockyard Ltd","11m","Dole Food Company Inc","Bahamas","22 September 2015","173.9m","990","9703057","29, 554gt","2","","Silla Metal","STX-MAN B&W 6G50ME-B9.3",""
"SS 2015","Eagle Barents","Samsung Heavy","9.75m","AET Sea Shuttle","Bahamas","10 November 2015","12.192m","1","9676125","","NIL","","","",""
"SS 2015","ENSCO DS-8","Samsung Heavy Industries","15.1m","ENSCO","Marshall Islands","9 March 2015","259m","4","9659531","88,000gt","2","","2 stroke, diesel engine","6G50ME-B9.3",""
"SS 2015","Far Sleipner","Vard Langsten","11m","Farstad Construction AS","NIS","July 2015","220.8m","8750","9687356","57,300gt","0","78,400tonnes","","",""
"SS 2015","Gas Taurus","Jiangnan Shipyard (Group) Co.Ltd","6.3m","Southwest Maritime Limited","Hong Kong","26 March 2015","132,8m","1","9710385","15,008gt","2","19,061tonnes / 8m","Pyro","FAR-3000","4"
"SS 2015","Hidaka","Mitsubishi Heavy Industries Ltd (design), Kanda Shipbuilding","11.40m","Kinkai Yusen Kaisha","Japan (Tokyo)","","215m","1","9726138","46,789gt","Nil","73,415","MAN B&W","6S60ME-C8.2",""
"SS 2015","Isaac Newton","Uljanik Brodogradilište, Croatia","6.80m","Sofidra","Luxembourg","28 January 2015","171m","23","9707297","11,185gt","","","MAN B&W","9S50ME-C8.2",""
"SS 2015","Isla Bella","General Dynamics NASSCO, San Diego California","6.5m","TOTE Shipholdings/Operator: .......TOTE","USA","27 November 2015","120m","3","9680841","16,255gt","1 to be delivered on Jan. 22, 2016","21,850tonnes","Schottel","9L 37-38",""
"SS 2015","Jolly Cobalto","STX Offshore & Shipbuilding Co. Ltd","10.5m","Messina","Italy","16 October 2015","20’, 40’, 45’, 53’, car-tainers, 53’ bulk fructose containers","22","9668960","36,751gt","3","48,530.7mt","","",""
"SS 2015","JS Ineos Insight","Sinopacific Offshore & Engineering","10.50m","SNC Multigas S1015 / Evergas Management A/S","Denmark","17 February 2015","20,357m3","1","9685425","51,060gt","5","","Kangrim Heavy Industries","HSVA (Hamburg Ship Model Basin)","Yes"
"SS 2015","K. Younghung","Sungdong Shipbuilding & Marine Engineering Co., Ltd","8.3m","KSF 33 International","Panama","July 2015","170.8m","1","9708590","22,887gt","1","32,087.9tonnes","Wärtsilä","6L50 Duel Fuel",""
"SS 2015","LNG Bonny II","Hyundai Heavy Industries","15.2m","Bonny Gas","Bermuda","August 2015","265.m","750","9692002","79,000gt","None","","MAN B&W","5G70ME-C9.2 Tier II",""
"SS 2015","Finima II","Samsung","11.97m","Bonny Gas Transport Ltd","Bermuda","","286.3m","7","9690145","115,995gt","3","","Four stroke, single acting, trunk piston, turbocharged, intercooled, constant speed, non-reversible, dual fuel burning","Wärtsilä 8L50DF",""
"SS 2015","Maersk Tacoma","Sungdong Shipbuilding & Marine","11.65m","Maersk Tankers A/S","Singapore","30 November 2015","280m","2","9708617","116,600gt","2","","Wärtsilä","8L50DF",""
"SS 2015","Maran Gas Achilles","Hyundai Samho","11m","Maran Gas","Greece","April 2015","174m","1","9682588","29,445gt","5","","MAN B&W","6G50ME-B9.3 Tier II",""
"SS 2015","MSC Oscar","Daewoo Shipbuilding & Marine","11.60m (moulded)","Mediterranean","Panama","14 December 2015","284m","11","9703291","113680gt","5","128,190gt (at scantling draught)","","",""
"SS 2015","Natori","Kyokuyo Shipyard Corporation, Japan","14.5m","Imoto Lines","Japan","January 10 2015","20ft ISO","4","9729788","192,237gt","0","","MAN B&W","MAN B&W 11S90ME-C9.2",""
"SS 2015","NAVIG8 Excel","STX Offshore & Shipbuilding Co. Ltd","6m","NAVIG8 Product","Republic of Korea","11 December 2015","20ft; 40ft; 45ft","850","","7,390gt","","","MAN B&W","7S35MC7",""
"SS 2015","Navig8 Serenity","Sungdong Shipbuilding & Marine Engineering Co., Ltd","12.20m","Navig8 Ship Management","Marshall Islands","3 November 2015","210m","990","9708552","42,500gt","7","","MAN Diesel & Turbo","6S60ME-C 8.2",""
"SS 2015","Nissos Therassia","Hyundai Heavy Industries","13.6m","Kyklades Maritime, Athens","Greece","June 2015","239.0m","900","9694646","63,915gt","3","","MAN B&W","6G60ME-C9.2 Tier II",""
"SS 2015","Ohio","Philly Shipyard Inc","13.6m","Crowley Maritime","United States","5 January 2015","241m","920","9704776","","6","","Two stroke, single acting, crosshead, direct reversible, marine diesel","Hyundai- Wärtsilä 6X62",""
"SS 2015","Othoni","Hyundai Mipo","11.00m","Eletson Gas","Greek","30 September 2015","174m","833","9711494","29,801gt","4","design: ................ 49,971tonnes/ scantling: 60,379tonnes","Two stroke","6S50ME-B9.3 (TIER II)",""
"SS 2015","Sea Bird","Hyundai Heavy Industries","7.3m","Petredec/Shell","Republic of Korea","24 July 2015","139.0m","1562.5","97260611","13,700gt","5","","Hyundai Heavy Industry – B&W","6S46ME-B8.3 (Tier II)",""
"SS 2015","Shandong Zheng Tong","Qingdao Beihai Shipbuilding","11.6m","Shandong Dacheng","Hong Kong","18 November 2015","220m","1","9702649","47,347gt","0","70,920gt /73,740gt","Two stroke, single acting, crosshead, turbocharged, reversible","Hyundai-B&W 6G60ME-C9.2",""
