FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SS 2012","Eagle San Antonio","Samsung Heavy Industries","Wärtsilä","AET/ AET","Singapore","January 2013","146.67m","1","9594822","","4","","","",""
"SS 2012","Elka Leblon","STX Offshore & Shipbuilding Co., Ltd","16.2m","European Navigation Inc","Liberia","26 April 2012","267.0m","900","9625712","80,783gt","1","181,682tonnes","MAN Diesel & Turbo","6S70MC-C8.1",""
"SS 2012","Emerald Ace","Mitsubishi Heavy Industries","15.00m","Mitsui OSK Lines","Marshall Islands","23 December 2012","264.00m","2","9539236","","nil","182,644tonnes","STX-MAN B&W","6S70ME-C8.1 (NOx Tier III)",""
"SS 2012","Ephesos","Hyundai Samho Heavy","8.80m","N.J Goulandris","Greece","29 June 2012","192.00m","1","9607423","60,154gt","nil","","Mitsubishi Heavy Industries","7UEC60LSII (P/U)",""
"SS 2012","Ever Lambent","Samsung Heavy Industries","16.00m","Evergreen","UK","28 February 2012","264.00m","900","9595436","84,850gt","20","191,050tonnes","Hyundai B&W","6S70ME-C8",""
"SS 2012","Ferry Naminoue","Mitsubishi Heavy Industries","13.5m","A Line Ferry Co., Ltd","JAPAN (Amami)","25 July 2012","317m","3","9608348","97,500gt","nil","","","",""
"SS 2012","FS Diligence","Namura Shipbuilding Co., Ltd","6.20m","J&K Shipping","Hong Kong","19 September 2012","135.00m","900","9532161","8,072gt","nil","","S.E.M.T – Pielstick","12PC2-6V",""
"SS 2012","Hamburg Express","Hyundai Heavy Industries","12.91m","Hapag-Lloyd","Liberia","18 January 2012","241.00m","660","9461051","63,058gt","7","","Nakashima Propeller Co., Ltd","1 x MAN B&W 6S60MC-C",""
"SS 2012","Hyundai Together","Hyundai Samho Heavy","14.5m","Danaos Shipping Co., Ltd/ Hyundai Merchant Marine Co., Ltd","Liberia","5 July 2012","6,058mm","3","9473731","142,295gt","4","","2-stroke","11K98ME7",""
"SS 2012","Innovation","Sungdong Shipbuilding & Marine Engineering Co., Ltd","14.50m","Aegean Bulk Co., Inc","Liberia, Monrovia","16 February 2012","6,058mm","2","9622667","59,000gt","1","184,000tonnes","B&W","12K98ME-C7",""
"SS 2012","Innovation","Crist S.A, Gdansk","12.2m","HGO InfraSeas Solutions","Germany","18 June 2012","222m","600","9603453","44,300tonnes","nil","94,900tonnes","Sungdong/HHI","MAN Diesel 6S60ME-C8.2",""
"SS 2012","Jaguar","Shipkits B.V","7.00m","Jaguar Shipping","The Netherlands","August 2012","146.8m","12.3","9613628","21,900gt","3","35,537tonnes","","",""
"SS 2012","JS Amazon","Sinopacific Yangzhou Dayang","6,555gt","Greenship Bulk Pte Ltd","Singapore","01 June 2012","20ft","12","9573713","5,198gt","22","8,776tonnes","","",""
"SS 2012","Jules Garnier II","Naikai Zosen Corporation","11.30m","Sunny Durban Maritime S.A","Panama","02 March 2012","32.26m","615","9646417","35,812gt","nil","74,922tonnes","MAN BW","5S60MEC8 TII",""
"SS 2012","K. Hope","Hyundai Samho Heavy","MAN Diesel & Turbo SE","SK Shipping","Panama","19 September 2012","154.50m","440","9613783","16,715gt","nil","","Nakashima Propeller Co., Ltd","Hitachi-MAN B&W 6S42MC7.1",""
"SS 2012","LOG-IN Tambaqui","Estalerio Ilha S.A (EISA)","18.00m","LOG-IN Logistica Intermodal","Brazil","12 September 2012","321.00m","1","9555785","133,647gt","1","285,100tonnes","Hyundai-Wärtsilä","6RT-flex82T",""
"SS 2012","Meri","STX Finland Turku Shipyard","11.58m","Oy Gaiamare Ab","Finland","December 2012","237.00m","650","9622502","48,258gt","nil","","Wärtsilä Switzerland Ltd","6RT-flex 50-B",""
"SS 2012","MSC Altamira","Hyundai Samho","4.0m","Ofer Ships Holding Ltd/ Bernhard Schulte","Hong Kong","13 June 2012","95.6m","1","9619426","3,360gt","4","","","",""
"SS 2012","MSC Athens","Sungdong Shipbuilding & Marine Engineering Co., Ltd","12.50m","Costamare Inc","Greece","28 September 2012","20ft/40ft/45ft","3","9618305","94,017gt","5","143,761tonnes","HHI-EMD","9S90ME-C8.2",""
"SS 2012","Neva Leader 1","Nevsky Shipbuilding-","12.5m","North-Western Shipping","Russia","December 2012","20ft/40ft/45ft","5","9598816","","10","","MAN B&W","9S90ME-C 8.2(TierII)",""
"SS 2012","Nikolay Zuyev","Daewoo Shipbuilding and","4,7m (at sea), 3.6m (in river)","Sovcomflot","Liberia","26 November 2012","135.74m","292","9610781","","nil","","Wärtsilä","6L20",""
"SS 2012","Nord Stability","STX Offshore & Shipbuilding Co., Ltd","13.6m","Norden","Singapore","31 May","243.0m","1","9629495","66,818gt","3","","MAN Diesel & Turbo","MAN B&W 6S60MC-C8.2",""
"SS 2012","Pacific Orca","Samsung Heavy Industries Co., Ltd. Geoje Shipyard, South Korea","11.00m","Swire Pacific Offshore","Limassol, Cyprus","10 December 2012","173.90m","960","9601326","","","61,345tonnes","Haey Ang","STX MAN 6S50ME-C8.2",""
"SS 2012","Prime Rose","SPP Shipbuilding Co., Ltd","5.5m","Active Shipping","Marshall Islands","27 July 2012","105m (may be lengthened by 15m)","20","9590747","14,000gt","4","","","",""
"SS 2012","PTSC Bien Dong 01","Sungdong Shipbuilding & Marine Engineering Co., Ltd","12.2m","Petro Vietnam","Singapore","20 February 2012","223.00m","680","9633496","44,485gt","nil","94,867tonnes","Hyundai-MAN B&W","6S60MC-C8.1",""
"SS 2012","River Discovery II","De Hoop Lobith","12.0m","Vantage Delux Travel","Germany","December 2012","170.00m","1","","31,349gt","1","66,000tonnes","","",""
"SS 2012","S.A. Agulhas II","STX Finland Rauma Shipyard","Caterpillar","Department of","South Africa","01 February 2012","135m","439","9577135","","nil","","","",""
"SS 2012","Severine","Kyokuyo Shipyard Corporation, Japan","7.65m","Shiplux VIII S.A","Malta","04 April 2012","121.4m","140","9539078","12,897gt","nil","","","",""
"SS 2012","Silver Princess","Mitsubishi Heavy Industries Ltd","5.40m","Kawasaki Kinkai Kisen Kaisya Ltd","Japan (Hachinohe)","25 January 2012","1,755m","500","9597616","16,342gt","nil","","Wärtsilä","16V32",""
"SS 2012","Stena Supreme","Samsung Heavy","5.70m","Stena Bulk","Bermuda","5 April 2012","137.50m","900","9585895","10,536gt","7","","S.E.M.T – Pielstick","12PC2-6B",""
"SS 2012","STI Amber","Hyundai Mipo Dockyard Co., Ltd","16.0m","Scorpio Tankers","Marshall Islands","30 June 2012","264.0m","1","9629926","81,187gt","3","182,914tonnes","MAN Diesel & Turbo","6S70ME-C",""
"SS 2012","Stolt Rhine","Mercurius Shipbuilding (Mercurius Shipping group)","11.00m","Stolt Nielsen Inland","The Netherlands","20 July 2012","174.00m","1","","29,708gt","nil","50,048tonnes","Hyundai Heavy Industry Co., Ltd","6S50ME-B9.2",""
"SS 2012","STX Arborella","STX Offshore &","4,00m","POS Maritime CA S.A/ STX PanOcean Co., Ltd","Marshall Islands","6 February 2012","109.99m","660","9613288","3,409.795gt","9","3,409.795tonnes","ABC","6 DZC-1000-166-A",""
"SS 2012","Tanit","Daewoo Shipbuilding & Marine Engineering, Ltd","11.0m","Compagnie Tunisienne","Tunisia","9 November 2012","191.8m","910","9598579","39,009gt","nil","70,605tonnes","STX/SILLA Metal","MAN 6S50MC-C8.1",""
"SS 2012","Tzini","SPP Shipbuilding Co., Ltd","7.29m","Eastern Mediterranean","Malta","31 May 2012","1,400","2","9625906","52,645gt","2","","MAN B&W","12V48/60CR",""
"SS 2012","Ulusoy-14","Flensburger Schiffbau-","8.5m","Ulusoy Sealines","Turkey","14 January 2013","20ft, 40ft","1","9506253","Abt. 20,600gt","1","32,665tonnes","MAN Diesel & Turbo","6S60ME-C8.2",""
"SS 2012","VF Tanker 1","Kranoye Sormovo (OJSC), Nizhny Novgorod","6.45m","VF Tanker Ltd","Russian Federation","06 December 2012","4,094m","1","9640499","31,700gt","3","1,025tonnes/m3","Renk","MAN 8L 48/60-CR",""
"SS 2012","Wan Hai 511","CSBC Corporation, Taiwan, Kaohsiung shipyard","4.2m (at sea) 3.6m (in river)","Wan Hai Lines Ltd","Singapore","05 May 2012","137.10m","296","9455296","5,075gt","3","9,483tonnes","Schottel","6L20",""
"SS 2012","Zealand Juliana","Sefine Shipyard","44,053dwt","Sefine Denizcilik","Dutch","May 2012","20ft/40ft","2280","9655951","46,904gt","1","","MAN B&W","8K90MC-C6",""
