FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SSS 2017","Adams Lake II","WaterBridge Steel Inc","Capilano Maritime Design Ltd","","Canada","May 2017","30m","","","","1","","","",""
"SSS 2017","Aditya","Navgathi Marine Design & Construction","1m","Kerala State Water","India","January 2017","30m","4","","158tonnes","0","","","",""
"SSS 2017","Alusafe 1200 TWJ FRDC","Maritime Partner","0.944m","Havila Shipping","Norway","November 2017","19.72m","7.5","","39tonnes","0","23.18tonnes","","",""
"SSS 2017","Antarctic","Atlas Tersanecilik","0.65m","Stream Shipping Ltd","St. Kitts and Nevis","The minimum draught in a light operating condition of approximately 2.5m facilitates access to the shallower parts of the Caspian Sea.","12m","1","","","2","","","",""
"SSS 2017","BAP Carrasco","Construcciones Navales Paulino Freire","3.8m","Marina de Guerra del Peru","Peru","March 2017","61.89m","250","","1,526tonnes","0","","","",""
"SSS 2017","Bravo 72","Cheoy Lee Shipyards Ltd","6.4m","Cheoy Lee Shipyards","US","December 2016","84m","1","","5,716tonnes","2","6,388tonnes","","",""
"SSS 2017","Carson Interceptor 950","Probond Marine Ltd","1.5m","Probond and others","UK","April 2017","23.44m 21.95m (excluding stern platform)","28","","","5+","42.6tonnes","","",""
"SSS 2017","Dithmarschen","N Sundin Dockstavarvet","0.6m","Generaldirektion","Germany","December 2017","9m","50","","","1","6.5tonnes","","",""
"SSS 2017","Dux","Astilleros Gondán","2.6m","Østensjø Rederi AS","Norway","May 2017","26m","0","","liquid and vapour LNG tank connections; a pressure build-up evaporator (PBE), which builds up and maintains adequate pressure within the tank (approximately 5bar, Wärtsilä claims); a main gas evaporator; and a gas valve unit (GVU) for each tank. Wärtsilä says: “By combining the LNGPac and the GVU into a single system, considerable space can be saved… [as can] installation time and costs for the yard.” RAL adds: “The TCS is accessed from within the tank hold by an air lock, which is integrated with the TCS and is supplied as part of the","0","125tonnes","","",""
"SSS 2017","Elbphilharmonie","Pella Sietas","6.7m","HADAG Seetouristik und","Germany","This propulsion system set-up allows a sustainable system ready for future technologies like advanced batteries or other future energy storage devices.","38.5m","750","","the latter designed for minimal resistance, to improve fuel efficiency","Unconfirmed","1,545.9tonnes","","",""
