FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SS 2008","Mariloula","Daewoo Shipbuilding & Marine","12.20m scantling.............................................................14.18m","Chandris (Hellas) Inc, Greece","Panama","12 February 2008","220.00m","3","9434553","amongst the biggest offered by comparable Capesize bulker designs. Mariloula can sail with holds 2, 4, 6 and 8 empty and is especially suitable to load coal and ore cargoes with a maximum density up to 3tonnes/m³","2","90,218tonnes","MAN B&W","6S60MC-C (non-reversible)",""
"SS 2008","Martín i Soler","Astillero Hijos de J Barreras SA, Spain","16.50m scantling. ...............................................................18.20m","Eurolineas Maritimas SA, Spain/Balearia, Spain","Spain","November 2008","283.oom","3","9390367","90,000gt","Nil","","MAN B&W","6S70MC-C",""
"SS 2008","Morning Linda","Hyundai Samho Heavy","5.50m scantling ................................................................6.00m","Eukor Car Carriers Inc, Korea","Panama","December 2008","152.50m","3","9383106","24,761gt","3","","","",""
"SS 2008","Mozah","Samsung Heavy Industries","9.00m scantling. ...............................................................10.00m","Qatar Gas Transport Co, Qatar/Shell International Trading & Shipping Co, UK","Marshall Islands","24 September 2008","222.40m","4","9337755","68,701gt","10","","MAN B&W","7S60MC-C",""
"SS 2008","MSC Ivana","Hyundai Heavy Industries","12.0m scantling. ...............................................................13.00m summer loaded.....................................................12.20m","Mediterranean Shipping","Panama","29 September 2008","332.00m","4","9398371","163,922gt","4","","MAN B&W","7S70ME-C","124"
"SS 2008","MSC Poesia","STX France Cruise SA, France","14.00m scantling. ...............................................................15.50m","MSC Crociere, Switzerland /MSC Mediterranean","Panama","22 December 2008","20ft; 40ft; 45ft","5","9387073","131,771gt","1","","MAN B&W","12K98ME-6",""
"SS 2008","Mystic","Daehan Shipbuilding","7.70m","Golden Ocean Group Ltd, Norway","Panama","31 March 2008","269.14m","170","9421831","92,400gt","7","","","",""
"SS 2008","Navigator Aries","Hyundai Mipo Dockyard Co Ltd (HMD), Korea","16.50m scantling. ...............................................................17.80m","Navigator Aries LLC, Marshall Islands/Navigator","Singapore","20 June 2008","279.00m","3","9403762","aft of the fore peak bulkhead and forward of the engineroom, and are separated from the outside shell for safety purposes","5","195,782tonnes","","",""
"SS 2008","NYK Theseus","Hyundai Heavy Industries","8.30m scantling. ...............................................................10.90m","Glory Ship Holding SA, Panama/NYK Ship Management","","22 August 2008","152.20m","3","9354167","18,311gt","-","","MAN B&W","6S46MC-C",""
"SS 2008","RN Arkhangelsk","Factorias Vulcano SA, Spain","13.00m scantling. ...............................................................14.00m","Rosneft, Russia/ Lico Leasing SA, EFC, Spain/Unicorn","Cyprus","25 November 2008","20ft; 40ft; 45ft","4","9384435","76,928gt","2","","MAN B&W","11K98ME-C",""
"SS 2008","Second Ocean","Hanjin Heavy Industries &","9.25m scantling. .................................................................9.90m","Second Ocean GmbH & Co","Malta","26 February 2008","198.74m","2","9349588","25,904gt","3","40,153tonnes","MAN","9L48/60",""
"SS 2008","Sepid","Hyundai Samho Heavy","12.00m scantling ..............................................................14.52m","Sepid Shipping Co Ltd, Malta/National Iranian Tanker Co, Iran","Malta","26 September 2008","20ft; 40ft; 45ft","102","9356608","14,175gt","1","110,400tonnes","","",""
"SS 2008","Seven Seas","Merwede Shipyard (IHC Merwede Group), The Netherlands","16.00m scantling ..............................................................17.00m","Subsea 7 Ltd, UK/Subsea 7","Isle of Man (UK)","24 April 2008","264.00m","3","9384760","85,462gt","Nil","","MAN B&W","6S70MC-C",""
"SS 2008","Stadt Gotha","Zhejiang Ouhua Shipbuilding","7.50m scantling. ................................................................ 8.00m","Hermann Buss GmbH & Cie KG, Germany/-","Cyprus","6 March 2008","138.32m","6","9395135","18,367gt","-","24,195tonnes","","",""
"SS 2008","STX Kolt","Hanjin Heavy Industries &","7.60m scantling. ....................................................................9.50m","KLT5 International SA (KOGAS), Korea/STX","Panama","6 March 2008","155.08m","4","9372963","15,200gt","1","","","",""
"SS 2008","Sunflower Pearl","Mitsubishi Heavy Industries Ltd (MHI) (Shimonoseki yard), Japan","11.50m scantling. ...............................................................12.50m","Diamond Ferry Co Ltd, Japan","Japan","27 December 2008","276.00m","3500","9376347","100,189gt","Nil","116,600tonnes","","",""
"SS 2008","Trinity Arrow","Imabari Shipbuilding Co Ltd (Koyo Dockyard), Japan","6.00m scantling ................................................................6.10m","Cypress Maritime (Panama","Panama","in a departure from the norm No 1 tank is of horizontally trapezoidal shape. It is claimed that this is the first time the arrangement has been used and that it brings benefits of increased cargo capacity and by virtue of its shape allows an improved hull form to be developed leading to better propulsive performance and reduced fuel consumption","2000m/340m","Nishishiba/NTKAL","9319404","","2","","","",""
"SS 2008","Ventura","Fincantieri Cantieri Navali","11.37m scantling ................................................................12.60m","Carnival Group USA/P&O","Bermuda","31 March 2008","276.00m","3250","9333175","101,080gt","1","","","",""
"SS 2008","Viking XPRS","Aker Yards (Helsinki yard), Finland","8.35m scantling. .................................................................8.50m","Viking Line, Finland","Sweden","March 2008","242.32m","4","9375654","114,000gt","1 (consort, building in Spain)","Deerberg","","",""
"SS 2008","West Polaris","Samsung Heavy Industries","6.55m scantling ................................................................................. 6.76m","Seadrill, Norway/ ExxonMobil, USA","Panama","21 April 2008","approx 2250m","3","9372535","35,778gt","2","","Wärtsilä","8L46F","115"
"SS 2008","YM Uberty","China Shipbuilding Corp (CSBC), (Kaohsiung yard), Taiwan","12.00m scantling...............................................................13.00m","Yang Ming Marine","Liberia","10 July 2008","219.40m","6","9337444","-","10","-","","",""
"SS 2008","Zengezur","Krasnoye Sormovo Shipyard (MNP Group), Russia","85,902dwt scantling .......................................................103,614dwt","Azerbaijan State Caspian","Azerbaijan","8 May 2008","20ft, 40ft, 45ft","4","9498171","90,507gt","3","","MAN B&W","12K98MC",""
