FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SS 2020","Al Adailiah","Hyundai Mipo Dockyard Co., Ltd","Hyundai Mipo Dockyard Co., Ltd","Kuwait Oil Tanker","Kuwait","","Approx. 183m","","9856684","","Nil","","","",""
"SS 2020","Bajamar Express","Austal","Hyundai – MAN B&W","Fred Olsen Express","Spanish Maritime Authority","28 February 2020","175.3m","1","9874296","Torsion meter, Electro pneumatic type draught gauge","1","","Hyundai Heavy .Industries","6G50ME-C9.5-HPSCR",""
"SS 2020","Beate Oldendorff","Oshima Shipbuilding Co., Ltd","Kongsberg","Oldendorff Carriers GmbH &","Madeira","July 2020","350 lane meters for trucks (and 100 cars)","37.5","9853022","Trim optimisation using Austal’s MARINELINK-Smart and","Nil","","","",""
"SS 2020","Bo Hai Heng Tong","Yantai CIMC Raffles","Kawasaki Heavy Industries","Bohai Ferry Group Co., Ltd","China","18 March 2020","196m","14.5","9870680","34,909gt","Nil","","Osaka Boiler Mfg","Shanghai Ship & Shipping Research Institute (SSSRI)","1"
"SS 2020","Bow Explorer","Hudong-Zhonghua Shipbuilding (Group) Co., Ltd","MAN B&W","Odfjell","Norway (NIS)","29 September 2020","2,700","780","9828211","Twisted flap type rudders, rudder bulb","Nil","21,000t","Chongqing Gearbox","9L32/40 Tier II",""
"SS 2020","Celsius Copenhagen","Samsung Heavy Industries","MAN","Celsius Shipping / Gunvor","Marshall Islands","August 2020","179.43m","14.0","9864784","","3","","","",""
"SS 2020","CMA CGM Jacques Saadé","Hudong-Zhonghua Shipbuilding (Group) Co., Ltd","Winterthur Gas & Diesel","CMA CGM","France","October 2020","292m","4","9839179","Rudder bulb, air lubrication (SAVER Air)","7","","","",""
"SS 2020","CMA CGM Tenere","Hyundai Samho Heavy","WinGD","Eastern Pacific Shipping","Malta","22 September 2020","24 x 40’ bays on deck","2","9859117","236,583gt","5","288,355.3t at scantling draught","MMG","12X92DF",""
"SS 2020","CNTIC VPower Global","Cosco Shipping Heavy","MAN-ES ME-GI ENGINE","CNTIC VPower LNG","Hong Kong","September 2020","20ft, 40ft, 45ft","3","9696735","Rudder bulb, Becker Mewis Duct Twisted","Nil","204,285t","Hyundai Heavy","11G90ME-C10.-GI-EGRTC",""
"SS 2020","CSSC Cape Town","CSSC Huangpu Wenchong","Wärtsilä","Fortune Central Shipping","Hong Kong","9 April 2020","166.0m","975","9853888","SmartShip","4","26,558t","Wärtsilä","9L50DF",""
"SS 2020","Del Monte Gold","CSSC, HuangPu WenChong","Two-stroke, single-acting, direct reversible crosshead type marine diesel engine with constant pressure turbocharging","Del Monte Fresh Produce","Panama","26 May 2020","251.00m","990","9849643","PSV","3","140,000t","Jiujiang Haitan Equipment","JMR-9230-SN / JMR-9225-9XN","Yes"
"SS 2020","Dietrich Oldendorff","Oshima Shipbuilding Co., Ltd","MAN","Oldendorff Carriers GmbH & Co. KG","Madeira","June 2020","187.70m","1","9860350","SDARI Adapted","Nil","","SMARD","8S60ME-C10.5, Tier II","On M/E"
"SS 2020","Eagle Blane","Samsung Heavy Industries","Mitsui E&S Machinery","AET Inc. Ltd","Norway (NIS)","March 2020","234.96m","14","9833101","53,219gt","Nil","","Osaka Boiler Mfg","Samsung Ship","1"
"SS 2020","Eagle Petrolina","Samsung Heavy Industries","WinGD","AET Inc. Ltd","Singapore","February 2020","265m","4","9858553","DC Grid (1kV)","1","","","",""
