FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SS 2013","Clipper Quito","Hyundai Heavy Industries","6.50m","Solvang ASA","Norway","January 2013","325.00m","8","9630755","56,529gt","1","100,000tonnes","Wärtsilä 12V38B","Hyundai",""
"SS 2013","Deep Orient","Metal Ships & Docks","11.60m","Technip","Malta","26 June 2013","220.00m","1","9644330","48,920gt","nil","","Hyundai","Hyundai-MAN B&W 6S60MC-C8.1","1"
"SS 2013","Dragon Sky","Sanoyas Shipbuilding Corporation","6.85m","Alba Navigation S.A","Panama","March 2013","120.40m","14","9539250","12,113gt","2","16,828tonnes","National Oilwell Varco","Shipbuilding","Yes"
"SS 2013","Eagle Vancouver","Daewoo Shipbuilding & Marine Engineering Co., Ltd","Mitsui Engineering & Shipbuilding Co., Ltd","American","Singapore","26 February 2013","209.99m","720","9597240","49,718gt","nil","","","",""
"SS 2013","Elandra Lynx","SPP Shipbuilding Co., Ltd","21.00m","Elandra Lynx Pte/ V Ships","Singapore","16 July 2013","320.00m","1","9635808","161,974gt","13","","MAN B&W","7S80MC-C8.2",""
"SS 2013","Europa 2","STX France","11.00m","Hapag-Lloyd","Malta","October 2013","174.00m","900","9616230","29,000gt","nil","60,958tonnes","STX MAN B&W","6S50ME-B9.2",""
"SS 2013","Fa Xian 6","Shanghai Shipyard Co., Ltd","6.30m","Shanghai Offshore","China","26 April 2013","205.00m","514","9620114","42,830gt","nil","23,000tonnes","","",""
"SS 2013","Front Arrow","STX Offshore &","6.40m","Seatankers Management","Marshall Islands","October 2013","88.35m","3","9654555","10,882gt","nil","","","",""
"SS 2013","Galloway Express","COSCO, Guangdong, China","11.00m","Livestock Express","Singapore","9 September 2013","175.90m","1","9621194","29,993gt","1","60,562tonnes","MAN B&W","MAN B&W 6S50ME-B9.2",""
"SS 2013","Greenstream","Peters Shipyards","6.80m","Shell/ Interstream Barging","Dutch","23 September 2013","125.25m","1","9664990","9,900gt","2","","","",""
"SS 2013","Hanjin California","Sungdong Shipbuilding & Marine Engineering Co., Ltd","3.45m","Zodiac Maritime Agencies","Liberia, Monrovia","April 2013","109.50m","1","9631101","2,500gt","nil","","Sandfirden Technics","S61-16-CGM",""
"SS 2013","Happy Sky","Larsen & Toubro","12.45m","BigLift Shipping","Dutch","September 2013","6,058mm","1","9457220","36,600gt","1","67,400tonnes","MAN B&W","6K80ME-C9.2",""
"SS 2013","Ibuki","Kyokuyo Shipyard Corporation","7.00m","Star Navigation","Republic of Vanuatu","1 March 2013","145.80m","975","9666481","15,989gt","Nil","28,250tonnes","Renk","W46",""
"SS 2013","Kaimon Maru","Japan Marine United Corporation","7.10m","JX Tanker Company Limited","Japan","17 January 2013","127.00m","850","9648776","6,558gt","1","","MAN B&W","7L35MC6.1",""
"SS 2013","Karvounis","Sumitomo Heavy Industries","Wärtsilä","Pagonda Shipping S.A","Bahamas","11 January 2013","238.40m","680","9612052","66,071gt","nil","","Japan Marine United/ Nakashima propeller","6RTA58T-D",""
"SS 2013","King Fisher","Damen Shipyards","MAN B&W","James Fisher Everard","The Netherlands","22 March 2013","274.00m","1","","80,500gt","1","","Sumitomo Heavy Industries","6S70MC-C8.1",""
"SS 2013","Maersk Mc-Kinney MØller","Daewoo Shipbuilding & Marine","6.30m","A.P MØller-Maersk","Denmark","17 June 2013","99.92m","545","9619921","4,631gt","9","","Scana Volda","8 M 25C",""
"SS 2013","Messina","Nuovi Cantieri Apuania","14.50m","Rete Ferroviaria Italiana (RFI)","Italian","2 July 2013","377.40m","4","","194,849gt","nil","","","",""
"SS 2013","Norwegian Breakaway","Meyer Werft","5.25m","Norwegian Cruise Line (NCL)","Bahamas","26 July 2013","139.10m","225","9606924","5,700gt","1","7,182tonnes","","",""
"SS 2013","NYK Helios","Samsung Heavy Industries","8.30m","OOCL/NYK Line","Hong Kong","25 April 2013","300.20m","136","9622588","146,600gt","2","73,050tonnes","ABB","2 x MAN 12V 48/60 CR, 2 x MAN 14V 48/60 CR",""
"SS 2013","Oceanex Connaigra","Flensburger Schiffbau","14.00m","Oceanex Inc","Canada","22 January 2013","350.00m","23.5","9649718","141,000gt","nil","","MAN Diesel & Turbo","12S90ME – C9.2",""
"SS 2013","Ramform Titan","Mitsubishi Heavy Industries","8.45m","PGS Titans","Bahamas","May 2013","6,200 lane meters","2090","9629885","26,786gt","3","","4-stroke, medium speed","MAN 7L 48160 CR","Yes"
"SS 2013","RIO 2016","Sungdong Shipbuilding & Marine Engineering Co., Ltd","6.00m","Tsakos Energy","Greece, Pireaus","10 May 2013","96.00m","3","9623867","20,637gt","nil","","Leoberdorfer Maschinenfabrik/ LMF 48/ 138-207-E60","KIOST, Korea","On main generator system"
"SS 2013","Royal Princess","Fincantieri","16.00m","Princess Cruises","Bermuda","March 2013","264.00m","3","9584712","83,087gt","2","183,400tonnes","MAN B&W","6S70ME-C8.2",""
"SS 2013","RTM Dias","Namura Shipbuilding Co., Ltd","8.30m","Rio Tinto Shipping Limited","UK","1 May 2013","306.00m","2","9629720","142,714gt","nil","68,155tonnes","","",""
"SS 2013","Samba Spirit","Samsung Heavy Industries","13.00m","Teekay Shipping","Bahamas","11 January 2013","226.00m","600","9637686","51,057gt","4","","Nakashima Propeller","Mitsubishi 6UEC60LS II-ECO",""
"SS 2013","Sao Domingos Savio","3. Maj Brodogradiliste, Rijeka, Croatia","16.20m","DBT Shipping I LLC/ Wisby Tankers AB","Marshall Islands","10 May 2013","267.00m","81.8","9492311","83,882gt","nil","","MAN Diesel & Turbo","6S70ME-C8.2",""
"SS 2013","Seasmile","Hyundai Samho Heavy industries","Berg","Thenamaris","malta","1 March 2013","128.20m","806","9632820","10,830gt","1","21,282tonnes","Uljanik TESU","Wärtsilä 6X35",""
"SS 2013","Seven Viking","Ulstein","12.00m","Eidesvik Seven","Norway","7 August 2013","20ft/40ft/45ft","2","9619373","52,467gt","nil","KDU-110","HHI-EMD","6G80ME-C9.2",""
"SS 2013","Shoyoh","Japan Marine United Corporation","6.50m","TDC/Dsiichi Chuo Marine","Panama","23 January 2013","100.00m","175","9641376","11,266gt","2","","","",""
"SS 2013","Sibur Voronezh","Hyundai Mipo Dockyard Co., Ltd","Wärtsilä","OAO Novoship","Liberia","25 July 2013","134.50m","540","9655509","60,876gt","1","","Japan Marine United/ Nakashima Propeller","6RT-flex58T-D",""
"SS 2013","Silver Eight","Naikai Zozen Corporation","8.30m","Japan Railway Construction, Transport and Technology Agency/ Tsuarukaikyo Ferry Co., Ltd/ Kawasaki Kinkai Kisen Kaisha","Japan","29 July 2013","152.20m","1","9667265","18,425gt","nil","","MAN Diesel & Turbo","6S46MC-C8.1",""
"SS 2013","Stavangerfjord","Bergen Group Fosen","5.60m","Fjord Line","Denmark","25 June 2013","130.00m","1","9586605","17,231gt","1","","MAN Diesel & Turbo","Hitachi-MAN B&W 7L42MC6.1",""
"SS 2013","Svet","Bohai Shipbuilding","6.35m","Caldy Maritime Limited/SCF","Liberia","4 July 2013","1,350m","1","9625956","31,678gt","3","15,712tonnes","","",""
"SS 2013","SVL Liberty","JSC, Kherson, Ukraine","21.00m","SVL Marine Transit Service","Russia","18 November 2013","319.74m","1","9645982","167,578gt","nil","36,943tonnes","Wärtsilä","7RT-flex84T-D",""
"SS 2013","Viking Grace","STX Finland, Turku","4.2m (at sea) 3.6m (at river)","Viking Line","Finnish","22 March 2013","137.10m","292","9606900","various energy management systems, LEDs used in lighting, elevators with energy recovery, high efficiency pumps and fans, just to name a few. Excess heat produced by machinery during the voyage is stored in specific heat accumulator tanks and the stored heat is used during the time in port for pre-heating the air-conditioned air. The cold from the LNG is also used for cooling the air- conditioned air in summertime","nil","9,483tonnes","Schottel","6L20",""
"SS 2013","Woodside Rogers","Daewoo Shipbuilding & Marine","6.80m","Maran Gas","Greece","10 January 2013","1,275","243","9627485","57,565gt","7","","","",""
"SS 2013","Wuchang","Chengxi Shipyard","11.50m","China Navigation","Singapore","1 July 2013","283.20m","19.9","9657844","103,670gt","16","","","",""
"SS 2013","Zealand Amalia","Sefine Shipyard","9.50m","Zealand Shipping","Dutch","18 October 2013","176.65m","700","9674921","24,785gt","1","49,219tonnes","","",""
