FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SS 2018","Industrial Courage","Guangzhou Wenchong Shipyard","13.6m (mld.)","CSSC (Hong Kong)","Marshall Island","17 November 2018","239.0m","900","9810329","63,416gt","nil","","MAN Diesel Turbo","6G 60ME-C9.5",""
"SS 2018","Industrial Fame","Hudong-Zhonghua Shipbuilding (Group) Co., Ltd., / Guangzhou","7.20m","CSSC (Hong Kong)","Portugal","April 2018","6.058m","630","9785378","7,498gt","8","","WinGD","W6X35-B, Tier II",""
"SS 2018","Kairos","Hyundai Mipo Dockyard Co., Ltd","6.80m","B.Schulte / Blue LNG","Cyprus","January 2018","20’/40’","750","9819882","16,729gt","nil","23,477t","MAN B&W","7S40ME-B9.5 TII",""
"SS 2018","Marshal Vasilevskiy","Hyundai Heavy Industries","5.20m","Gazprom Flot","Panama","16 October 2018","113.50m","227","9778313","8,070gt","nil","9,026t","Four stroke, single acting, trunk piston, constant speed, non-reversible","9L20DF",""
"SS 2018","Marvel Eagle","Kawasaki Heavy Industries, Ltd","11.5m","Mitsui O.S.K. Lines, Ltd","Panama","31 October 2018","287.2m","5","9759240","118,423gt","3","","Four stroke, single acting, trunk piston, turbocharged, intercooled, constant speed, non-reversible, dry sump, tri fuel burning","Wärtsilä 12V50DF / 6L50DF","17"
"SS 2018","Marvel Falcon","Samsung Heavy Industries","11.05m","NYK / Mitsui & Co., Ltd","Singapore","19 October 2018","286m","8","9760768","128,917gt","1","","","",""
"SS 2018","Morviken","Samsung Heavy Industries","WinGD","Viken Crude AS","NIS","April 2018","285m","19.5","9817494","114,000gt","1","","","",""
"SS 2018","Nautical Deborah","Jiangsu Hantong Ship Heavy","Shanghai Merchant Ship Design &","Reederei NSB","Liberia","April 2018","267.0m","14.5","9794836","81,000gt","1","","","",""
"SS 2018","New Golden Bridge VII","Hyundai Mipo Dockyard Co., Ltd","12.20m","Weidong Ferries","Panama","28 July 2018","224.00m","850","9813254","46,372gt","nil","91,341.9t","MAN","6S60ME-C8.5","Yes"
"SS 2018","New Shidao Pearl","Huanghai Shipbuilding Co., Ltd","6.60 m","Shidao International Ferry","Korea","10 September 2018","2,307","1","9812767","30,322gt","1","18,480t","HiMSEN","12H46/60VP(Tier II)","To be applied"
"SS 2018","Pola Makaria","OJSC Shipyard Krasnoye","6.35m","Pola Group","Russian Federation","10 February 2018","1,686m","750","9849423","19,988gt","9","16,728t","Wärtsilä","12V32E",""
"SS 2018","Sabre Trader","Yangzijiang Shipbuilding","3.60 (in river)","Lomar Shipping","Malta","24 May 2018","20’/40’","332","9817884","6,266gt","7","10,395t","Diesel engine","6L20",""
"SS 2018","Saint John Paul II","Incat Tasmania Pty Ltd","8.50m","Virtu Wavepiercer Limited","Valletta","September 2018","164m","1","9817274","19,035gt","nil","","Changzhou","WinGD 6RT-Flex58T-E",""
"SS 2018","Sao Diana","Hyundai Heavy Industries","4.435m","Polaris Shipping","Marshall Islands","4 January 2019","490 truck lane meters","37.5","9822255","9,044t","1","2,490t","","",""
"SS 2018","RRS Sir David Attenborough","Cammell Laird","22.7m","UKRI – United Kingdom","Falkland Islands","2 August 2018","323.10m","1","9798222","","nil","","","",""
"SS 2018","Sunflower Satsuma","Japan Marine United","7.00m","Ferry Sunflower Ltd","Japan","2019","121.75m","1","9797010","15,984gt","nil","16,582t","","",""
"SS 2018","Titus","Tianjin Xingang Shipbuilding","SEMT-Pielstick","Wallenius Wilhelmsen","Malta","27 April 2018","192m","23.0","9700512","13,659 (Japanese)","3","","","",""
"SS 2018","Tropic Hope","Guangzhou Wenchong Shipyard","9.2m","Tropical Shipping LLC, USA","Panama","31 May 2018","196.2m","2","9809904","73,358gt","2","","","",""
"SS 2018","W B Yeats","Flensburger Schiffbau-","8.25m","Irish Ferries Limited","Cyprus","November 2018","20’/40’/45’/49’","998","9809679","15,215gt","nil","27,546t","MAN B&W","6S60MEC8.5 TIER II with HPSCR",""
"SS 2018","Yuan He Hai","Shanghai Waigaoqiao","6.50m","China Ore Shipping","Singapore","12 December 2018","2,800 (excluding dedicated car deck)","1","9806873","51,388gt","30","25,315.97t","Medium-speed diesel engine","8M43","Yes"
