FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SSS 2011","28Defiant","MetalSharkBoats","10UpperBelgraveStreetLondonSW1X8BQ, UK","USCoastGuard","US","June2011MetalSharks28Defiantaluminiumresponseboatmadenotableripplesin2011 notonlyintermsofitsdesignbutaspartofoneofthemoresizeableandsignificantUSmarinecontractsoftheyear","9.5m","","","FirstRAmparts3300tugdesignwithincreasedbollardpullandlength67TURBINEMAINTENANCEREDEFINEDSAFER, MOREFFICIENTLY, INMORECONDITIONS... ASKUSHOWw w. austal . comsales @ austal . com4SignificantSmallShipsof2011","38","","","",""
"SSS 2011","BanrionUladh","BalticWorkboats","0.55m","DepartmentofAgricultureandRuralDevelopment, NorthernIreland","UK","December2010Patrollingcoastalwatersonfrequentandlengthymissionsoftenecessitatesovernightshiftsforhard- workingandlong-sufferingcrew. Overthepastfewyears Europehaswitnessedanincreasingnumberofcallsforahigherdegreeofergonomiconsiderationwhenitcomestopatrolboatdesign amidfearsthatexcessiveonboardnoiseandvibrationscouldbeaddingtothefatiguelevelsofcrewmembers andleadingtosubsequentpoorperformance","8.7m","40","","","0","3.78tonnes","","",""
"SSS 2011","CaspianProvider","Simek","1.5m","TopazEnergyandMarine","Azerbaijan (CaymanIslandsondelivery)","July2011BasedonRolls-RoyceMarinesUlsteinUT755design apopularsupplyshipblueprintsinceitsinceptionin1996 the73.6mloaplatformsupplyvesselCaspianProvider whichwasdeliveredtoDubai-basedTopazEnergyandMarine representsanewspinontheprovenconcept","22.4m","17.5","","74tonnes","180","52tonnes","","",""
"SSS 2011","ChristopherWheatley","HikeMetalProducts","5.91m","ChicagoFireDepartment","USA","April2011Oddasitmayseem until2011theChicagoFireDepartment US reliedsolelyona1949-builtfireboat VictorL. Schlaeger topatroltheChicagoRiver LakeMichiganandthesurroundingharbourswithinthevicinityoftheWindyCity. Thedepartmenthasnowrevampeditsfire-fightingcapacitywiththedeliveryoftheRobertAllan-designedChristopherWheatley constructedtotheCanadiandesignersRAnger2700classconcept whichmadeitsdebutinApril2011. ThevesselwasnamedtocommemorateChristopherWheatley afirefighterwholosthislifeinthecourseofdutyin2010","68.2m","1800","","2471tonnes","0","5065tonnes","","",""
"SSS 2011","CWindAlliance","CTrukBoatsLtd","2.24m (hull) / 4.87m (maxairdraught)","CWind","UK","Inaddition theRolls-RoyceVectorStickcontrolsaredesignedtobeintuitive makingiteasyfortheskippertouse evenwhen heis beingbombardedwithotherinformationwhilstdockingatheturbine. Hard-workingvesselsofthisnaturehavetraditionallyreliedonheavydoors althoughCTrukBoatschosetoincorporatearesininfusiontechniqueonthedoorsofCWindAlliance resultinginareported65 decreaseindoorweight. Thebuilderhasalsodevelopedamanufacturingprocessthatenablesmodularconstruction inordertoincreaseproductionefficiency. CWindAllianceshullcompositeshavebeendesignedtoproduceasmoother morehydrodynamicoverallshape. ThendresultofthisprocessisthatCWindAlliancehasbeenabletohalveitsfuelconsumptionrate comparedtotraditionalaluminiumworkboatswithinthisizebracket","25.12m","99","","179.9tonnes","2","230tonnes","","",""
"SSS 2011","Elastec1","Alnmaritec","0.68m","PetroChina","China","May2011Elastec1representsthefirstofaduofoilpollutioncontrolboats designedandconstructedbyUKboatbuilderAlnmaritec fordeliverytoChineseoilmajorPetroChina. ThelattergrouphasdeployedElastec1andhersistervessel Elastec2 atitsrefineryterminalinTianjin China withthegoalofkeepingtheareasenvironmentallyfriendlyaspossible enablingthecompanytoactfastoclearupanyspillsorleaksinthevicinity aswellasensuringthathesurroundingwatersarekeptclearofloatingarbage","6m","110","","","0","24tonnes","","",""
"SSS 2011","GuanXiaoErHao","WangTakEngineering & Shipbuilding / GuangdongHongshenShipbuilding & Engineering","RobertAllan / WangTakEngineering & Shipbuilding","DongguanFireServicesDepartment","China","November2011Asianshipyardshavecontinuedtoenjoyawinningstreakofsmallvesselorders andthedeliveryofGuanXiaoErHaototheDongguanFireServicesDepartment China inNovember2011showsthatinnovationalsoremainsapremiumforbuilderswithinthisterritory","10.8m","7","","twoFFS2400/600models, withwaterandfoamoutputcapacitiesof2400m3perhourand600m3perhourespectively; twoFFS600/150monitors, withwaterandfoamoutputcapacitiesof600m3perhourand150m3perhourespectively; anFFS3600unit, withawatercapacityof3600m3perhour; andtwoFFS600monitorswithwatercapacityof600m3perhour","0","9.5tonnes","","",""
"SSS 2011","HornblowerHybrid","HornblowerCruisesandEvents","3.25m","HornblowerCruises & Events","USA","October2011Therehasbeenagreatdealoftalkthisyearaboutharnessingrenewablefuelsourcestopowersmallvessels withthemarineindustryprojectingamixtureofoptimismandstudiouscynicismconcerningthefeasibilityofsuchprojects. Ontheonehand alternativefuelmodesarereadilyavailableandhavebeendemonstratedonselectvessels ontheother criticsclaim thehighcostsincurredbyreplacingtraditionaldiesel-enginepowerendermanypotentialdesignsunworkable","46.4m","17","","","TBD","850tonnes","","",""
"SSS 2011","IevoliOrange","SelahShipyard","S.P.E.C","MarnaviOffshoreSrl","Italy","January2011Witharangeof200 nauticalmilesandabollardpullof60tonnes the50manchorhandling tugsupply AHTS vesselIevoliOrangeisequippedforanchorhandlingandlong-rangetowage. ItalianshipoperatorMarnaviOffshoreSrltookdeliveryoftheAHTSinJanuary2011fromSelahShipyard aTurkishshipbuilderbasedinTuzla Istanbul aspartofitsplanstobolsteritsoffshorefleetwithigh- specification up-to-datevessels","51.2m","180","","","0","","","",""
"SSS 2011","NB569 / Interceptor16M","NSundin, Dockstavarvet","3.0m","Russianpilots","Russia","July2011Asanall-aluminiumconstruction capableofachievinganeye-wateringtopspeedof50knots theDockstavarvet-designedandbuilt 17.2mInterceptor16Mclasspatrolboatreallypushedthenvelopein2011. LooselybasedontheSweden-basedyardspreviousCombatBoat90Hmodel whichashiftedapproximately250unitsworldwide theInterceptor16Mwasprimarilydevelopedtocombineahigh-speedsolution forcoastalpoliceforcestocombatcrimewithrapidresponse withacompactvesselarrangementprovidingbasicaccommodationforasmall four-mancrew","46.75m","259","","943tonnes","4","1467.8tonnes","","",""
"SSS 2011","JoaVazCorte-Real","SafehavenMarine","1m","Azorespilots","Portugal","December2011Demandforspecialised custom-builtvesselscontinuestofuelthemajorityofEuropeanshipyardorders. Ireland-basedSafehavenMarinehasbeenostrangertothisdemand havingsecured in2011 acontractosupplyfourpilotboatsforoperationsintheAzoresIslands situatedsome100 milesoutintotheNorthAtlanticOcean betweenEuropeandtheUS","13.75m","50","","","2","20tonnes","","",""
"SSS 2011","LeCageux","MéridienMaritimeRéparation","1.35m","AdministrationportuairedeQuébec","Canada","June2011TheNavtech-designedworkboatLeCageuxmadeitsdebutinJune2011 thevesselhavingbeenconstructedtoundertakewharfmaintenanceandrepairworks aswellasbuoyandfendertendering withinherhomeport namelythePortofQubec Canada. Althoughbasedonatraditionalworkboatconcept theutilisationofmodernshipbuildingengineering handledbytheMridienMaritimeRparationyard alsobasedinQubec plusthedetailedesignplans submittedtothebuilderusingShipConstructorsCAD / CAMsoftware hasgrantedthevesselseveraluniquelements","10.3m","25","","thewheelhousehasbeenfittedwithnolessthan18panoramicwindows, thisarrangementprovidingthecaptainwith360degviews, forincreasedsafetyandawareness. Thetwo-mancrew’smess, whichasbeenfittedwithstoragelockers, asetteeandtable, isituatedbeneaththewheelhouse, andprovidesadirectmeansofaccessingthengineroom, via watertightdoor","0","13tonnes","","",""
"SSS 2011","Liberty","Austal","1.5m","L’ExpressDesIles","France","August2011LastyearsawthelaunchoftheCaribbean-boundfastpassengerferryLiberty which alongsidetheAustal- builtvehicle-passengerferryPerleExpress lefthebuildersyardinHenderson WesternAustralia fordeliverytownerLExpressdesIles. BothvesselshavebeendeployedonroutesbetweenGuadeloupe LesSaintes MarieGalante Dominique MartiniqueandStLucia wheretheirprimarygoalistoboosthelocaltouristrade. AccordingtoAustal LibertyisthefirstpassengervesselofhertypetobeflaggedbythenewFrenchregistry RegistreInternationalFranais","11.65m","1800","","24.4tonnes","0","39.2tonnes","","",""
"SSS 2011","Mangystau-4","STXOSVBrailaSA","1.4m","JSCircleMaritimeInvest / CaspianOffshoreConstruction","Kazakhstan","August2011ThedeliveryofMangystau-4completesacycleofiveicebreakingtugs designedbyAkerArcticTechnologyofFinlandandbuiltbytheSTXBrailashipyardinRomaniaonbehalfofCaspianOffshoreConstruction COC allofwhichwerelaunchedandeliveredinanimpressiveperiodof12months. BuiltothespecificationsofAkerArcticsAkerARC104class thevesselsinthiserieswerespecificallydevelopedtohandleindependentyear-roundoperationintheoftentreacherousconditionsoftheNorthernCaspianSea aprimeoperationalgroundforCOCandhometoburgeoningoffshoreactivity","41.2m","33","","","0","","","",""
