FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SSS 2003","Lamma and Tap Mun","Kegoya Dock Co","5.25m","Hong Kong United Dockyards Ltd","Hong Kong","January 2004 LammandTapMunarethelatestHUDMarine HongkongSalvageandTowage newbuildings andthefirstpureharbourtugsithasbuiltsince1995","86.00m","270","","3778gt","Two","(at5.50mdraught) 3775.93tonnes","","",""
"SSS 2003","Nipper","South Boats Ltd","2.7m","Nipper Commercial Services","British","May 2003 Nipperisafastall-weatherhighbuoyancycatamaranwithanoverallengthof11mbutwithaworkingdeckareainexcessof45m2. NipperhasbeenbuiltoMCACategory2 60nm withworkboatendorsementforalocalIsleofWightskipperwhoplanstoperatethecraftformediasupportandguardboatdutiesaswellasurveyandcommercialdiving","19.8m","80","","231tonnes","Eight","","","",""
"SSS 2003","Ramon Llull","Rodriquez Cantieri Navali SpA","1.07m","Balearia","Spain","May 2003 RamonLlull yardnumber311 isan84mall- aluminiumfastferrythatwasbuiltforBaleariaEuroliniesMaritimes atRodriquezCantieriNavalisyardinPietraLigure Italy. RamonLullispartofRodriquezsTMVseriesofAquastradamonohullsandwasfollowedbyhersistershipThePrincesswhichwasdeliveredinJuly2003","11m","1400","","6.1gt","One","8.5tonnes","","",""
"SSS 2003","Red Jet 4","North West Bay Ships","2.10m","Red Funnel Group UK","UK","May 2003 NorthWestBayShipsthisyeardelivereda39mpassengerferry RedJet4 totheRedFunnelGroup UK foroperationontheSouthamptontoCowesroute. Thevessel designedandbuiltinAustralia wasdeliveredbyheavyliftshiptoSouthamptoninMayandenteredintoserviceinJune","225","40","","","Nil","518.7tonnes","","",""
"SSS 2003","Salten and Steigtind","Image Marine","1.3mat100% load","Ofotens og Vesteraalens Dampskibsselskab asa ( (OVDS) )","Norway","May 2003 AmongtheworldsfirstvesselsproducedtotheIMOsHSC200 Coderequirements andesignedandbuiltespecificallyforharshNorwegianweatherconditions ImageMarinesfirstvesselsforthenorthernEuropeanmarketareregardedbytheAustralianshipbuilderasamongthebestithasproduced. Theyalsorepresentsomewhatofacoup asNorwayistraditionallyasupplier ratherthanimporterofastferries","35.8m","62","","342gt","Nil","","","",""
"SSS 2003","Sarah Pearl","Strategic Marine","1.4m","EMAS","Singapore","November 2002 FollowingthesuccessofSarahJade November2001 EMASrequiredanothercrewboatogivethiscompanyapremiumlevelofoperationalcontinuityandsecurityforitsoilfieldsupportcontracts soitagainapproachedStrategicMarinePtyLtd WesternAustralia toconstructsuchavessel","36.1m","1500","","NorwayimportsAustralianferriesSIGNIFICANTSMALLSHIPSOF200351","Nil","","","",""
"SSS 2003","Spirit of Kangaroo Island","Austal Ships","2.75m","Kangaroo Island SeaLink","Australian","December 2003 Withanoperatingspeedof15knots SpiritofKangarooIslandisnotonlythefirstmedium- speedvehicle-passengerferrybuiltbyAustalShipsbutalsothefirstferrythisAustralianshipbuilderhasoldtoitslocalmarket. ThiscatamaranhasbeenacquiredtomeetanincreaseindemandinpassengertrafficandimproveferryservicestoAustraliasthirdlargestisland","38.5m","25","","219gt","Nil","130tonnes","","",""
"SSS 2003","Swift","Incat Tasmania Pty Ltd","2.5m","United States Navy","United States Military","15 August 2003 Takingonly10monthsfromcontractawardtodelivery andreaching47knotsonseatrial theUSNavyarethoughtobextremelypleasedwiththisHighSpeedVessel HSV HSV2Swift. ShewillserveoperationallyasaninterimMineWarfareCommandandSupportShip MCS andsupportransformationalminewarfaremodularmissionpayloadinitiatives. InsupportofNavyexperimentation Swiftwillbeusedtoexploreconcepts capabilities andmilitaryutilityassociatedwiththeadvancedhullandpropulsiontechnologyintegratedwithadvancedcommunicationsinsupportoftheLittoralCombatShip LCS program","49.5m","1500","","771gt","Nil","","","",""
"SSS 2003","Thetis","IHC Delta Shipyard","3.43mloaded","Iskes Towing & & Salvage","The Netherlands","October 2003 ThisfirstDeltaAzimuthTug2800 namedThetis isahighlymanoeuvrabletugasaresultoftheuseoftwo360degrotatablerudderpropellersinthesternofthevessel. Thetugismulti-functionalandwillbeusedasaharbourtugaswellasasea-goingtug andwillcarryoutdutiesuchasanchor- handling salvageoperations andfire-fightingactivitiesintheportsofIjmuidenandAmsterdam aswellasintheNorthSea","approx2050m","320","","","- -","1800gtfullyloaded","","",""
"SSS 2003","UAL Lobito","Bodewes Shipyards ( (hull constructed by Shipyard Turnu Severin, , Romania) )","Bodewes Shipyards","HMT International Shipping & & Forwarding BV, , The Netherlands","","20 June 2003 Theversatilityofthisnewmulti-purposecargoshipdesignisdemonstratedbythefacthathefirstwodeliveriesenteredservicexhibitingdifferentformats. Whilstheleadship Almadiep/January2003 displaysagearless low-air- draught LAD configuration thesecond andsubjectvessel UALobito presentsamoreconventionalarrangement withathreetierdeckhousebuiltuponasunkenpoopdeck foldinghatchcoversandtwodeckcranes. Acomparisonwithother similarsized vesselsofthistypeshowsthatheBodewesTrader4300designhasawiderbeam/reducedraughthullformthanisusual andaswellasimprovingstability thisfeatureisparticularlyadvantageoustoherpresentchartercommitmentswithUniversalAfricaLines providersofcargolinerserviceslinkingWestAfricanports manyhavingdepthrestrictions withEurope NorthandSouthAmericandtheUSGulf","26.64m","12.0","","","Five","","","",""
"SSS 2003","Viking Energy","Kleven Verft A/ /S","Vik- -Sandvik","Eidesvik Shipping A/ /S","Norway","14 April 2003 Afterathree-yeardevelopmentprocess thefirstplatformsupplyvesseltobefuelledwithliquefiednaturalgashasnowenteredservice. VikingEnergyistherealisationofshipownerEidesvikA/Sthatgasfuelledsupportvesselscouldprovideausefulcontributiontoreducingexhaustemissions. BoththisvesselandasistershiptobeownedandoperatedbySimonMksterShippingA/Swillworkona10-yearcharterforStatoil","84.98m","12.50","","3150gt","One","","","",""
"SSS 2003","Volcán de Tindaya","Hijos De J J Barreras SA","Hijos De J J Barreras SA/ /Oliver Design","Maritíma de Las Islas, , SL","Spanish","6 June 2003 The78mro-ro VolcndeTindaya wasbuiltbyBarrerasShipyard Spain forownerMartimadelasIslas fromtheArmasgroup andwasdeliveredinJunethisyear. ShewilloperatefiveturnaroundsadayintheCanaryIslands fromPlayaBlanca Lanzarote toCorralejo Fuerteventura","81.60m","16","","5014tonnes","Two","","","",""
"SSS 2003","Zephyr","Austal USA","3.30m","Circle Line- -Statue of Liberty Ferry, , Inc","USA","August 2003 Withoperationalflexibilityenhancedbybothachangeableinteriorlayoutfeaturingspeciallydevelopedseatsandfour-enginepropulsionconfiguration Zephyris at43.5minlength thelargestcatamaransofarbuiltatAustalUSAshipyardinMobile Alabama. Itisalsothefirsthigh-speedaluminiumvesselinthefleetofNewYork-basedoperatorCircleLine-StatueofLibertyFerry Inc","495m/2mwidth","560","","3715gt","Nil","","","",""
