FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SSS 2003","Aora","Macduff Shipyards","10UpperBelgraveStreetLondonSW1X8BQ, UK","University Marine Biological Station, , Millport","British","April 2003 Aora completedinAprilthisyear isa22mresearchvesseldesignedandbuiltbyMacduffShipyards ofGrampian Scotland. Thecompletevesselwasbuiltin-house withsteelbeingpreparedandcutathebuildersprofilingdivision. ThisisamoveawayfromMacduffsusualboats whicharemoreusuallyfishingvessels","22.0m","","","","Nil","","","",""
"SSS 2003","Árbol Grande","Metalships & & Docks, , SAU","Sawicon AS","North Sea Commander Shipping AS","Spain","May 2003 InMay2003 VigoshipyardsMetalships  DocksSAdeliveredthebiggestoffshoresupportvesselbuiltinSpain toNorwegiancompanyNorthSeaCommanderShippingA/S. rbolGrandehasatotalengthof95m a20mbreadth andpowerof11560hp. Thecontractforthisoffshorevesselamountsto35millionanditbeganbuildinginJanuary2002","19.3m","10.5","","","Nil","","","",""
"SSS 2003","Bocayna Express","Austal Ships","max7.00m","Fred Olsen, , SA","Spanish","October 2003 TheAustal-builtcatamaranBocaynaExpresswasthisyeardeliveredtoEuropeanoperatorFredOlsen SA","79.90m","15.45","","5.530gt","Nil","","","",""
"SSS 2003","Caballo Andaluz","Hoop International Lobith BV","2.45m","Candies Mexican Investments S DE R L DE C V","Mexican","August 2003 CaballoAndaluzisanoffshoresupport airdivingandlightmaintenancevesselwhichworksintheMexicanpartoftheGulfofMexico. HomeportisCdelCarmenandtheoperationalareaistheCantarellfield offthecoastoftheYucatanpenisula. CaballoAndaluzdiffersfromhersister CaballodeTroya inthatsheislonger withthreewebframes of5.4m andshehasadivingmoonpool","59.0m","40","","2578gt","Nil","","","",""
"SSS 2003","Celtic Explorer","Damen Shipyards","3.50m","The Irish Marine Institute, , Dublin, , Ireland","Irish","April 2003 DamenShipyards Gorinchem thisyearcompletedthecomplexandsophisticatedresearchvesselCelticExplorerfortheIrishMarineInstitute Dublin. This65mshipwasconstructedbyDameninpartnershipwiththeVlissingenyardofRoyalScheldeandfollowstwotherimportantvesselspreviouslydeliveredtoIreland theresearchvesselCelticVoyagerandthebuoymaintenanceshipGranuaille. TheworktobecarriedoutbythisnewvesselwillincludeaNationalSeabedSurveyinIrishwaters performingavitalroleinmonitoringandrecordingfishstocks oceanographictasks andawiderangeofothermaritimeduties. ThenewvesselisonlythethirdofitskindinEuropeandrepresentsasignificantmilestoneinIrishmarineresearch","57.10m","twoindependentDGPSandonelaserscanreferencesystem","","1570gt","- -","2120tonnes","","",""
"SSS 2003","C- -Leader","Edison Chouest Offshore; ; North American Fabricators","5.50m","Edison Chouest Offshore/ /Shell","USA","February 2003 C-Leader Hull218 anoffshoresupportvessel wascompletedatNorthAmericanFabricators NAF andwasdeliveredtoShellinearlyFebruary2003. ThisvesselisthefirstinaseriesofivesisterstobebuiltatNAF","65.50m","14.0","","","Four ( (C- -Legend, , C- -Liberty, , C- -Legacy, , and unnamed) )","","","",""
"SSS 2003","CMM Veracruz and CMM Cordoba","Union Naval Valencia, , SA","Cintranaval/ /Union Naval Valencia","Corporaction Maritima Mexicana SA de CV","Mexico","April 2003 BuiltbyUnionNavalValenciaforCorporactionMaritimaMexicana theseidenticaltractortugsweredeliveredinAprilthisyear. TheyaresetoworkaroundthePortofCoatzacoalcos inMexico","85.34m","","","","Two","","","",""
"SSS 2003","EGE- -5","Uzmar Uzmanlar Denizcilik Tic San Ltd Sti","4.40m","Uzmar Uzmanlar Denizcilik Tic San Ltd Sti","Turkish","January 2003 InJanuary2003 thehighperformancetugEGE-5wascompleted. BuiltbyUzmar-UzmanlarShippingandTradingCompanyLtd ofIzmir Turkey foritsownoperation andpotentialresale thenewASDClass25/45tugwasdesignedbyRobertAllanLtd andbuiltunderdirectionoftheowneratheGe-TaShipyardinTuzla Istanbul","26.80m","105","","413gt","Nil","","","",""
"SSS 2003","Fairweather","Derecktor Shipyards","3.69m","State of Alaska","USCG","24 February 2004 ThiscatamaranferrywasdesignedbyNigelGee  AssociatesforDerecktorsbidontheAlaskaMarineHighwaySystemProject. Itisdesignedtobeasafe high-speedro-ropassengerferrythatminimisescostsandcaninterfacewithexistingAMHSdocksandpiersidefacilities","20.80m","280","","271.12gt","1","","","",""
"SSS 2003","Farset of Belfast","VT Halmatic Ltd","2.59m","D Ferran & & Son","UK","June 2003 FarsetofBelfast namedafteroneoftheriversflowingintoBelfastLough isa15.40mworkboathatwasorderedatSeawork2002byDFerranandSons. ItwillbeusedforgeneraldutiesinBelfastHarbour","245.00m","665","","","One","","","",""
"SSS 2003","Filla","Stocznia Pólnocna SA - - Northern Shipyard, , Gdansk","1.7m","Shetland Islands Council","British","22 May 2003 Asaresultofatenderexerciseinearly2002StoczniaPlnocnaSA - NorthernShipyard locatedinGdansk Poland wasawardedanorderforconstructionandeliveryofageneralpurposeferryfortheShetlandIslandsCouncil. ThevesselwasthesecondtobebuiltatNorthernShipyardforthisowner - previouslydeliveredwasaro-rovehicle/passengerferryLingain2002 SignificantSmallShipsof2002. ThesevesselswerebuiltaspartsofafleetrenewalprogrammeaimedatreplacingtheageinginterislandferryfleetintheShetlandIslands. Lingawasthefirstvesselofthisprogramme","15.43m","100","","","Nil","55tonnes","","",""
"SSS 2003","First Ferry IX, , First Ferry X, , and First Ferry XI","Wang Tak Engineering & & Shipbuilding Co Ltd","3.05m","New World First Ferry Services Ltd","Hong Kong","May 2003 Threenew28mhighspeedaluminiumpassengercatamarans namedFirstFerryIX FirstFerryXandFirstFerryXIhavebeensuccessfullydeliveredtowners NewWorldFirstFerryServicesLtd ofHongKong. ThesevesselswereconstructedbyWangTakEngineering  ShipbuildingCoLtd oneofHongKongsoldestestablishedshipbuildingandrepairyardwithmorethan60yearshistory","18.50m","12","","MacGregor","Nil","","","",""
"SSS 2003","First Travel XXXI and First Travel XXXII","Image Marine","1.0m","New World First Travel Services","Hong Kong","October 2003 Withthedeliveryoftwo41.4mhighlycustomisedcatamaranstoHongKongsNewWorldFirstTravelServicesLtd ImageMarinehasetanewbenchmarkinpurposedesignedandbuiltharbourcruisevessels. Withtheflexibilityforsightseeingandcharter/functionwork thisorderfollowedthedeliveryofthreehigh-speedcatamaranstothesamegroupbyImageMarinesparentcompany AustalShips","28.23m","1","","220gt","Nil","","","",""
"SSS 2003","Front Runner 911 and 913","Dockstavarvet","1.8m","Royal Swedish Navy/ /Amphibious Corps","Swedish","Up until 23 October 2003 Since2001Dockstavarvethasbeenengagedinthedevelopmentofapatrolvesselwhichisafeforitspersonnelaswellasafeoperatingundercriticalconditions. Theseboatshavebeenbuiltbecauseoftherequirementsforpersonnelsafetyandsafeoperationsofpatrolcraftwhenparticipatingininternationalpeace-keepingandrescueoperations","39.5m","1500","","694gt","27","","","",""
"SSS 2003","Grampian Surveyor","Balenciaga SA Shipyard","0.9m","North Star Shipping ( (Aberdeen) )","UK","April 2003 GrampianSurveyorwasbuiltbyBalenciagaShipyardsforNorthStarShippingofAberdeen UK. ThevesselisintendedforperformingROVsupportincarryingoutsubseasurveyandpipelineconstructionandmaintenancetasks aswellasforsupplydutiescarryingfreshwater fueloilandpipes containers etc toffshoreinstallations. Incommonwithmanyotherecentexamplesofthistypeofship itfeaturesadieselelectricpowerplantforeasonsofeconomyandlowernoiselevels","13.00m","2","","","Nil","22.6tonnes","","",""
"SSS 2003","High Velocity","Safehaven Marine","5.65m","A O' 'Rahily","Ireland","14 July 2003 SafehavenMarinehasthisyearlauncheditsnewcatamarandesign theWildcat. Thisisa10.75moffshorepowercatdesignedforamultitudeofworkboatapplications. Thefirstvessel HighVelocity isaseanglingcharterversionwhichcapitalisesonthecatswidebeamwithan islandwheelhousedesign allowingaccesstothefullengthoftheboatforangling yetstillmaintainsalargecabinforaccommodationandshelter","64.80m","1720","","2786gt","Three","","","",""
"SSS 2003","HMS Enterprise","Appledore Shipbuilders Ltd","1m","UK Royal Navy","White Ensign ( (Nominally MCA) )","HMS Enterprise 12 September 2003  HMS Echo 31 October 2002  NewsurveyvesselsenteredservicefortheRoyalNavyduring2003HMSEnterprise andsisterHMSEcho deliveredathendof2002 wereconstructedatAppledoreShipbuilderstoapreliminarydesignprovidedbyVTShipbuildingLtd","10.7m","27","","","Nil","9500kg","","",""
