FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SSS 2009","Lamnalco Sana’a","Med Marine, Eregli","1.05m","Lamnalco Group","British Virgin Islands","April 2009","11.92m","17","","","1","11tonnes","","",""
"SSS 2009","Mako Shark / PH51","Damen Shipyards","4.75m","Singapore Police","Singapore","23 January 2009","32.93m","218","","724gt","3","1355tonnes (full load, without deck cargo)","","",""
"SSS 2009","Moldefjord","Gdansk Shiprepair","1.60m","Fjord1 MRF AS","Norwegian (NMD) Trade area 2","30 December 2009","35m","86","","","3","","","",""
"SSS 2009","MPI Don Quixote","South Boats Special","V3.8A00","MPI Workboats Ltd","UK","May 2009","ca. 590m","310","","2971gt","1","","","","1"
"SSS 2009","NB555","N. Sundin Dockstavarvet AB","1.2m","-","Sweden","July 2009","18.6m","22","","45.86gt","-","53.50tonnes","","",""
"SSS 2009","Passió per Formentera","Hijos de J Barreras","1.10m fully loaded","Eurolineas Maritimas SA (Baleària)","Maltese","14 September 2009","15.00m","300","","","-","21tonnes","","",""
"SSS 2009","Pilbara Thor","Shipco Marine","4.30m","Rio Tinto","Australia","late December 2008","(trailers of 16.5m) 304m (2.90m width)","750","","6146t","0","","","",""
"SSS 2009","Samson Supporter and","Strategic Marine Pte Ltd (Singapore)","4.30m above baseline (summer loadline)","Samson Maritime","Panama","May and August 2009","32m","220","","474gt","0","902tonnes","","",""
"SSS 2009","SD Eva","Damen Shipyards Gorinchem","2.30m (lightship)","SD Marine Services","UK/Maritime and Coastguard Agency","August 2009","40.37m","28","","","11 (other customers)","","","",""
"SSS 2009","Seaspan Resolution","JM Martinac Shipbuilding, Tacoma, Washington","1.54m","Seaspan International Ltd, a division of Washington Marine Group","Canada","July 2009","33m","76","","166gt","-","140.74t","","",""
"SSS 2009","Seychelles Paradise","Lindenau GmbH","5.7m (to bottom of Z-drives)","Seychelles Petroleum","Republic of Seychelles","31 October 2009","29.90m","250","","469grt","0","738.4tonnes","","",""
"SSS 2009","SMBC Monterrey","Unión Naval Valencia SA","3.90m","Servicios Marítimos de","Mexican","February 2009","63.70m","400","","1.545gt","0","","","",""
"SSS 2009","Spinola","Astilleros Armon SA of","5.5m (to bottom of Z-drives)","Tug Malta, a subsidiary of","Malta","July 2009","32m","148","","495grt","-","842.3tonnes","","",""
"SSS 2009","Spitfire","Safehaven Marine","6.08m . ............................................ Loadline draught: 7.00m","VT Critical Services for ABP Port of Southampton","UK","2009","34.24m","125","","694gt","1","2m³","","",""
"SSS 2009","Sprut","JSC Shipyard ‘Yantar’","1.4m","Coast Guard of Frontier","Russian Federation","10 August 2009","14.8","25","","","-","25,000kg","","",""
"SSS 2009","Star Commodore","Cheoy Lee Shipyards Ltd","3.2m","PSA Marine","Singapore","September 2009","65.9m","21.5","","","0","835tonnes","","",""
"SSS 2009","Stril Mariner","Simek AS","5.33m","Simon Møkster","Faeroe Islands","30 October 2009","27.40m","13","","394gt","1","3.0m³","","",""
"SSS 2009","Svitzer Kilroom","Freire Construcciones","6.49m","Svitzer – Milford Haven","UK","December 2008/January 2009","69.00m","0","","3117gt","0","5994tonnes","","",""
"SSS 2009","WG Columbus","Hijos de J Barreras","harbour 6.9m / loadline 7.3m","WesternGeco Ltd","Cyprus","April 2009","39m","2","","819gt","2","loadline displacement – 1448tonnes","","",""
"SSS 2009","Willy T/C653","Astilleros Zamakona Pasaia, Spain","6m","Reyser","EU","April 2009","82m","15","","","-","","","",""
