FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SS 2016","AIDAprima","Mitsubishi Heavy","Mitsubishi Heavy Industries","Costa Crociere / AIDA Cruises","Italy","","299.95m","","9636955","","1","","","",""
"SS 2016","BBC BIRTE H","Jiangsu Hongqiang","8.05m","Krey Schiffahrts GmbH & Co. MS ""Graf Johann"" KG Leer","Antigua & Barbuda","14 March 2016","290.90m","13","9697325","125,572gt","1","","Saacke Marine Systems","NACOS Platinum","12"
"SS 2016","British Nimbus","Hyundai Mipo Dockyard Co. Ltd","7.50m","ICBC LEASING / BP","Isle of Man","14 May 2016","6.058m","500","9724544","114,94gt","3","","MAN","5G45ME-C9.5 Tier II",""
"SS 2016","BRITISH RESPECT","STX Offshore & Shipbuilding Co. Ltd","11.0m","BP Shipping Limited","Isle of Man","29 December 2016","174m","1150","9683001","","8","","Hyundai Heavy Industries – B&W","6G50ME-B9.3 (Tier II)",""
"SS 2016","Cape Akritas","Hanjin Heavy Industry & Construction Co., Ltd","15m (Summer Load draught)","Costamare Inc","Malta","5 February 2016","239m","1","9706190","64,309gt","4","","MAN Diesel & Turbo","STX-MAN B&W 6G60ME-C9.2",""
"SS 2016","Carnival Vista","Fincantieri","13m (moulded)","Carnival Cruise Line","Panama","20 September 2016","6,058mm (20ft), 12,192mm (40ft), 14,631(43ft), 16,154(54ft)","4","9692569","112,836tonnes (international)","From this platform four vessels have been derived for","170,123.6tonnes (at scantling draught)","MAN Diesel Turbo","8G95ME C9.5",""
"SS 2016","DLV 2000","Keppel Singmarine Pte Ltd","8.25m","McDermott International Inc","Panama","29 April 2016","286m","18","9683142","133.500gt","Nil","","Alfa Laval","Platinum","3"
"SS 2016","DRIVE GREEN HIGHWAY","Japan Marine United Corporation","7.9m","JMU5044","Panama","7 June 2016","100m","5","9728069","45,247gt","2","46,300gt","","",""
"SS 2016","Eeva VG","Royal Bodewes, Papenburg","MAN B&W","Gaiamare Ltd/Meriaura Ltd","Finland","9 February 2016","max. 199.99m","20","9769104","76,387gt","1","","","",""
"SS 2016","Engie Zeebrugge","Hanjin Heavy Industry & Construction Co., Ltd","6.10m","LNG Link Investment","Belgium","30 September 2016","101.2m","760","9750024","3,405gt","0","6,827tonnes","Medium speed trunk piston diesel engine","8DZC",""
"SS 2016","Ethane Crystal","Samsung Heavy","4.7m","Reliance Industries Limited","Marshall Islands","15 December 2016","101.8m","1","9752278","Calculation in progress","Six","abt. 7,060tonnes","Wärtsilä","9L 20DF",""
"SS 2016","GENER8 HECTOR","Hanjin Heavy Industry & Construction Co. Ltd","11.5m","Navig8 Tankers","LIBERIA","October 2016","218m","1","9730086","57,000gt","4","","MAN Diesel & Turbo Licensee","6S60ME-C9.5",""
"SS 2016","KONINGSDAM","Fincantieri","20.5m (moulded)","Holland America Line","The Netherlands","15 December 2016","321.9m","1","9692557","156,517tonnes","1","343,838.9tonnes","MAN B&W","7G80ME-C9.2",""
"SS 2016","La Mancha Knutsen","Hyundai Heavy Industries","7.95m","Knutsen OAS Shipping","NIS","31 March 2016","265.9m","15","9721724","99,836gt","One sister ship under construction","","Alfa Laval","NACOS","2"
"SS 2016","Lindanger","Hyundai Mipo Dockyard Co., Ltd","11.65m","Westfal-Larsen","NIS","21 September 2016","284m","4","9725299","116,246gt","N/A","","Two stroke, single acting, crosshead, turbocharged, reversible, electronically controlled, gas injection","Hyundai – MAN B&W 7G70ME-C9.2-GI",""
